id|name
116|Thomas_Cook_Airlines_Belgium
117|Abelag_Aviation
118|CityBird
119|Jetairfly
120|Brussels_Airlines
121|Cargo_B_Airlines
122|Lloyd_Aéreo_Boliviano
123|AeroSur_(Bolivia)
124|TAM_–_Transporte_Aéreo_Militar
125|Amaszonas
126|Aerolíneas_Sudamericanas
127|TAB_–_Transportes_Aéreos_Bolivianos
128|Boliviana_de_Aviación
129|Air_Srpska
130|Arnoro
131|B&H_Airlines
132|Bosnia_Airlines
133|Sky_Srpska
134|Icar_Air
135|Gol_Transportes_Aéreos
136|TAM_Airlines
137|VASP
138|Avianca_Brazil
139|Abaeté_Linhas_Aéreas
140|ABSA_Cargo_Airline
141|Air_Minas_Linhas_Aéreas
142|ATA_Brasil
143|Cruiser_Linhas_Aéreas
144|Fly_Linhas_Aéreas
145|Meta_Transportes_Aéreos
146|Nordeste_Linhas_Aéreas_Regionais
147|Pantanal_Linhas_Aéreas
148|PENTA_–_Pena_Transportes_Aéreos
149|Puma_Air
150|Rico_Linhas_Aéreas
151|Rio_Sul_Serviços_Aéreos_Regionais
152|Skymaster_Airlines
153|TAF_Linhas_Aéreas
154|Total_Linhas_Aéreas
155|Varig_Logística
156|BRA_Transportes_Aéreos
157|Gensa
158|TEAM_Linhas_Aéreas
159|NHT_Linhas_Aéreas
160|WebJet_Linhas_Aéreas
161|Passaredo_Linhas_Aéreas
162|Serviços_Aéreos_Cruzeiro_do_Sul
163|Azul_Brazilian_Airlines
164|Flex_Linhas_Aéreas
165|Master_Top_Airlines
166|Real_Transportes_Aéreos
167|ETA_–_Empresa_de_Transporte_Aéreo
168|Paraense_Transportes_Aéreos
169|Aerovias_Brasil
170|Transportes_Aéreos_Nacional
171|SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha
172|TAC_–_Transportes_Aéreos_Catarinense
173|SETE_Linhas_Aéreas
174|Sol_Linhas_Aéreas
175|Whitejets
176|Aeronorte
177|VASD_–_Viação_Aérea_Santos_Dumont
178|Noar_Linhas_Aéreas
179|TABA_–_Transportes_Aéreos_da_Bacia_Amazônica
180|Air_Vias
181|Aerolloyd_Iguassu
182|TAM_–_Táxi_Aéreo_Marília
183|Linhas_Aéreas_Natal
184|Companhia_Itaú_de_Transportes_Aéreos
185|Platinum_Air_Linhas_Aéreas
186|Balkan_Bulgarian_Airlines
187|Hemus_Air
188|Bulgaria_Air
189|Viaggio_Air
190|Bulgarian_Air_Charter
191|BH_Air
192|Wizz_Air_Bulgaria
193|Heli_Air
194|Cargoair
195|President_Airlines
196|Cambodia_Airlines
197|Royal_Phnom_Penh_Airways
198|Siem_Reap_Airways_International
199|Angkor_Airways
200|Royal_Khmer_Airlines
201|PMTair
202|Kampuchea_Airlines
203|Air_Dream
204|Cambodia_Angkor_Air
205|Cameroon_Airlines
206|National_Airways_Cameroon
207|Elysian_Airlines
208|Air_Leasing_Cameroon
209|Section_Liaison_Air_Yaoundé
210|Air_Canada
211|WestJet
212|Air_Ontario
213|Nolinor_Aviation
214|Regional_1
215|Buffalo_Airways
216|Bar_XH_Air
217|Alta_Flights
218|AllCanada_Express
219|Alberta_Citylink
220|Air_Satellite
221|Kelowna_Flightcraft_Air_Charter
222|Calm_Air
223|Cargojet_Airways
224|SkyLink_Aviation
225|KD_Air
226|Cougar_Helicopters
227|Sunwest_Aviation
228|Summit_Air
229|Perimeter_Aviation
230|Skyxpress_Airline
231|Kivalliq_Air
232|Alkan_Air
233|Air_Southwest_(Canada)
234|Morningstar_Air_Express
235|Val_Air
236|Canadian_Helicopters
237|Corporate_Express_(airline)
238|Brock_Air_Services
239|NAC_Air
240|North_Cariboo_Air
241|Aeropro
242|Pascan_Aviation
243|Arctic_Sunwest_Charters
244|Northern_Thunderbird_Air
245|Flair_Airlines
246|Wolverine_Air
247|Enerjet
248|Propair
249|Air_Afrique_Horizon
250|Toumaï_Air_Tchad
251|Mid_Express_Tchad
252|LAN_Airlines
253|Aerovías_DAP
254|Alpine_Air_Express_Chile
255|Sky_Airline
256|Aerocardal
257|Air_Comet_Chile
258|LAN_Express
259|DAP_Helicópteros
260|PAL_Airlines
261|SAM_Colombia
262|ACES_Colombia
263|SCADTA
264|Tampa_Cargo
265|AeroSucre
266|AeroTACA
267|Intercontinental_de_Aviación
268|SATENA
269|West_Caribbean_Airways
270|Helicol
271|AIRES
272|Avianca_Cargo
273|SACO_(Colombia)
274|AeroCóndor
275|Líneas_Aéreas_Suramericanas
276|Aerolínea_de_Antioquia
277|APSA_Colombia
278|Aexpa
279|Vertical_de_Aviación
280|SARPA
281|Helicargo
282|Central_Charter_de_Colombia
283|Cosmos_Air_Cargo
284|SADELCA
285|Cargo_Express
286|AeroSur_(Colombia)
287|Colombian_Air_Cargo
288|TAC_Colombia
289|EasyFly
290|Líneas_Aéreas_La_Urraca
291|Copa_Airlines_Colombia
292|Croatia_Airlines
293|Air_Adriatic
294|Dubrovnik_Airline
295|Trade_Air
296|Cubana_de_Aviación
297|Aero_Caribbean
298|Aerogaviota
299|Czech_Airlines
300|Travel_Service_Airlines
301|SmartWings
302|ABS_Jets
303|Charter_Air
304|Central_Connect_Airlines
305|Euro_Cargo_Air
306|Grossmann_Jet_Service
307|Silver_Air_(Czech_Republic)
308|Business_Aviation
309|Hewa_Bora_Airways
310|Wimbi_Dira_Airways
311|Bravo_Air_Congo
312|Air_Tropiques
313|Air_Kasai
314|Flight_Express
315|Lignes_Aériennes_Congolaises
316|Trans_Service_Airlift
317|Kivu_Air
318|Kinshasa_Airways
319|Malift_Air
320|MIBA_Aviation
321|Africa_One
322|Free_Airlines
323|Great_Lakes_Business_Company
324|Karibu_Airways
325|AirDC
326|Agefreco_Air
327|Filair
328|Scibe_Airlift
329|Korongo
330|Congo_Express
331|TMK_Air_Commuter
332|Sterling_Airlines
333|Maersk_Air
334|DAT_Danish_Air_Transport
335|Air_Alsie
336|Copenhagen_Air_Taxi
337|SAS_Commuter
338|Star_Air_(Maersk_Air)
339|Jettime
340|Air_Alpha_Greenland
341|North_Flying
342|Cimber_Sterling
343|Wings_of_Bornholm
344|Transavia_Denmark_ApS
345|Aerolíneas_Mas
346|Caribbean_Air_Sign
347|EgyptAir
348|Flash_Airlines
349|Air_Sinai
350|Palestinian_Airlines
351|AMC_Airlines
352|Air_Memphis
353|Air_Cairo
354|Luxor_Air
355|Lotus_Air
356|Midwest_Airlines_(Egypt)
357|Petroleum_Air_Services
358|Cairo_Aviation
359|EgyptAir_Cargo
360|EgyptAir_Express
361|KoralBlue_Airlines
362|Alexandria_Airlines
363|Smart_Aviation_Company
364|Nile_Air
365|AlMasria_Universal_Airlines
366|Air_Italy_Egypt
367|Tristar_Air
368|Air_Arabia_Egypt
369|Nesma_Airlines
370|First_Choice_Airways
371|Thomas_Cook_Airlines
372|Bmibaby
373|Caledonian_Airways
374|British_Mediterranean_Airways
375|Buzz_(airline)
376|AirUK
377|Eastern_Airways
378|GB_Airways
379|XL_Airways_UK
380|ScotAirways
381|Brymon_Airways
382|British_NorthWest_Airlines
383|Atlantic_Express_(airline)
384|Silverjet
385|BA_CityFlyer
386|UK_International_Airlines
387|Jetstream_Express
388|Zoom_Airlines_Limited
389|MyTravelLite_Airlines
390|Air_Manchester
391|Northeast_Airlines_(UK)
392|Transmeridian_Air_Cargo
393|Skysouth
394|Aero_Airlines
395|Estonian_Air
396|Avies
397|Enimex
398|Airest
399|Ethiopian_Airlines
400|Trans_Nation_Airways
401|Finnair
402|Air_Finland
403|Finncomm_Airlines
404|Blue1
405|Copterline
406|Air_Åland
407|Fly_Lappeenranta
408|Finlantic
409|Wingo_xprs
410|Turku_Air
411|Crossair
412|Corsairfly
413|Régional_Compagnie_Aérienne_Européenne
414|Brit_Air
415|Airlinair
416|Aigle_Azur
417|XL_Airways_France
418|Air_Méditerranée
419|CCM_Airlines
420|Eagle_Aviation_France
421|Finist'air
422|Hex'Air
423|Sud_Airlines
424|Hello_(airline)
425|Blue_Line_(airline)
426|Aria_(French_airline)
427|Air_Saint-Pierre
428|Europe_Airpost
429|Air_Inter
430|Twin_Jet
431|Air_Liberté
432|Pan_Européenne_Air_Service
433|L'Avion
434|Chalair_Aviation
435|Air_France
436|OpenSkies
437|Air_Charter_International
438|Air_Alpes
439|Atlantique_Air_Assistance
440|Atlantic_Air_Lift
441|Transavia.com_France
442|Lufthansa
443|Hapag-Lloyd_Flug
444|LTU_International
445|Condor_Flugdienst
446|Air_Berlin
447|Ostfriesische_Lufttransport
448|Germanwings
449|Hapag-Lloyd_Express
450|Cirrus_Airlines
451|DBA_(airline)
452|Luftfahrtgesellschaft_Walter
453|Lufthansa_Cargo
454|Hahn_Air
455|Avanti_Air
456|WDL_Aviation
457|Germania_(airline)
458|Augsburg_Airways
459|Blue_Wings
460|Contact_Air
461|Eurowings
462|Hamburg_International
463|ACM_Air_Charter
464|Aero_Dienst
465|Sylt_Air
466|Comfort_Air
467|Arcus-Air_Logistic
468|Elbe_Air
469|Aero_Business_Charter
470|MSR_Flug-Charter
471|Stuttgarter_Flugdienst
472|Vibroair
473|Windrose_Air
474|Aero_Lloyd
475|Dauair
476|FLN_Frisia_Luftverkehr
477|Flugdienst_Fehlhaber
478|TUIfly
479|XL_Airways_Germany
480|Luftverkehr_Friesland_Harle
481|Nightexpress
482|Air_Independence
483|OCA_International
484|Air-taxi_europe
485|AeroLogic
486|Air_Hamburg
487|Bremenfly
488|Wiking_Helikopter_Service
489|Jet_Executive_International_Charter
490|Olympic_Aviation
491|Olympic_Airlines
492|Aegean_Airlines
493|Hellas_Jet
494|Aviator_Airways
495|EuroAir
496|Mediterranean_Air_Freight
497|Alexandair
498|Macedonian_Airlines
499|AirSea_Lines
500|Hellenic_Imperial_Airways
501|Sky_Express_(Greece)
502|Air_Greece
503|Sky_Wings
504|Cretan_Airlines
505|Elite_Airlines
506|Astra_Airlines
507|GainJet_Aviation
508|InterJet
509|Aeroland_Airways
510|TAE_Greek_National_Airlines
511|Technical_and_Aeronautical_Exploitations
512|Athens_Airways
513|Hellenic_Airlines
514|Olympic_Air
515|Viking_Hellas
516|Air_Go_Airlines
517|ArGo_Airways
518|SAHSA
519|AeroHonduras
520|Atlantic_Airlines_(Honduras)
521|Isleña_Airlines
522|Aerolíneas_Sosa
523|Cathay_Pacific
524|Dragonair
525|Air_Hong_Kong
526|Hong_Kong_Airlines
527|Sky_Shuttle_Helicopters
528|Oasis_Hong_Kong_Airlines
529|Hong_Kong_Express_Airways
530|Metrojet_Ltd.
531|Hong_Kong_Air_International_Ltd
532|Malév_Hungarian_Airlines
533|Wizz_Air
534|Travel_Service_(Hungary)
535|Budapest_Aircraft_Service
536|ABC_Air_Hungary
537|CityLine_Hungary
538|Jet_Airways
539|JetLite
540|Kingfisher_Red
541|Air_India_Express
542|Blue_Dart_Aviation
543|IndiGo
544|Deccan_Aviation
545|Jagson_Airlines
546|TajAir
547|Pawan_Hans
548|MDLR_Airlines
549|Air_India_Cargo
550|Himalayan_Aviation
551|Kalinga_Airlines
552|Jet_Konnect
553|Deccan_360
554|Air_India
555|Garuda_Indonesia
556|Lion_Air
557|Republic_Express_Airlines
558|Merpati_Nusantara_Airlines
559|Indonesia_AirAsia
560|Airfast_Indonesia
561|Batavia_Air
562|Jatayu_Airlines
563|Adam_Air
564|Deraya_Air_Taxi
565|Dirgantara_Air_Service
566|Indonesia_Air_Transport
567|Pelita_Air_Service
568|Sabang_Merauke_Raya_Air_Charter
569|Wings_Abadi_Air
570|Airmark_Indonesia
571|Air_Regional
572|Citilink
573|Riau_Airlines
574|Kartika_Airlines
575|Tri-MG_Intra_Asia_Airlines
576|Manunggal_Air_Service
577|Nurman_Avia
578|Auvia_Air
579|Cardig_Air
580|Express_Air
581|Kal_Star_Aviation
582|Trigana_Air_Service
583|EastIndo
584|Premiair
585|Megantara_Air
586|TransNusa_Air_Services
587|Cargo_Garuda_Indonesia
588|Aviastar_(Indonesia)
589|Iran_Air
590|Mahan_Air
591|Kish_Air
592|Qeshm_Air
593|Iranian_Airlines
594|Iran_Aseman_Airlines
595|Caspian_Airlines
596|Iran_Air_Tours
597|Iranian_Air_Transport
598|Payam_Air
599|Safiran_Airlines
600|Aria_Air
601|Eram_Air
602|Taban_Air
603|Fars_Air_Qeshm
604|Zagros_Air
605|Chabahar_Airlines
606|Arsh_Air
607|El_Al
608|Arkia_Israel_Airlines
609|Israir_Airlines
610|Sun_d'Or_International_Airlines
611|CAL_Cargo_Air_Lines
612|Tamir_Airways
613|Chim-Nir_Aviation
614|Ayit_Aviation_and_Tourism
615|Elrom_Airways
616|Orange_Aviation
617|Alitalia-Linee_Aeree_Italiane
618|Club_Air
619|Gandalf_Airlines
620|Volareweb.com
621|Meridiana_Fly
622|Air_Dolomiti
623|Alisea_Airlines
624|Alitalia_Express
625|Azzurra_Air
626|ItAli_Airlines
627|Eurofly
628|MyAir
629|Air_Europe_(Italy)
630|Air_One
631|Aliadriatica
632|Air_Vallée
633|Alidaunia
634|Ocean_Airlines
635|Alpi_Eagles
636|Blue_Panorama_Airlines
637|Mistral_Air
638|Neos
639|Wind_Jet
640|Italy_First
641|Eurojet_Italia
642|Livingston_Energy_Flight
643|Evolavia
644|Air_Italy
645|Blu-express
646|Ala_Littoria
647|Cargoitalia
648|Lauda_Air_Italy
649|MiniLiner
650|Fly_Wex
651|Link_Air_Express
652|On_Air_(airline)
653|Airaia
654|Air_Bee
655|Avianova_(Italy)
656|Air_One_CityLiner
657|VolaSalerno
658|Elbafly
659|Explora_Italia
660|Alitalia
661|Trawel_Fly
662|FlyOristano
663|Skybridge_AirOps
664|Nippon_Cargo_Airlines
665|Japan_Airlines
666|All_Nippon_Airways
667|Skymark_Airlines
668|JALways
669|Japan_Asia_Airways
670|Japan_Transocean_Air
671|Hokkaido_International_Airlines
672|J-Air
673|New_Central_Airlines
674|Air_Next
675|JAL_Express
676|Air_Japan
677|Japan_Air_Commuter
678|Air_Central
679|Air_Hokkaido
680|StarFlyer
681|ANA_&_JP_Express
682|Fuji_Dream_Airlines
683|Royal_Jordanian
684|Jordan_Aviation
685|Teebah_Airlines
686|Air_Universal
687|Air_Rum
688|Royal_Wings
689|Sky_Gate_International_Aviation
690|Royal_Falcon
691|Bourtuqalieh_Air
692|Transworld_Aviation
693|Meelad_Air
694|Jordan_International_Air_Cargo
695|Air_Arabia_Jordan
696|Air_Astana
697|Air_Kokshetau
698|Almaty_Aviation
699|Sayakhat_Airlines
700|SCAT_(airline)
701|Euro-Asia_Air
702|Atyrau_Airways
703|Starline.kz
704|Asia_Continental_Airlines
705|Burundaiavia
706|Mega_Aircompany
707|Tahmid_Air
708|DETA_Air
709|Aerotur_Air
710|Irtysh_Air
711|Asia_Wings
712|Zhetysu_(airline)
713|Semeyavia
714|Sky_Service_(Kazakhstan)
715|SAPSAN
716|Kenya_Airways
717|East_African_Safari_Air
718|African_Safari_Airways
719|Airkenya_Express
720|Astral_Aviation
721|African_Express_Airways
722|748_Air_Services
723|Fly540
724|Safarilink_Aviation
725|Delta_Connection_(Kenya)
726|CMC_Aviation
727|ALS_–_Aircraft_Leasing_Services
728|Lao_Airlines
729|Lao_Air
730|AirBaltic
731|SmartLynx_Airlines
732|Concors
733|Inversija
734|RAF-Avia
735|Air_Liberia
736|Liberia_Airways
737|Libyan_Airlines
738|Afriqiyah_Airways
739|Buraq_Air
740|Tobruk_Air
741|Air_Libya
742|Libyan_Arab_Air_Cargo
743|Air_One_Nine_Company
744|Alajnihah_Airways
745|Petro_Air
746|Nayzak_Air_Transport
747|Madina_Air
748|Global_Aviation_and_Services_Group
749|FlyLal
750|Air_Lithuania
751|Aurela
752|Amber_Air
753|Aviavilsa
754|Apatas_Air
755|Avion_Express
756|Small_Planet_Airlines
757|Star1_Airlines
758|Air_Madagascar
759|Malaysia_Airlines
760|Berjaya_Air
761|Transmile_Air_Services
762|MASkargo
763|Sabah_Air
764|Hornbill_Skyways
765|Layang_Layang_Aerospace
766|Firefly_(airline)
767|Pelangi_Air
768|Saeaga_Airlines
769|MASwings
770|Silverfly_(airline)
771|Medavia
772|BritishJET
773|European_2000_Airlines
774|Efly
775|Air_Mauritanie
776|Mauritania_Airways
777|Air_Mauritius
778|Mexicana_de_Aviación
779|Aeromar
780|Líneas_Aéreas_Azteca
781|Aero_California
782|Aviacsa
783|TAESA
784|Avioquintana
785|AeroUnion
786|Aeromexpress
787|Aeropostal_Cargo_de_México
788|Aero_Cuahonte
789|Avolar
790|Estafeta_Carga_Aérea
791|Global_Air_(Mexico)
792|Interjet
793|Magnicharters
794|Volaris
795|VivaAerobus
796|ALMA_de_México
797|MasAir
798|Aerodavinci
799|Aladia_Airlines
800|Republicair
801|Nova_Air
802|Aéreo_Calafia
803|Aéreo_Servicio_Guerrero
804|Jetclub
805|FlyMex
806|Regional_Cargo
807|MexicanaLink
808|ARD_Charters
809|Moldavian_Airlines
810|Air_Moldova
811|Tandem_Aero
812|Tepavia_Trans
813|Nobil_Air
814|MIAT_Mongolian_Airlines
815|Aero_Mongolia
816|Hangard_Airlines
817|Eznis_Airways
818|Royal_Air_Maroc
819|Atlas_Blue
820|Jet4you
821|Regional_Air_Lines
822|Casa_Air_Service
823|Air_Arabia_Maroc
824|Buddha_Air
825|Cosmic_Air
826|Agni_Air
827|Fly_Yeti
828|KLM
829|Martinair
830|KLM_Cityhopper
831|Air_Holland
832|Transavia.com
833|Rossair_Europe
834|Denim_Air
835|Air_Exel
836|Metropolis_(airline)
837|North_Sea_Airways
838|Quick_Airways_Holland
839|Dynamic_Airlines
840|Arkefly
841|CHC_Airways
842|Heli_Holland
843|Amsterdam_Airlines
844|Air_New_Zealand
845|Freedom_Air_(New_Zealand)
846|TEAL
847|Pacific_Blue_Airlines
848|Air_Nelson
849|Eagle_Airways
850|Mount_Cook_Airline
851|Air_Freight_NZ
852|Polynesian_Blue
853|Air2there
854|Fly_My_Sky
855|Great_Barrier_Airlines
856|Vincent_Aviation
857|Sunair
858|Mountain_Air_(New_Zealand)
859|Salt_Air
860|FlyDirect
861|Nicaragüense_de_Aviación
862|Atlantic_Airlines_(Nicaragua)
863|La_Costeña
864|Arik_Niger
865|Escadrille_Nationale_du_Niger
866|Air_Niamey
867|Braathens
868|Norwegian_Air_Shuttle
869|Widerøe
870|Coast_Air
871|Bergen_Air_Transport
872|Fonnafly
873|Busy_Bee
874|SAS_Braathens
875|Vildanden_(airline)
876|Norsk_Air
877|Norway_Airlines
878|Norwegian_Air_Lines
879|Helitrans
880|Fred_Olsen_Air_Transport
881|Coast_Aero_Center
882|Norving
883|Teddy_Air
884|Braathens_Helikopter
885|Krohn_Air
886|Hesnes_Air
887|Pakistan_International_Airlines
888|Aero_Asia_International
889|Pearl_Air
890|Airblue
891|Shaheen_Air
892|Safe_Air
893|Askari_Aviation
894|Royal_Airlines
895|Princely_Jets
896|Vision_Air_International
897|Air_Indus
898|Copa_Airlines
899|Air_Panama
900|Aeroperlas
901|Panavia_(Panama)
902|DHL_Aero_Expreso
903|Air_Niugini
904|Airlines_PNG
905|Air_China
906|China_Southern_Airlines
907|China_Eastern_Airlines
908|Shenzhen_Airlines
909|Xiamen_Airlines
910|China_Northern_Airlines
911|Sichuan_Airlines
912|China_Postal_Airlines
913|Okay_Airways
914|Wuhan_Airlines
915|Chang'an_Airlines
916|China_Cargo_Airlines
917|China_Xinhua_Airlines
918|Shandong_Airlines
919|Shanxi_Airlines
920|China_Northwest_Airlines
921|China_Yunnan_Airlines
922|Sky_Shuttle_Helicopters
923|Spring_Airlines
924|Air_China_Cargo
925|China_Flying_Dragon_Aviation
926|United_Eagle_Airlines
927|Guizhou_Airlines
928|Shanghai_Airlines_Cargo
929|Great_Wall_Airlines
930|Lucky_Air
931|West_Air_(People's_Republic_of_China)
932|Shenzhen_Donghai_Airlines
933|East_Star_Airlines
934|Tianjin_Airlines
935|Kunming_Airlines
936|Chongqing_Airlines
937|Grand_China_Air
938|Tibet_Airlines
939|Aeroperú
940|Nuevo_Continente
941|Aero_Cóndor
942|LAN_Perú
943|TANS_Perú
944|LC_Busre
945|Wayraperú
946|Air_Perú
947|Transportes_Aéreos_Cielos_Andinos
948|Líneas_Aéreas_Nacionales_S._A._(Peru)
949|Philippine_Airlines
950|Cebu_Pacific
951|Airphil_Express
952|Zest_Airways
953|Laoag_International_Airlines
954|Pacific_East_Asia_Cargo_Airlines
955|Pacificair
956|South_East_Asian_Airlines
957|Interisland_Airlines
958|Filipinas_Orient_Airways
959|Air_Manila
960|Tair_Airways
961|2GO
962|Pacific_Pearl_Airways
963|Mosphil_Aero
964|PAL_Express
965|Aerolift_Philippines
966|TransGlobal_Airways
967|Grand_Air_International
968|Spirit_of_Manila_Airlines
969|LOT_Polish_Airlines
970|Centralwings
971|EuroLOT
972|Aerogryf
973|White_Eagle_Aviation
974|Jet_Air
975|Direct_Fly
976|Prima_Charter
977|Air_Italy_Polska
978|Exin
979|Skytaxi
980|SprintAir
981|Enter_Air
982|Portugália
983|Air_Luxor
984|Aerocondor
985|EuroAtlantic_Airways
986|Hi_Fly_(airline)
987|NetJets_Europe
988|Luzair
989|White_Airways
990|Omni_–_Aviação_e_Tecnologia
991|PGA_Express
992|Orbest
993|Air_Atlantis
994|Agroar_Carga_Aérea
995|Fly_MI
996|TAP_Portugal
997|Aero_VIP_(Portugal)
998|Vieques_Air_Link
999|Culebra_Air_Services
1000|Air_Flamenco
1001|Far_Eastern_Air_Transport
1002|TransAsia_Airways
1003|Aer_Lingus
1004|Ryanair
1005|Aer_Arann
1006|CityJet
1007|Nex_Aviation
1008|Aer_Lingus_Regional
1009|MAT_Macedonian_Airlines
1010|Palair
1011|Avioimpex
1012|Aeromak
1013|TAROM
1014|Carpatair
1015|Blue_Air
1016|JeTran_Air
1017|Ţiriac_Air
1018|Romavia
1019|Eurojet_Romania
1020|Medallion_Air
1021|Direct_Aero_Services
1022|Air_Bucharest
1023|Kavminvodyavia
1024|Volga-Dnepr_Airlines
1025|Transaero_Airlines
1026|Vladivostok_Air
1027|Dalavia
1028|S7_Airlines
1029|Mavial_Magadan_Airlines
1030|Donavia
1031|AirBridgeCargo_Airlines
1032|Omskavia
1033|Orenair
1034|KD_Avia
1035|Aerolimousine
1036|Ural_Airlines
1037|Izhavia
1038|Samara_Airlines
1039|RusAir
1040|Nordavia
1041|Airstars
1042|Astrakhan_Airlines
1043|Atlant-Soyuz_Airlines
1044|ATRAN
1045|Aviacon_Zitotrans
1046|Aviaenergo
1047|Centre-Avia
1048|Domodedovo_Airlines
1049|Russian_Sky_Airlines
1050|Karat_(airline)
1051|Continental_Airways
1052|Dobrolet_Airlines
1053|UTair_Express
1054|KrasAir
1055|Kuban_Airlines
1056|Perm_Airlines
1057|Petropavlovsk-Kamchatsky_Air_Enterprise
1058|Polet_Airlines
1059|SAT_Airlines
1060|Sibaviatrans
1061|UTair_Aviation
1062|VIM_Airlines
1063|Yamal_Airlines
1064|Yakutia_Airlines
1065|Vostok_Aviation_Company
1066|Saravia
1067|Bylina_(airline)
1068|Bural
1069|Ak_Bars_Aero
1070|Aviastar-TU
1071|Aviast_Air
1072|Aviaprad
1073|Avial_NV
1074|Angara_Airlines
1075|Alrosa-Avia
1076|AeroBratsk
1077|Abakan-Avia
1078|Dagestan_Airlines
1079|Tatarstan_Airlines
1080|Moskovia_Airlines
1081|Severstal_Air_Company
1082|Rossiya_(airline)
1083|Air_Volga
1084|Red_Wings_Airlines
1085|Novosibirsk_Air_Enterprise
1086|Polar_Airlines
1087|Air_Bashkortostan
1088|Elbrus-Avia
1089|Interavia_Airlines
1090|Sky_Express
1091|2nd_Sverdlovsk_Air_Enterprise
1092|LUKoil-Avia
1093|2nd_Arkhangelsk_United_Aviation_Division
1094|Komiinteravia
1095|Region_Avia_Airlines
1096|Alania_Airlines
1097|Alrosa_Mirny_Air_Enterprise
1098|RusLine
1099|Nordwind_Airlines
1100|Globus_(airline)
1101|IrAir
1102|Aero_Rent
1103|Jet-2000
1104|Vyborg_(airline)
1105|Grozny_Avia
1106|Kosmos_Airlines
1107|Vnukovo_Airlines
1108|NordStar
1109|Silverback_Cargo_Freighters
1110|RwandAir
1111|Air_Scotland
1112|Flyglobespan
1113|Highland_Airways
1114|City_Star_Airlines
1115|Loch_Lomond_Seaplanes
1116|BMI_Regional
1117|Air_Sénégal_International
1118|Groupement_Aérien_Sénégalais
1119|Singapore_Airlines
1120|SilkAir
1121|Valuair
1122|Tiger_Airways
1123|Singapore_Airlines_Cargo
1124|Jetstar_Asia_Airways
1125|Malaysia-Singapore_Airlines
1126|Jett8_Airlines_Cargo
1127|SkyEurope
1128|Air_Slovakia
1129|Slovak_Airlines
1130|Aero_Slovakia
1131|Seagle_Air
1132|Air_Transport_Europe
1133|Slovak_Government_Flying_Service
1134|Danube_Wings
1135|OPERA_JET
1136|Adria_Airways
1137|Solinair
1138|Aurora_Airlines
1139|Linxair
1140|South_African_Airways
1141|Civair
