creationDate|ForumId|TagId
12/25/2011 22:14:57|755914244115|2825
08/12/2012 19:40:51|1030792151060|10712
11/02/2010 10:54:15|274877906965|2008
01/13/2012 20:19:25|824633720854|10925
03/09/2012 12:29:10|893353197591|2938
06/29/2012 07:47:09|962072674328|10925
12/24/2010 00:23:41|343597383705|2008
08/05/2011 10:31:56|618475290650|781
11/07/2011 21:37:19|755914244123|3020
09/17/2011 11:47:24|687194767388|7507
08/28/2011 16:02:41|618475290653|7507
12/24/2010 07:33:48|343597383710|3020
11/29/2010 17:08:29|343597383711|2797
08/10/2011 09:35:17|618475290656|2001
10/31/2011 11:19:58|687194767393|6763
09/04/2012 02:41:54|1030792151074|2038
01/09/2011 13:36:26|412316860451|2001
01/09/2010 15:19:18|36|5163
01/31/2010 13:13:13|37|4843
01/19/2010 13:51:20|38|291
01/19/2010 13:51:20|38|470
01/19/2010 13:51:20|38|973
01/19/2010 13:51:20|38|974
01/19/2010 13:51:20|38|1023
01/19/2010 13:51:20|38|1175
01/19/2010 13:51:20|38|1398
01/19/2010 13:51:20|38|1532
01/19/2010 13:51:20|38|1749
01/19/2010 13:51:20|38|1763
01/19/2010 13:51:20|38|1985
01/19/2010 13:51:20|38|1986
01/19/2010 13:51:20|38|1992
01/19/2010 13:51:20|38|2114
01/19/2010 13:51:20|38|2777
01/19/2010 13:51:20|38|2785
01/19/2010 13:51:20|38|2789
01/19/2010 13:51:20|38|2791
01/19/2010 13:51:20|38|2793
01/19/2010 13:51:20|38|2864
01/19/2010 13:51:20|38|2895
01/19/2010 13:51:20|38|2942
01/19/2010 13:51:20|38|2959
01/19/2010 13:51:20|38|2979
01/19/2010 13:51:20|38|2984
01/19/2010 13:51:20|38|2991
01/19/2010 13:51:20|38|2998
01/19/2010 13:51:20|38|3005
01/19/2010 13:51:20|38|3013
01/19/2010 13:51:20|38|3025
01/19/2010 13:51:20|38|3027
01/19/2010 13:51:20|38|3046
01/19/2010 13:51:20|38|5114
01/19/2010 13:51:20|38|5192
01/19/2010 13:51:20|38|6340
01/19/2010 13:51:20|38|6383
01/19/2010 13:51:20|38|6740
01/19/2010 13:51:20|38|6980
01/19/2010 13:51:20|38|6987
01/19/2010 13:51:20|38|7522
01/19/2010 13:51:20|38|9638
01/19/2010 13:51:20|38|10449
01/19/2010 13:51:20|38|10513
01/19/2010 13:51:20|38|11824
01/19/2010 23:03:17|39|282
01/19/2010 23:03:17|39|458
01/19/2010 23:03:17|39|775
01/19/2010 23:03:17|39|778
01/19/2010 23:03:17|39|779
01/19/2010 23:03:17|39|781
01/19/2010 23:03:17|39|796
01/19/2010 23:03:17|39|1164
01/19/2010 23:03:17|39|1446
01/19/2010 23:03:17|39|1506
01/19/2010 23:03:17|39|1984
01/19/2010 23:03:17|39|1988
01/19/2010 23:03:17|39|2004
01/19/2010 23:03:17|39|2007
01/19/2010 23:03:17|39|2011
01/19/2010 23:03:17|39|2017
01/19/2010 23:03:17|39|2044
01/19/2010 23:03:17|39|2051
01/19/2010 23:03:17|39|2056
01/19/2010 23:03:17|39|2058
01/19/2010 23:03:17|39|2065
01/19/2010 23:03:17|39|2100
01/19/2010 23:03:17|39|2119
01/19/2010 23:03:17|39|2778
01/19/2010 23:03:17|39|2804
01/19/2010 23:03:17|39|2806
01/19/2010 23:03:17|39|2819
01/19/2010 23:03:17|39|2832
01/19/2010 23:03:17|39|2833
01/19/2010 23:03:17|39|2846
01/19/2010 23:03:17|39|2852
01/19/2010 23:03:17|39|2916
01/19/2010 23:03:17|39|2945
01/19/2010 23:03:17|39|2961
01/19/2010 23:03:17|39|2979
01/19/2010 23:03:17|39|2990
01/19/2010 23:03:17|39|3044
01/19/2010 23:03:17|39|3056
01/19/2010 23:03:17|39|3059
01/19/2010 23:03:17|39|3077
01/19/2010 23:03:17|39|3089
01/19/2010 23:03:17|39|4955
01/19/2010 23:03:17|39|5067
01/19/2010 23:03:17|39|5182
01/19/2010 23:03:17|39|5196
01/19/2010 23:03:17|39|6004
01/19/2010 23:03:17|39|6383
01/19/2010 23:03:17|39|6413
01/19/2010 23:03:17|39|6740
01/19/2010 23:03:17|39|6981
01/19/2010 23:03:17|39|6985
01/19/2010 23:03:17|39|7032
01/19/2010 23:03:17|39|7089
01/19/2010 23:03:17|39|7218
01/19/2010 23:03:17|39|7516
01/19/2010 23:03:17|39|7523
01/19/2010 23:03:17|39|9063
01/19/2010 23:03:17|39|9317
01/19/2010 23:03:17|39|10037
01/19/2010 23:03:17|39|14791
01/20/2010 07:32:17|40|458
01/20/2010 07:32:17|40|806
01/20/2010 07:32:17|40|1668
01/20/2010 07:32:17|40|1670
01/20/2010 07:32:17|40|1985
01/20/2010 07:32:17|40|1993
01/20/2010 07:32:17|40|2011
01/20/2010 07:32:17|40|2066
01/20/2010 07:32:17|40|2785
01/20/2010 07:32:17|40|2788
01/20/2010 07:32:17|40|2794
01/20/2010 07:32:17|40|2898
01/20/2010 07:32:17|40|2929
01/20/2010 07:32:17|40|2953
01/20/2010 07:32:17|40|2968
01/20/2010 07:32:17|40|2969
01/20/2010 07:32:17|40|3073
01/20/2010 07:32:17|40|5115
01/20/2010 07:32:17|40|5170
01/20/2010 07:32:17|40|5183
01/20/2010 07:32:17|40|6976
01/20/2010 07:32:17|40|8882
01/20/2010 07:32:17|40|10289
06/14/2012 09:12:37|962072674345|1993
03/31/2011 11:11:19|481036337194|5115
08/09/2012 00:52:22|1030792151083|10289
01/23/2011 13:30:43|412316860460|5115
01/03/2012 12:09:14|755914244142|2898
07/03/2011 14:53:01|549755813935|2898
10/02/2012 19:31:27|1099511627824|2968
10/13/2011 14:25:22|687194767409|10289
10/07/2012 12:21:16|1099511627826|2794
11/22/2011 05:03:58|755914244147|2011
01/20/2010 11:35:03|52|2788
05/25/2010 15:13:25|137438953525|2794
02/24/2012 01:14:30|824633720886|2785
11/02/2011 23:16:30|687194767415|1985
07/31/2011 01:34:37|618475290680|458
06/06/2010 16:06:37|137438953529|1993
04/30/2010 13:22:20|68719476794|1985
01/30/2012 13:51:31|824633720891|1670
08/27/2010 15:30:44|206158430268|2788
07/29/2012 06:00:54|1030792151101|10289
09/04/2010 11:01:34|274877907006|2929
09/26/2011 22:58:33|687194767423|10289
04/16/2012 08:43:07|893353197632|5183
03/03/2011 22:29:46|412316860481|2794
04/23/2011 14:01:36|481036337218|5115
03/01/2012 09:43:22|824633720899|806
11/10/2010 20:29:24|343597383748|5170
07/05/2010 11:31:24|206158430277|10289
10/21/2012 20:00:39|1099511627846|3073
01/13/2012 03:46:01|824633720903|1985
04/13/2011 06:04:56|481036337224|2969
01/01/2012 12:14:13|755914244169|3073
08/31/2012 07:48:38|1030792151114|1668
05/18/2010 16:56:30|137438953547|2066
02/20/2010 09:49:57|76|1200
02/20/2010 09:49:57|76|1506
02/20/2010 09:49:57|76|1532
02/20/2010 09:49:57|76|1533
02/20/2010 09:49:57|76|1992
02/20/2010 09:49:57|76|1993
02/20/2010 09:49:57|76|2105
02/20/2010 09:49:57|76|2795
02/20/2010 09:49:57|76|6433
06/30/2011 08:12:03|549755813965|1532
06/12/2012 09:38:46|962072674382|1992
11/20/2011 03:41:43|755914244175|1532
10/21/2010 11:22:37|274877907024|1533
09/23/2012 04:02:05|1099511627858|1200
11/21/2011 12:15:19|755914244179|1506
04/28/2012 00:12:08|893353197652|1506
08/07/2010 06:59:55|206158430293|1993
10/21/2010 21:17:41|274877907030|2105
08/29/2011 00:03:35|618475290711|1993
06/28/2010 05:23:50|137438953560|2105
05/11/2011 03:54:09|549755813977|1532
01/09/2012 18:33:48|824633720922|2795
01/02/2012 07:06:11|755914244187|1533
10/22/2012 15:47:01|1099511627868|1993
05/15/2010 19:48:59|137438953565|2105
12/08/2010 09:49:50|343597383775|2105
07/12/2012 13:46:15|1030792151136|1506
09/18/2010 07:53:02|274877907041|1506
06/04/2010 13:47:14|137438953570|2795
09/30/2011 08:18:51|687194767459|6433
03/08/2010 14:33:39|68719476836|2795
08/18/2011 19:51:59|618475290725|2795
07/28/2011 17:29:48|618475290726|2105
04/07/2011 09:00:55|481036337255|1533
11/15/2010 10:07:48|343597383784|1200
04/29/2011 07:09:55|481036337257|1532
10/04/2010 21:58:47|274877907050|1533
06/16/2012 07:11:06|962072674411|1992
11/05/2012 01:31:31|1099511627884|6433
10/24/2012 22:21:04|1099511627885|1532
06/01/2010 19:46:11|137438953582|1992
01/05/2010 12:12:47|111|2
01/05/2010 12:12:47|111|2057
10/14/2012 18:29:48|1099511627888|2057
05/25/2011 03:30:58|549755814001|2
07/24/2012 19:47:18|1030792151154|2057
05/06/2010 00:08:57|137438953587|2057
10/27/2011 15:58:24|687194767476|2
12/31/2010 10:47:11|343597383797|2
07/17/2010 20:28:14|206158430326|2
08/25/2011 20:32:39|618475290743|2057
08/30/2010 04:29:51|206158430329|2057
12/01/2010 07:49:25|343597383802|2
11/09/2011 10:41:00|755914244219|2057
02/10/2010 04:23:06|124|2057
05/01/2011 07:13:02|481036337277|2057
08/05/2012 02:11:52|1030792151166|2057
07/16/2010 16:41:09|206158430335|2
07/24/2012 08:43:51|1030792151168|2057
09/11/2011 16:34:46|687194767489|2
11/21/2012 04:33:27|1168231104642|2
05/28/2011 12:04:47|549755814019|2
09/23/2011 02:16:53|687194767492|2
06/29/2011 04:38:16|549755814021|2
07/24/2010 16:39:58|206158430342|2
01/18/2011 15:32:14|412316860551|2057
06/29/2010 06:42:50|137438953608|2
07/28/2011 21:12:39|618475290761|2
12/08/2011 07:45:50|755914244234|2057
05/21/2010 14:14:27|137438953611|2057
07/17/2012 22:22:29|1030792151180|2057
04/18/2011 05:09:18|481036337293|2
12/01/2011 18:36:04|755914244238|2
04/24/2012 05:13:06|893353197711|2057
09/29/2011 17:45:47|687194767504|2057
07/14/2012 14:11:01|1030792151185|2
02/23/2012 17:27:41|824633720978|2
10/09/2010 19:23:33|274877907091|2
02/09/2010 22:29:11|148|1936
02/09/2010 22:29:11|148|2909
07/19/2010 21:26:40|206158430357|1936
03/27/2010 04:15:01|68719476886|1936
02/06/2012 01:48:48|824633720983|1936
12/23/2010 16:23:23|343597383832|2909
02/17/2012 04:27:32|824633720986|1936
08/19/2010 18:00:19|206158430363|1936
02/28/2010 12:55:11|156|1936
09/18/2011 02:12:47|687194767517|2909
07/17/2011 20:18:23|618475290782|1936
05/14/2012 14:02:00|962072674463|1936
06/23/2012 01:14:30|962072674464|1936
09/22/2012 17:23:14|1099511627937|1936
05/26/2010 08:15:25|137438953634|2909
05/21/2012 13:18:25|962072674467|2909
07/12/2011 23:11:19|618475290788|1936
11/02/2012 12:13:50|1099511627941|1936
02/18/2012 01:32:21|824633720998|2909
07/02/2012 20:40:26|962072674471|1936
08/19/2011 17:44:04|618475290792|2909
10/02/2010 08:23:20|274877907114|1936
01/23/2011 00:10:23|412316860587|1936
11/23/2011 23:36:13|755914244268|1936
03/12/2010 05:45:45|68719476909|2909
04/03/2011 14:21:24|481036337326|2909
11/09/2012 03:50:15|1168231104687|2909
04/06/2012 00:27:02|893353197744|1936
09/06/2011 01:54:37|618475290801|2909
10/29/2011 14:10:26|687194767539|1936
05/09/2011 08:56:35|549755814068|1936
08/13/2011 10:52:48|618475290805|1936
10/07/2012 09:48:19|1099511627958|1936
09/07/2011 01:38:25|687194767543|1936
01/18/2010 02:02:03|184|193
01/18/2010 02:02:03|184|801
01/18/2010 02:02:03|184|1410
01/18/2010 02:02:03|184|1680
01/18/2010 02:02:03|184|2011
01/18/2010 02:02:03|184|2023
01/18/2010 02:02:03|184|2028
01/18/2010 02:02:03|184|2043
01/18/2010 02:02:03|184|2784
01/18/2010 02:02:03|184|2803
01/18/2010 02:02:03|184|2820
01/18/2010 02:02:03|184|2836
01/18/2010 02:02:03|184|2859
01/18/2010 02:02:03|184|2879
01/18/2010 02:02:03|184|2890
01/18/2010 02:02:03|184|2999
01/18/2010 02:02:03|184|3014
01/18/2010 02:02:03|184|4871
01/18/2010 02:02:03|184|6365
01/18/2010 02:02:03|184|6704
01/18/2010 02:02:03|184|6934
01/18/2010 02:02:03|184|7598
01/18/2010 02:02:03|184|7782
01/18/2010 02:02:03|184|12498
01/18/2010 02:02:03|184|14846
02/19/2010 09:17:03|185|1021
02/19/2010 09:17:03|185|1664
02/19/2010 09:17:03|185|2002
02/19/2010 09:17:03|185|2041
02/19/2010 09:17:03|185|2074
02/19/2010 09:17:03|185|2781
02/19/2010 09:17:03|185|2796
02/19/2010 09:17:03|185|2816
02/19/2010 09:17:03|185|2861
02/19/2010 09:17:03|185|3055
02/19/2010 09:17:03|185|5129
02/19/2010 09:17:03|185|6354
02/19/2010 09:17:03|185|6878
02/19/2010 09:17:03|185|7330
02/19/2010 09:17:03|185|7523
02/19/2010 09:17:03|185|7604
02/19/2010 09:17:03|185|10147
02/19/2010 09:17:03|185|11745
04/08/2010 18:38:13|68719476922|10147
11/03/2012 12:59:41|1099511627963|2041
02/13/2011 08:34:14|412316860604|2861
09/22/2011 06:45:25|687194767549|10147
08/18/2010 13:42:27|206158430398|1664
07/21/2012 21:10:35|1030792151231|2074
07/26/2011 11:26:50|618475290816|2816
06/03/2011 19:57:19|549755814081|2816
11/25/2010 22:22:40|343597383874|1664
01/28/2012 00:22:31|824633721028|2796
04/06/2012 12:09:53|893353197765|2796
11/13/2011 05:37:48|755914244294|1021
05/01/2011 19:13:40|481036337351|2796
06/05/2011 12:11:21|549755814088|7604
03/06/2012 08:56:57|824633721033|7523
03/30/2012 04:11:50|893353197770|7330
12/05/2011 17:09:45|755914244300|2816
10/11/2012 19:51:08|1099511627981|5129
10/31/2011 21:39:20|687194767566|6354
04/16/2011 14:43:22|481036337359|6878
04/04/2011 17:55:02|481036337360|7523
02/22/2011 03:33:22|412316860625|7330
05/17/2012 13:21:41|962072674514|2861
12/02/2010 03:24:59|343597383891|1021
10/01/2010 12:05:36|274877907156|11745
07/27/2010 09:06:16|206158430421|7604
11/06/2010 06:34:59|343597383894|1021
06/11/2011 01:59:16|549755814103|10147
01/20/2011 02:20:31|412316860632|2002
06/06/2011 04:38:11|549755814105|6354
01/09/2012 13:18:19|824633721050|1664
08/17/2011 10:23:01|618475290843|10147
02/19/2010 12:42:24|220|566
02/19/2010 12:42:24|220|567
02/19/2010 12:42:24|220|585
02/19/2010 12:42:24|220|591
02/19/2010 12:42:24|220|776
02/19/2010 12:42:24|220|781
02/19/2010 12:42:24|220|795
02/19/2010 12:42:24|220|807
02/19/2010 12:42:24|220|1021
02/19/2010 12:42:24|220|1450
02/19/2010 12:42:24|220|1760
02/19/2010 12:42:24|220|1984
02/19/2010 12:42:24|220|1986
02/19/2010 12:42:24|220|1988
02/19/2010 12:42:24|220|1992
02/19/2010 12:42:24|220|1995
02/19/2010 12:42:24|220|1996
02/19/2010 12:42:24|220|2014
02/19/2010 12:42:24|220|2044
02/19/2010 12:42:24|220|2045
02/19/2010 12:42:24|220|2056
02/19/2010 12:42:24|220|2078
02/19/2010 12:42:24|220|2792
02/19/2010 12:42:24|220|2797
02/19/2010 12:42:24|220|2824
02/19/2010 12:42:24|220|3106
02/19/2010 12:42:24|220|4849
02/19/2010 12:42:24|220|6368
02/19/2010 12:42:24|220|6930
02/19/2010 12:42:24|220|9102
02/19/2010 12:42:24|220|9706
02/19/2010 12:42:24|220|11679
01/01/2010 00:46:16|221|1518
01/01/2010 00:46:16|221|1989
01/01/2010 00:46:16|221|2014
01/01/2010 00:46:16|221|7580
01/07/2010 11:20:11|222|1932
01/07/2010 11:20:11|222|2933
01/30/2010 14:23:33|223|193
01/30/2010 14:23:33|223|586
01/30/2010 14:23:33|223|785
01/30/2010 14:23:33|223|1684
01/30/2010 14:23:33|223|2803
01/30/2010 14:23:33|223|2948
01/30/2010 14:23:33|223|6368
01/30/2010 14:23:33|223|6413
01/30/2010 14:23:33|223|7380
01/25/2010 15:10:31|224|411
01/25/2010 15:10:31|224|5162
01/25/2010 15:10:31|224|9271
01/10/2010 13:24:36|225|280
01/10/2010 13:24:36|225|292
01/10/2010 13:24:36|225|543
01/10/2010 13:24:36|225|544
01/10/2010 13:24:36|225|1987
01/10/2010 13:24:36|225|2779
01/10/2010 13:24:36|225|2780
01/10/2010 13:24:36|225|2792
01/10/2010 13:24:36|225|2829
01/10/2010 13:24:36|225|2834
01/10/2010 13:24:36|225|2932
01/10/2010 13:24:36|225|4847
01/10/2010 13:24:36|225|5119
01/10/2010 13:24:36|225|6945
01/10/2010 13:24:36|225|9143
01/10/2010 13:24:36|225|9209
01/10/2010 13:24:36|225|9329
01/10/2010 13:24:36|225|11622
01/17/2010 21:30:34|226|8
01/17/2010 21:30:34|226|206
01/17/2010 21:30:34|226|569
01/17/2010 21:30:34|226|778
01/17/2010 21:30:34|226|1408
01/17/2010 21:30:34|226|1454
01/17/2010 21:30:34|226|1760
01/17/2010 21:30:34|226|1989
01/17/2010 21:30:34|226|2044
01/17/2010 21:30:34|226|2779
01/17/2010 21:30:34|226|2783
01/17/2010 21:30:34|226|2885
01/17/2010 21:30:34|226|3041
01/17/2010 21:30:34|226|5062
01/17/2010 21:30:34|226|5163
01/17/2010 21:30:34|226|6438
01/17/2010 21:30:34|226|7507
01/17/2010 21:30:34|226|11409
01/17/2010 21:30:34|226|12047
01/17/2010 21:30:34|226|12296
01/27/2010 12:45:46|227|1635
02/24/2010 01:32:29|228|269
02/24/2010 01:32:29|228|1182
02/24/2010 01:32:29|228|1444
02/24/2010 01:32:29|228|1545
02/24/2010 01:32:29|228|1616
02/24/2010 01:32:29|228|2005
02/24/2010 01:32:29|228|2861
02/24/2010 01:32:29|228|2884
02/24/2010 01:32:29|228|2950
02/24/2010 01:32:29|228|6413
02/24/2010 01:32:29|228|7347
02/21/2010 08:17:52|229|1732
02/21/2010 08:17:52|229|5153
06/13/2010 20:52:40|137438953702|1732
03/14/2011 03:56:24|481036337383|1732
11/21/2012 02:09:12|1168231104744|5153
10/21/2011 15:53:14|687194767593|5153
01/31/2012 15:53:16|824633721067|5153
08/30/2011 21:13:12|618475290860|5153
07/21/2010 07:30:12|206158430445|1732
10/09/2012 09:21:19|1099511628014|1732
09/23/2011 02:44:19|687194767599|5153
03/22/2010 22:54:48|68719476976|5153
08/24/2010 02:41:23|206158430449|1732
06/17/2011 14:05:48|549755814130|1732
08/22/2010 13:05:34|206158430451|1732
08/09/2012 23:43:27|1030792151284|1732
02/22/2012 21:47:48|824633721077|5153
09/23/2011 09:30:59|687194767606|5153
08/18/2012 01:18:21|1030792151287|1732
01/09/2011 14:26:17|412316860664|5153
05/10/2010 00:21:46|137438953721|5153
09/22/2011 04:39:40|687194767610|5153
09/20/2012 10:33:50|1099511628027|5153
05/08/2011 10:38:08|549755814140|5153
07/12/2011 14:22:56|618475290877|5153
11/07/2010 14:49:18|343597383934|5153
11/05/2010 09:16:18|343597383935|1732
01/05/2012 17:45:42|755914244352|1732
03/11/2012 03:24:22|893353197825|5153
01/06/2012 13:08:57|755914244354|5153
05/14/2011 18:39:19|549755814147|5153
06/16/2012 11:14:55|962072674564|5153
05/16/2011 12:28:23|549755814149|5153
04/07/2012 03:17:22|893353197830|1732
01/24/2010 20:32:21|264|1406
02/21/2010 12:43:43|265|1533
02/21/2010 12:43:43|265|1985
02/21/2010 12:43:43|265|5063
08/06/2011 14:33:13|618475290890|5063
01/07/2012 04:10:20|755914244363|5063
05/16/2010 05:58:21|137438953741|1533
05/29/2012 18:41:15|962072674574|1533
05/24/2011 15:51:22|549755814159|1985
08/19/2011 13:08:07|618475290896|5063
08/26/2010 07:52:55|206158430482|1985
01/21/2012 07:02:46|824633721107|5063
07/12/2010 21:39:32|206158430484|5063
01/30/2011 15:56:24|412316860693|1985
05/26/2011 18:27:11|549755814167|1985
07/30/2011 07:44:32|618475290904|1533
11/16/2010 08:58:26|343597383961|5063
08/12/2011 00:48:57|618475290906|1533
09/12/2011 04:50:21|687194767643|5063
09/11/2011 03:35:51|687194767644|5063
10/22/2012 17:59:59|1099511628061|1533
09/02/2012 22:21:25|1030792151326|5063
07/12/2011 05:39:00|618475290911|1533
11/05/2011 08:13:15|687194767648|1533
08/11/2012 09:24:07|1030792151329|5063
07/13/2011 02:14:15|618475290914|1533
02/11/2011 14:56:11|412316860707|1533
01/06/2012 22:19:18|755914244389|1533
04/08/2011 19:49:50|481036337446|1533
04/10/2012 08:12:03|893353197863|5063
11/11/2012 19:58:15|1168231104808|1533
04/29/2010 06:27:28|68719477033|1985
10/12/2010 05:35:42|274877907242|1533
04/02/2012 22:09:51|893353197867|5063
02/25/2010 05:10:48|300|1732
02/14/2010 11:35:56|301|138
02/14/2010 11:35:56|301|145
02/14/2010 11:35:56|301|206
02/14/2010 11:35:56|301|545
02/14/2010 11:35:56|301|561
02/14/2010 11:35:56|301|565
02/14/2010 11:35:56|301|569
02/14/2010 11:35:56|301|597
02/14/2010 11:35:56|301|780
02/14/2010 11:35:56|301|783
02/14/2010 11:35:56|301|786
02/14/2010 11:35:56|301|1153
02/14/2010 11:35:56|301|1154
02/14/2010 11:35:56|301|1444
02/14/2010 11:35:56|301|1454
02/14/2010 11:35:56|301|1505
02/14/2010 11:35:56|301|1506
02/14/2010 11:35:56|301|1667
02/14/2010 11:35:56|301|1771
02/14/2010 11:35:56|301|1988
02/14/2010 11:35:56|301|1991
02/14/2010 11:35:56|301|1992
02/14/2010 11:35:56|301|2005
02/14/2010 11:35:56|301|2011
02/14/2010 11:35:56|301|2782
02/14/2010 11:35:56|301|2785
02/14/2010 11:35:56|301|2820
02/14/2010 11:35:56|301|2836
02/14/2010 11:35:56|301|2844
02/14/2010 11:35:56|301|2846
02/14/2010 11:35:56|301|2888
02/14/2010 11:35:56|301|2954
02/14/2010 11:35:56|301|3063
02/14/2010 11:35:56|301|3089
02/14/2010 11:35:56|301|5115
02/14/2010 11:35:56|301|5197
02/14/2010 11:35:56|301|6981
02/14/2010 11:35:56|301|6993
02/14/2010 11:35:56|301|7509
02/14/2010 11:35:56|301|7604
02/14/2010 11:35:56|301|9170
02/14/2010 11:35:56|301|9474
02/14/2010 11:35:56|301|9477
02/14/2010 11:35:56|301|10417
02/14/2010 11:35:56|301|11408
02/14/2010 11:35:56|301|11531
02/14/2010 11:35:56|301|11644
02/14/2010 11:35:56|301|14298
02/12/2010 08:04:35|302|244
09/27/2012 10:15:56|1099511628079|244
05/12/2012 07:28:50|962072674608|244
05/08/2011 05:45:26|549755814193|244
10/12/2011 11:22:44|687194767666|244
06/28/2012 04:54:20|962072674611|244
09/10/2010 05:41:04|274877907252|244
03/11/2011 22:29:07|481036337461|244
07/20/2011 04:16:05|618475290934|244
10/07/2010 06:57:21|274877907255|244
10/16/2012 10:38:25|1099511628088|244
10/19/2012 22:00:14|1099511628089|244
09/02/2011 17:02:11|618475290938|244
04/28/2012 18:37:17|893353197883|244
11/07/2011 16:18:31|755914244413|244
01/09/2012 08:05:21|824633721150|244
11/15/2010 06:19:44|343597383999|244
02/19/2012 10:12:14|824633721152|244
02/27/2011 15:04:05|412316860737|244
07/27/2010 07:28:17|206158430530|244
03/01/2010 20:12:49|323|244
10/30/2010 07:01:49|274877907268|244
07/26/2012 05:55:52|1030792151365|244
03/24/2012 11:38:54|893353197894|244
11/25/2011 22:36:03|755914244423|244
04/02/2012 10:39:58|893353197896|244
05/28/2011 19:05:23|549755814217|244
10/01/2012 22:26:39|1099511628106|244
04/07/2010 10:30:41|68719477067|244
06/02/2010 13:36:16|137438953804|244
07/23/2012 04:54:35|1030792151373|244
06/13/2010 02:34:57|137438953806|244
02/07/2011 06:32:36|412316860751|244
09/25/2011 00:44:10|687194767696|244
06/15/2011 21:46:19|549755814225|244
01/27/2010 06:17:23|338|4
01/27/2010 06:17:23|338|196
01/27/2010 06:17:23|338|293
01/27/2010 06:17:23|338|561
01/27/2010 06:17:23|338|595
01/27/2010 06:17:23|338|2021
01/27/2010 06:17:23|338|2780
01/27/2010 06:17:23|338|2803
01/27/2010 06:17:23|338|2833
01/27/2010 06:17:23|338|2859
01/27/2010 06:17:23|338|2882
01/27/2010 06:17:23|338|2911
01/27/2010 06:17:23|338|5176
01/27/2010 06:17:23|338|5962
01/27/2010 06:17:23|338|6771
01/27/2010 06:17:23|338|7380
01/27/2010 06:17:23|338|7534
01/27/2010 06:17:23|338|7567
01/27/2010 06:17:23|338|7601
01/27/2010 06:17:23|338|9474
01/27/2010 06:17:23|338|10147
01/27/2010 06:17:23|338|10367
01/27/2010 06:17:23|338|13357
01/27/2010 06:17:23|338|13851
10/03/2012 15:40:06|1099511628115|2911
09/09/2011 12:29:46|687194767701|561
09/30/2011 20:09:56|687194767702|293
11/03/2010 21:37:49|343597384023|293
10/02/2012 09:44:13|1099511628120|6771
08/31/2012 01:43:39|1030792151385|2859
03/22/2011 18:29:45|481036337498|9474
09/07/2011 09:43:28|687194767707|2859
09/24/2012 02:34:27|1099511628124|7601
04/06/2011 06:28:13|481036337501|13851
02/01/2011 19:59:00|412316860766|5176
04/22/2010 15:51:57|68719477087|10147
09/16/2012 13:52:21|1099511628128|6771
11/07/2012 22:50:30|1099511628129|561
10/30/2011 19:27:42|687194767714|2021
02/04/2011 21:05:51|412316860771|561
