creationDate|PostId|TagId
12/30/2010 23:24:19|343597384818|1933
12/30/2010 23:24:19|343597384818|2117
12/30/2010 23:24:19|343597384818|5497
12/30/2010 23:24:19|343597384818|7643
12/30/2010 23:24:19|343597384818|11630
10/23/2011 03:57:09|687194768501|293
10/23/2011 03:57:09|687194768501|1944
10/23/2011 03:57:09|687194768501|2986
10/23/2011 03:57:09|687194768501|10193
04/24/2010 21:47:15|68719477880|1183
04/24/2010 21:47:15|68719477880|1689
04/24/2010 21:47:15|68719477880|10838
04/24/2010 21:47:15|68719477880|13570
12/30/2010 14:54:19|343597384827|1933
12/30/2010 14:54:19|343597384827|2835
12/30/2010 14:54:19|343597384827|5140
12/30/2010 14:54:19|343597384827|5165
12/30/2010 14:54:19|343597384827|10163
03/21/2012 12:27:17|893353198718|244
03/21/2012 12:27:17|893353198718|6410
03/21/2012 12:27:17|893353198718|9284
03/21/2012 12:27:17|893353198718|11698
03/21/2012 12:27:17|893353198718|12035
10/30/2010 21:19:27|274877908097|4845
10/30/2010 21:19:27|274877908097|6996
10/30/2010 21:19:27|274877908097|15338
11/22/2010 14:00:20|343597384836|413
11/22/2010 14:00:20|343597384836|5457
11/22/2010 14:00:20|343597384836|8064
11/22/2010 14:00:20|343597384836|9295
12/29/2010 18:43:49|343597384837|1933
12/29/2010 18:43:49|343597384837|2093
12/29/2010 18:43:49|343597384837|5077
12/29/2010 18:43:49|343597384837|7068
12/29/2010 18:43:49|343597384837|7519
10/30/2010 23:51:42|274877908104|2055
10/30/2010 23:51:42|274877908104|4845
10/30/2010 23:51:42|274877908104|11410
10/30/2010 23:51:42|274877908104|11530
10/31/2010 01:42:42|274877908107|545
10/31/2010 01:42:42|274877908107|2935
10/31/2010 01:42:42|274877908107|4845
10/31/2010 01:42:42|274877908107|6596
10/31/2010 10:51:42|274877908108|2062
10/31/2010 10:51:42|274877908108|4845
10/31/2010 10:51:42|274877908108|7033
10/31/2010 10:51:42|274877908108|7890
10/31/2010 10:51:42|274877908108|8866
11/20/2010 23:50:35|343597384847|413
11/20/2010 23:50:35|343597384847|2004
11/20/2010 23:50:35|343597384847|5038
11/20/2010 23:50:35|343597384847|5737
11/20/2010 23:50:35|343597384847|6440
11/20/2010 23:50:35|343597384847|10411
11/22/2010 00:42:20|343597384850|413
11/22/2010 00:42:20|343597384850|2806
11/22/2010 00:42:20|343597384850|3024
11/22/2010 00:42:20|343597384850|9156
11/22/2010 00:42:20|343597384850|11118
03/21/2012 18:19:02|893353198741|244
03/21/2012 18:19:02|893353198741|1762
03/21/2012 18:19:02|893353198741|2032
03/21/2012 18:19:02|893353198741|6425
03/21/2012 18:19:02|893353198741|9052
03/21/2012 18:19:02|893353198741|10450
03/21/2012 18:19:02|893353198741|15505
03/21/2012 16:04:02|893353198744|244
03/21/2012 16:04:02|893353198744|2798
03/21/2012 16:04:02|893353198744|7910
03/21/2012 16:04:02|893353198744|11251
03/21/2012 16:04:02|893353198744|13187
10/31/2010 08:33:42|274877908123|4845
10/31/2010 08:33:42|274877908123|6234
10/31/2010 08:33:42|274877908123|6259
10/31/2010 08:33:42|274877908123|9061
10/22/2011 11:04:39|687194768542|1944
10/22/2011 11:04:39|687194768542|2834
10/22/2011 11:04:39|687194768542|6419
10/22/2011 11:04:39|687194768542|8579
10/29/2010 21:48:42|274877908129|138
10/29/2010 21:48:42|274877908129|587
10/29/2010 21:48:42|274877908129|1171
10/29/2010 21:48:42|274877908129|2807
10/29/2010 21:48:42|274877908129|4845
10/29/2010 21:48:42|274877908129|6400
10/29/2010 21:48:42|274877908129|6624
10/29/2010 21:48:42|274877908129|11618
12/30/2010 09:13:04|343597384868|1933
12/30/2010 09:13:04|343597384868|2896
12/30/2010 09:13:04|343597384868|7443
12/30/2010 09:13:04|343597384868|11598
04/24/2010 17:05:15|68719477927|1206
04/24/2010 17:05:15|68719477927|1689
04/24/2010 17:05:15|68719477927|2040
04/24/2010 17:05:15|68719477927|12901
10/22/2011 15:40:39|687194768552|1944
10/22/2011 15:40:39|687194768552|3029
04/24/2010 15:56:15|68719477931|196
04/24/2010 15:56:15|68719477931|794
04/24/2010 15:56:15|68719477931|1682
04/24/2010 15:56:15|68719477931|1689
04/24/2010 15:56:15|68719477931|9175
04/24/2010 15:56:15|68719477931|9257
04/24/2010 15:56:15|68719477931|11546
04/24/2010 15:56:15|68719477931|13272
04/25/2010 07:28:30|68719477934|143
04/25/2010 07:28:30|68719477934|292
04/25/2010 07:28:30|68719477934|1689
04/25/2010 07:28:30|68719477934|1760
04/25/2010 07:28:30|68719477934|2848
04/25/2010 07:28:30|68719477934|4849
04/25/2010 07:28:30|68719477934|9144
04/25/2010 07:28:30|68719477934|10214
11/21/2010 11:36:20|343597384881|413
11/21/2010 11:36:20|343597384881|5065
11/21/2010 11:36:20|343597384881|7523
11/21/2010 11:36:20|343597384881|8300
10/22/2011 21:24:09|687194768564|1944
10/22/2011 21:24:09|687194768564|2887
10/22/2011 21:24:09|687194768564|2921
10/22/2011 21:24:09|687194768564|11324
10/22/2011 21:24:09|687194768564|11329
03/22/2012 09:10:47|893353198775|244
03/22/2012 09:10:47|893353198775|2981
03/22/2012 09:10:47|893353198775|5012
03/22/2012 09:10:47|893353198775|6410
10/30/2010 20:12:42|274877908152|2790
10/30/2010 20:12:42|274877908152|4845
10/30/2010 20:12:42|274877908152|5122
12/30/2010 20:16:04|343597384891|1933
12/30/2010 20:16:04|343597384891|3025
12/30/2010 20:16:04|343597384891|13575
10/22/2011 14:21:09|687194768572|1944
10/22/2011 14:21:09|687194768572|5104
10/22/2011 14:21:09|687194768572|11750
12/31/2010 01:17:34|343597384895|1933
12/31/2010 01:17:34|343597384895|5145
12/31/2010 01:17:34|343597384895|6978
12/31/2010 01:17:34|343597384895|7560
12/31/2010 01:17:34|343597384895|11012
12/30/2010 18:55:49|343597384898|416
12/30/2010 18:55:49|343597384898|1933
11/22/2010 05:10:05|343597384899|413
11/22/2010 05:10:05|343597384899|2097
11/22/2010 05:10:05|343597384899|9322
03/21/2012 16:13:02|893353198790|244
03/21/2012 16:13:02|893353198790|3033
03/21/2012 16:13:02|893353198790|9094
03/21/2012 16:13:02|893353198790|9291
03/21/2012 16:13:02|893353198790|11517
12/30/2010 15:11:34|343597384905|1933
12/30/2010 15:11:34|343597384905|6054
12/30/2010 15:11:34|343597384905|6408
12/30/2010 15:11:34|343597384905|8035
12/30/2010 20:37:04|343597384908|441
12/30/2010 20:37:04|343597384908|1933
12/30/2010 20:37:04|343597384908|2852
12/30/2010 20:37:04|343597384908|5594
12/30/2010 20:37:04|343597384908|7971
12/30/2010 20:37:04|343597384908|9237
12/30/2010 20:37:04|343597384908|9280
12/30/2010 20:37:04|343597384908|11687
10/23/2011 02:18:54|687194768591|1944
10/23/2011 02:18:54|687194768591|3111
10/23/2011 02:18:54|687194768591|6375
10/23/2011 02:18:54|687194768591|7575
10/23/2011 02:18:54|687194768591|9061
10/23/2011 02:18:54|687194768591|9335
03/21/2012 07:34:02|893353198802|244
03/21/2012 07:34:02|893353198802|1031
03/21/2012 07:34:02|893353198802|2082
03/21/2012 07:34:02|893353198802|5112
03/21/2012 07:34:02|893353198802|9818
03/21/2012 14:56:32|893353198803|244
03/21/2012 14:56:32|893353198803|1186
03/21/2012 14:56:32|893353198803|8761
03/21/2012 14:56:32|893353198803|9224
10/30/2010 18:38:12|274877908182|2097
10/30/2010 18:38:12|274877908182|4845
10/30/2010 18:38:12|274877908182|9634
10/30/2010 18:38:12|274877908182|15146
10/23/2011 04:24:54|687194768601|1944
10/23/2011 04:24:54|687194768601|2804
10/23/2011 04:24:54|687194768601|14484
11/22/2010 15:40:05|343597384924|413
11/22/2010 15:40:05|343597384924|1671
11/22/2010 15:40:05|343597384924|3022
11/22/2010 15:40:05|343597384924|5102
11/22/2010 15:40:05|343597384924|5811
11/21/2010 23:49:05|343597384927|413
11/21/2010 23:49:05|343597384927|2858
11/21/2010 23:49:05|343597384927|3004
11/21/2010 23:49:05|343597384927|12143
10/22/2011 05:23:24|687194768610|1944
10/22/2011 05:23:24|687194768610|5122
10/21/2011 07:51:09|687194768613|1944
10/21/2011 07:51:09|687194768613|8655
11/22/2010 03:01:05|343597384936|413
11/22/2010 03:01:05|343597384936|1673
11/22/2010 03:01:05|343597384936|2787
11/22/2010 03:01:05|343597384936|7019
11/22/2010 03:01:05|343597384936|8271
11/22/2010 03:01:05|343597384936|9057
11/22/2010 03:01:05|343597384936|9190
11/22/2010 03:01:05|343597384936|11639
10/22/2011 08:30:54|687194768619|584
10/22/2011 08:30:54|687194768619|1944
10/22/2011 08:30:54|687194768619|9131
10/22/2011 08:30:54|687194768619|11651
10/22/2011 12:42:54|687194768622|1944
10/22/2011 12:42:54|687194768622|2853
10/22/2011 12:42:54|687194768622|9325
12/30/2010 14:31:04|343597384945|1933
12/30/2010 14:31:04|343597384945|1987
12/30/2010 14:31:04|343597384945|2853
12/30/2010 14:31:04|343597384945|5100
12/30/2010 14:31:04|343597384945|5101
12/30/2010 14:31:04|343597384945|9205
04/25/2010 08:11:15|68719478004|1689
04/25/2010 08:11:15|68719478004|6520
04/25/2010 08:11:15|68719478004|11022
11/22/2010 02:06:20|343597384951|413
11/22/2010 02:06:20|343597384951|3012
11/22/2010 02:06:20|343597384951|9319
11/22/2010 02:06:20|343597384951|14251
10/22/2011 16:43:39|687194768634|1944
10/22/2011 16:43:39|687194768634|11748
12/30/2010 07:06:19|343597384955|1933
12/30/2010 07:06:19|343597384955|2044
12/30/2010 07:06:19|343597384955|5151
12/30/2010 07:06:19|343597384955|6399
12/30/2010 07:06:19|343597384955|6949
12/30/2010 07:06:19|343597384955|6965
12/30/2010 07:06:19|343597384955|9511
12/30/2010 07:06:19|343597384955|13477
12/30/2010 12:21:19|343597384956|1933
12/30/2010 12:21:19|343597384956|2090
12/30/2010 12:21:19|343597384956|5060
12/30/2010 12:21:19|343597384956|5140
12/30/2010 12:21:19|343597384956|10082
09/12/2011 11:23:38|687194769030|1200
11/08/2010 06:53:41|343597385367|1200
12/02/2010 14:03:11|343597385384|1032
12/02/2010 14:03:11|343597385384|1937
12/02/2010 14:03:11|343597385384|8829
12/02/2010 14:03:11|343597385384|9343
12/02/2010 14:03:11|343597385384|13936
02/25/2010 12:39:51|1722|1934
02/25/2010 12:39:51|1722|2020
02/25/2010 12:39:51|1722|2056
02/25/2010 12:39:51|1722|7692
02/25/2010 12:39:51|1722|7899
02/25/2010 12:39:51|1722|8266
02/25/2010 12:39:51|1722|13181
02/25/2010 14:49:36|1740|1178
02/25/2010 14:49:36|1740|1934
02/25/2010 14:49:36|1740|2029
02/25/2010 14:49:36|1740|6370
12/01/2010 20:55:41|343597385438|1937
12/01/2010 20:55:41|343597385438|6563
12/01/2010 20:55:41|343597385438|12442
07/31/2010 05:23:31|206158432316|2
04/30/2012 23:46:04|893353199680|2
05/04/2012 20:24:05|893353199684|2
08/16/2010 11:24:14|206158432328|2
07/20/2011 14:52:40|618475292748|2
07/26/2010 23:00:30|206158432336|2
10/14/2012 02:56:51|1099511629908|2
02/28/2011 23:52:45|412316862552|2
05/02/2011 16:49:45|481036339292|2
05/02/2011 16:49:45|481036339292|2057
09/03/2011 15:58:46|618475292776|2
04/22/2011 16:00:22|481036339308|2
01/14/2012 11:48:46|824633722996|2
07/21/2010 00:24:28|206158432376|2
05/19/2010 09:59:36|137438955644|2
09/27/2012 04:37:47|1099511629952|2
06/29/2012 19:56:54|962072676484|2
09/05/2010 01:24:27|274877909128|2
09/14/2010 20:40:12|274877909132|1339
09/30/2010 14:08:31|274877909144|1602
09/30/2010 14:08:31|274877909144|2809
09/30/2010 14:08:31|274877909144|6940
09/30/2010 14:08:31|274877909144|7339
08/21/2011 10:19:51|618475293546|193
08/21/2011 10:19:51|618475293546|1410
08/21/2011 10:19:51|618475293546|2879
08/21/2011 10:19:51|618475293546|14846
06/15/2011 09:55:35|549755816813|2423
06/15/2011 09:55:35|549755816813|2787
06/15/2011 09:55:35|549755816813|2891
06/15/2011 09:55:35|549755816813|5090
06/15/2011 09:55:35|549755816813|7019
06/14/2011 21:45:05|549755816821|2423
06/14/2011 21:45:05|549755816821|9046
06/14/2011 21:45:05|549755816821|9176
06/14/2011 21:45:05|549755816821|11552
06/15/2011 11:27:05|549755816829|1669
06/15/2011 11:27:05|549755816829|1677
06/15/2011 11:27:05|549755816829|2423
06/15/2011 11:27:05|549755816829|2823
06/15/2011 11:27:05|549755816829|2998
06/15/2011 11:27:05|549755816829|6371
06/15/2011 11:27:05|549755816829|7146
06/15/2011 11:27:05|549755816829|9770
06/15/2011 21:31:35|549755816837|2423
06/15/2011 21:31:35|549755816837|2951
06/15/2011 21:31:35|549755816837|6385
06/15/2011 21:31:35|549755816837|7019
06/15/2011 21:31:35|549755816837|8199
06/15/2011 21:31:35|549755816837|9304
06/15/2011 00:58:35|549755816845|2012
06/15/2011 00:58:35|549755816845|2423
06/15/2011 00:58:35|549755816845|5593
06/15/2011 00:58:35|549755816845|6157
06/15/2011 00:58:35|549755816845|9078
06/15/2011 00:58:35|549755816845|15279
06/15/2011 05:38:20|549755816853|2423
06/15/2011 11:14:20|549755816861|142
06/15/2011 11:14:20|549755816861|2076
06/15/2011 11:14:20|549755816861|2423
06/15/2011 11:14:20|549755816861|2989
06/15/2011 11:14:20|549755816861|5131
06/15/2011 11:14:20|549755816861|7620
06/15/2011 11:14:20|549755816861|12737
06/15/2011 11:14:20|549755816861|13030
06/15/2011 02:05:20|549755816869|2423
06/15/2011 02:05:20|549755816869|2943
06/15/2011 02:05:20|549755816869|5687
06/15/2011 02:05:20|549755816869|6041
06/15/2011 02:05:20|549755816869|6365
06/15/2011 02:05:20|549755816869|6416
06/15/2011 06:45:05|549755816877|2423
06/15/2011 06:45:05|549755816877|5193
06/15/2011 06:45:05|549755816877|8502
06/15/2011 06:45:05|549755816877|9569
06/15/2011 06:45:05|549755816877|10410
06/15/2011 06:45:05|549755816877|10959
06/15/2011 06:45:05|549755816877|11401
06/15/2011 06:45:05|549755816877|12822
06/15/2011 06:45:05|549755816877|13464
06/15/2011 06:45:05|549755816877|13509
06/14/2011 16:52:35|549755816885|1995
06/14/2011 16:52:35|549755816885|2086
06/14/2011 16:52:35|549755816885|2095
06/14/2011 16:52:35|549755816885|2423
06/14/2011 16:52:35|549755816885|6838
06/14/2011 16:52:35|549755816885|13597
06/15/2011 03:23:20|549755816893|2423
06/15/2011 03:23:20|549755816893|3075
06/15/2011 03:23:20|549755816893|6389
06/15/2011 03:23:20|549755816893|11165
06/15/2011 03:23:20|549755816893|12410
06/14/2011 20:56:20|549755816901|1173
06/14/2011 20:56:20|549755816901|2423
06/14/2011 20:56:20|549755816901|5052
06/14/2011 20:56:20|549755816901|6378
06/14/2011 20:56:20|549755816901|9615
06/15/2011 02:19:35|549755816909|2423
06/15/2011 02:19:35|549755816909|2867
06/15/2011 02:19:35|549755816909|7177
06/15/2011 07:39:05|549755816917|2076
06/15/2011 07:39:05|549755816917|2423
06/15/2011 07:39:05|549755816917|2992
06/15/2011 07:39:05|549755816917|5442
06/15/2011 07:39:05|549755816917|7803
06/15/2011 07:39:05|549755816917|7982
06/15/2011 07:39:05|549755816917|12876
06/15/2011 01:27:05|549755816925|2423
06/15/2011 01:27:05|549755816925|5310
06/15/2011 01:27:05|549755816925|11987
06/15/2011 01:27:05|549755816925|12368
02/19/2012 17:09:56|824633723877|1021
06/24/2010 01:02:01|137438956538|1021
09/05/2012 22:37:33|1030792154127|1021
02/24/2011 16:41:12|412316863524|1021
02/24/2011 16:41:12|412316863524|6878
06/30/2010 06:18:59|137438956601|1021
06/30/2010 06:18:59|137438956601|3055
06/30/2010 06:18:59|137438956601|7330
06/07/2012 03:58:11|962072677731|566
06/07/2012 03:58:11|962072677731|776
06/07/2012 03:58:11|962072677731|1995
06/07/2012 03:58:11|962072677731|2056
12/21/2011 12:05:43|755914247530|566
12/21/2011 12:05:43|755914247530|591
12/21/2011 12:05:43|755914247530|2078
07/10/2010 05:04:07|206158433649|566
11/15/2012 20:30:38|1168231107960|566
11/15/2012 20:30:38|1168231107960|585
11/15/2012 20:30:38|1168231107960|1021
10/30/2010 06:42:32|274877910399|24
10/30/2010 06:42:32|274877910399|2950
10/30/2010 06:42:32|274877910399|6360
10/30/2010 06:42:32|274877910399|6538
10/30/2010 06:42:32|274877910399|7560
06/02/2010 19:25:53|137438956940|1525
06/02/2010 19:25:53|137438956940|11718
06/02/2010 19:25:53|137438956940|11744
10/30/2010 20:07:17|274877910425|24
10/30/2010 20:07:17|274877910425|60
10/30/2010 20:07:17|274877910425|1375
10/30/2010 20:07:17|274877910425|1930
10/30/2010 20:07:17|274877910425|2802
10/30/2010 20:07:17|274877910425|7018
10/30/2010 20:07:17|274877910425|7576
10/30/2010 20:07:17|274877910425|9037
10/30/2010 20:07:17|274877910425|12171
09/24/2010 21:19:10|274877910438|1518
04/21/2012 00:03:43|893353201070|1518
04/21/2012 00:03:43|893353201070|2014
02/17/2010 16:41:46|3518|1518
10/28/2012 08:52:09|1099511631302|1518
07/14/2012 14:37:34|1030792154574|1518
05/13/2010 20:01:47|137438957014|1518
06/27/2011 05:48:55|549755817438|1518
04/10/2012 04:26:05|893353201126|1518
08/27/2010 10:43:32|206158433774|244
08/27/2010 10:43:32|206158433774|5090
08/27/2010 10:43:32|206158433774|9301
08/27/2010 10:43:32|206158433774|9353
08/27/2010 10:43:32|206158433774|10578
08/27/2010 10:06:47|206158433792|244
08/27/2010 10:06:47|206158433792|449
08/27/2010 10:06:47|206158433792|1032
08/27/2010 10:06:47|206158433792|2835
08/27/2010 10:06:47|206158433792|3022
08/27/2010 10:06:47|206158433792|5153
08/27/2010 10:06:47|206158433792|5273
08/27/2010 10:06:47|206158433792|5885
