creationDate|PersonId|CityId
02/14/2010 09:44:01|1382|1046
02/01/2010 14:15:22|1403|702
02/18/2010 11:19:03|1412|231
01/10/2010 01:24:52|1420|885
01/20/2010 20:52:02|1425|342
01/28/2010 20:43:50|1428|930
02/07/2010 21:25:15|1435|902
01/22/2010 08:02:41|1443|1175
02/11/2010 03:52:17|1448|940
02/09/2010 09:59:32|1467|196
02/11/2010 21:38:46|1494|499
01/17/2010 10:03:52|1505|474
02/24/2010 18:37:28|1555|1194
01/13/2010 07:50:27|1582|1018
02/18/2010 10:30:33|1605|136
02/05/2010 20:52:50|1608|1074
02/08/2010 03:36:26|1628|709
02/22/2010 21:53:10|1640|179
01/31/2010 05:28:34|1646|211
01/19/2010 01:02:44|1649|1364
02/06/2010 20:50:18|1661|748
02/15/2010 10:25:53|1681|1058
01/13/2010 03:59:52|1682|532
03/24/2010 18:14:04|2199023255557|1014
04/18/2010 01:27:21|2199023255573|779
03/29/2010 07:12:03|2199023255590|747
03/11/2010 19:37:08|2199023255638|725
04/28/2010 04:16:08|2199023255641|280
03/17/2010 18:26:46|2199023255672|1248
03/19/2010 09:26:49|2199023255686|1259
04/30/2010 16:00:03|2199023255691|534
04/28/2010 03:05:54|2199023255694|184
04/11/2010 11:01:27|2199023255724|557
03/07/2010 09:03:55|2199023255737|724
04/27/2010 23:41:06|2199023255744|149
03/30/2010 11:54:07|2199023255767|1238
03/13/2010 05:17:24|2199023255778|946
03/25/2010 00:31:44|2199023255782|933
04/18/2010 15:20:55|2199023255783|764
04/01/2010 23:23:59|2199023255790|1410
03/16/2010 14:33:04|2199023255797|1300
03/26/2010 00:24:25|2199023255824|255
03/21/2010 19:34:14|2199023255827|311
04/11/2010 10:00:08|2199023255851|624
04/01/2010 13:23:52|2199023255862|745
04/08/2010 08:08:07|2199023255869|1262
03/21/2010 23:37:42|2199023255898|1331
04/17/2010 07:16:53|2199023255905|499
05/01/2010 23:52:56|2199023255937|172
04/20/2010 09:26:18|2199023255949|963
04/22/2010 16:55:39|2199023255978|805
04/28/2010 14:03:11|2199023255989|1314
03/28/2010 18:32:31|2199023255994|1298
03/15/2010 05:55:42|2199023256031|1050
03/21/2010 17:01:57|2199023256048|893
03/31/2010 21:51:21|2199023256055|1016
03/04/2010 12:59:14|2199023256083|599
03/12/2010 15:59:54|2199023256183|1366
03/25/2010 14:51:11|2199023256187|491
03/19/2010 22:00:30|2199023256198|276
04/05/2010 13:12:17|2199023256230|801
03/31/2010 23:42:56|2199023256287|524
04/05/2010 19:32:44|2199023256293|486
04/30/2010 07:21:46|2199023256294|1032
04/22/2010 15:40:25|2199023256302|523
04/03/2010 04:52:48|2199023256303|398
04/07/2010 05:26:31|2199023256304|1009
04/25/2010 15:49:34|2199023256313|115
03/15/2010 21:11:08|2199023256317|334
03/20/2010 14:44:29|2199023256361|604
04/03/2010 12:37:15|2199023256363|805
04/16/2010 13:44:31|2199023256377|936
03/31/2010 23:44:35|2199023256383|198
04/02/2010 10:46:27|2199023256425|520
03/10/2010 12:13:02|2199023256440|255
04/15/2010 16:34:53|2199023256446|1417
04/03/2010 00:08:45|2199023256458|1197
04/19/2010 22:50:49|2199023256472|978
04/19/2010 07:30:16|2199023256479|226
03/18/2010 07:21:22|2199023256503|1325
03/21/2010 04:33:08|2199023256515|1081
03/04/2010 15:00:34|2199023256532|794
04/02/2010 05:48:47|2199023256554|119
03/11/2010 07:34:38|2199023256557|899
05/02/2010 11:15:54|2199023256562|372
03/29/2010 20:53:22|2199023256567|294
03/30/2010 11:07:03|2199023256573|938
04/11/2010 13:00:23|2199023256576|274
04/09/2010 17:10:30|2199023256599|890
03/13/2010 05:20:36|2199023256608|421
04/06/2010 02:27:53|2199023256616|467
04/03/2010 00:42:39|2199023256657|1342
04/08/2010 04:15:35|2199023256666|182
03/21/2010 20:09:23|2199023256697|161
04/14/2010 16:11:36|2199023256720|464
03/16/2010 17:45:16|2199023256738|1094
03/27/2010 18:21:51|2199023256752|1308
04/13/2010 03:35:22|2199023256791|955
04/27/2010 04:53:03|2199023256810|414
04/15/2010 06:45:16|2199023256818|126
05/02/2010 22:41:54|2199023256835|286
04/12/2010 04:32:46|2199023256858|451
03/21/2010 16:23:30|2199023256868|1415
03/06/2010 20:38:41|2199023256889|593
03/09/2010 00:54:20|2199023256904|225
04/06/2010 02:23:38|2199023256905|833
03/27/2010 07:55:56|2199023256914|186
05/03/2010 00:47:06|2199023256946|353
04/04/2010 11:51:19|2199023256965|952
04/28/2010 19:49:17|2199023256978|426
04/30/2010 12:20:54|2199023256981|572
04/04/2010 13:29:17|2199023256990|178
05/03/2010 02:34:44|2199023256999|894
04/17/2010 12:23:48|2199023257001|306
03/20/2010 12:17:17|2199023257003|410
04/30/2010 21:22:52|2199023257005|491
03/19/2010 12:39:12|2199023257024|294
03/25/2010 16:21:36|2199023257093|790
03/22/2010 00:04:22|2199023257100|726
03/11/2010 09:41:54|2199023257110|1004
04/27/2010 14:43:04|2199023257136|117
03/22/2010 01:23:46|2199023257140|155
03/24/2010 23:20:15|2199023257149|761
04/12/2010 05:32:46|2199023257181|184
03/06/2010 08:10:33|2199023257197|482
03/07/2010 12:29:26|2199023257212|1162
03/31/2010 11:44:45|2199023257247|766
06/17/2010 07:12:54|4398046511147|148
05/23/2010 10:03:28|4398046511151|1356
06/05/2010 09:51:36|4398046511152|1249
06/13/2010 23:01:21|4398046511158|131
05/08/2010 15:53:44|4398046511168|1061
05/10/2010 08:03:59|4398046511169|1203
05/30/2010 03:58:20|4398046511172|791
06/22/2010 02:02:36|4398046511176|1295
05/29/2010 23:42:58|4398046511181|605
06/06/2010 11:51:48|4398046511219|445
06/08/2010 04:06:31|4398046511230|1217
06/14/2010 14:09:58|4398046511247|1142
06/09/2010 19:11:38|4398046511255|957
05/12/2010 06:09:35|4398046511273|190
05/23/2010 20:26:46|4398046511290|1005
05/22/2010 18:03:59|4398046511302|829
07/02/2010 15:06:54|4398046511304|300
05/07/2010 07:17:33|4398046511348|1429
06/03/2010 21:55:46|4398046511357|607
05/25/2010 11:03:09|4398046511377|961
05/30/2010 15:27:59|4398046511407|1037
05/04/2010 23:46:39|4398046511440|238
05/15/2010 11:40:42|4398046511453|1041
05/20/2010 01:52:44|4398046511458|986
06/29/2010 05:46:25|4398046511484|1413
05/13/2010 08:33:29|4398046511549|1160
05/19/2010 08:21:33|4398046511568|1268
05/04/2010 09:32:39|4398046511577|1324
05/11/2010 01:53:17|4398046511591|614
06/10/2010 07:34:29|4398046511595|586
06/29/2010 16:05:47|4398046511602|128
05/13/2010 19:20:49|4398046511608|223
05/08/2010 09:37:09|4398046511613|1054
05/09/2010 20:28:39|4398046511652|1331
05/25/2010 15:15:56|4398046511661|288
06/17/2010 08:49:50|4398046511689|427
06/07/2010 08:06:36|4398046511727|210
05/11/2010 16:13:31|4398046511748|831
05/04/2010 05:26:22|4398046511802|856
06/16/2010 14:26:12|4398046511851|174
06/24/2010 07:54:27|4398046511867|1015
05/12/2010 12:36:59|4398046511870|441
06/28/2010 11:14:01|4398046511908|909
05/19/2010 13:16:43|4398046511926|1312
06/01/2010 14:41:55|4398046511930|570
05/26/2010 11:05:36|4398046511934|267
07/03/2010 21:17:56|4398046511938|636
06/18/2010 19:37:27|4398046511989|598
06/19/2010 09:33:22|4398046511997|487
05/27/2010 14:50:45|4398046512008|268
06/10/2010 09:14:58|4398046512012|1381
06/09/2010 16:59:48|4398046512057|1248
05/18/2010 09:54:44|4398046512103|1125
06/22/2010 13:25:00|4398046512107|1216
05/11/2010 00:33:50|4398046512126|425
05/09/2010 18:51:40|4398046512138|746
05/12/2010 11:38:40|4398046512139|771
05/18/2010 23:57:45|4398046512158|1287
06/16/2010 20:53:47|4398046512162|956
06/05/2010 23:50:42|4398046512163|999
05/16/2010 02:25:25|4398046512175|1309
05/09/2010 00:06:56|4398046512189|194
05/06/2010 02:18:16|4398046512195|1015
05/13/2010 07:38:58|4398046512197|943
05/15/2010 11:48:18|4398046512233|519
05/13/2010 00:09:46|4398046512238|1301
05/18/2010 04:02:37|4398046512247|588
06/25/2010 17:18:43|4398046512254|715
05/04/2010 13:09:48|4398046512269|698
06/29/2010 20:01:29|4398046512273|939
06/13/2010 22:28:57|4398046512286|285
06/04/2010 14:56:55|4398046512291|1359
05/26/2010 05:20:18|4398046512328|236
06/24/2010 06:51:20|4398046512336|879
05/07/2010 04:28:06|4398046512338|146
05/23/2010 02:53:31|4398046512342|1160
06/29/2010 06:39:04|4398046512345|496
05/03/2010 20:36:03|4398046512349|1194
06/29/2010 11:46:59|4398046512351|469
05/06/2010 11:10:31|4398046512359|635
06/08/2010 04:50:44|4398046512360|495
05/13/2010 12:52:10|4398046512371|628
06/07/2010 06:10:47|4398046512388|1391
05/16/2010 09:01:47|4398046512392|1390
06/28/2010 23:28:38|4398046512405|1178
05/14/2010 05:10:26|4398046512406|1040
06/01/2010 07:16:46|4398046512422|1312
06/13/2010 19:18:02|4398046512445|781
05/05/2010 10:16:53|4398046512447|905
05/17/2010 18:51:33|4398046512479|742
06/25/2010 00:50:34|4398046512495|1035
06/24/2010 12:49:24|4398046512502|471
06/06/2010 02:58:42|4398046512570|118
05/12/2010 17:41:47|4398046512582|421
05/27/2010 20:39:35|4398046512585|680
05/24/2010 01:52:53|4398046512621|1047
06/23/2010 03:28:44|4398046512623|266
06/01/2010 16:00:22|4398046512629|793
06/08/2010 18:25:58|4398046512642|260
06/19/2010 22:32:33|4398046512651|692
06/22/2010 11:28:46|4398046512669|1192
05/20/2010 13:58:28|4398046512677|528
05/31/2010 18:50:44|4398046512700|507
05/07/2010 18:05:43|4398046512769|818
05/13/2010 12:10:37|4398046512770|765
05/08/2010 10:55:24|4398046512778|1364
06/19/2010 13:59:26|4398046512803|710
08/12/2010 11:46:56|6597069766697|185
07/20/2010 10:17:42|6597069766709|764
07/19/2010 16:04:54|6597069766712|1086
08/11/2010 07:19:59|6597069766713|698
08/08/2010 13:58:06|6597069766725|695
08/22/2010 10:03:31|6597069766769|161
07/17/2010 06:50:16|6597069766789|1181
07/31/2010 23:29:14|6597069766793|1050
07/21/2010 01:12:13|6597069766802|1207
07/13/2010 10:53:14|6597069766819|1100
08/24/2010 09:41:38|6597069766835|426
08/22/2010 05:33:04|6597069766839|708
07/06/2010 04:38:52|6597069766853|1401
07/21/2010 07:57:23|6597069766869|567
08/05/2010 04:05:09|6597069766895|1433
08/26/2010 03:17:57|6597069766925|640
07/14/2010 01:09:39|6597069766942|769
07/22/2010 17:25:44|6597069766967|1133
08/10/2010 10:23:27|6597069766972|913
07/10/2010 14:17:25|6597069766982|1064
07/10/2010 03:03:22|6597069766995|964
07/26/2010 06:03:13|6597069767006|1262
07/27/2010 13:40:07|6597069767011|1195
08/26/2010 15:44:58|6597069767044|228
07/21/2010 00:17:59|6597069767047|621
08/31/2010 14:33:11|6597069767080|159
07/14/2010 16:52:35|6597069767085|851
08/16/2010 09:03:32|6597069767115|1239
07/08/2010 20:50:06|6597069767176|1250
07/04/2010 10:47:07|6597069767179|1164
07/21/2010 07:57:31|6597069767182|469
08/04/2010 05:43:19|6597069767205|940
08/01/2010 12:49:11|6597069767216|1394
07/29/2010 12:53:18|6597069767221|568
08/10/2010 04:07:53|6597069767262|1168
08/14/2010 03:02:54|6597069767327|1003
07/21/2010 05:50:16|6597069767337|1073
07/18/2010 00:55:17|6597069767351|192
08/06/2010 06:19:27|6597069767362|263
08/03/2010 05:08:54|6597069767372|541
08/30/2010 20:12:04|6597069767381|550
08/14/2010 22:17:56|6597069767390|418
07/25/2010 10:59:00|6597069767411|342
08/24/2010 17:39:39|6597069767418|269
07/27/2010 15:24:17|6597069767446|1097
08/16/2010 11:50:46|6597069767449|1313
07/28/2010 16:07:13|6597069767462|1227
07/31/2010 21:52:20|6597069767468|1306
08/01/2010 01:38:40|6597069767484|591
07/29/2010 06:21:05|6597069767539|451
07/27/2010 22:50:02|6597069767561|238
07/21/2010 03:38:48|6597069767597|659
08/17/2010 04:52:33|6597069767598|796
08/29/2010 17:11:10|6597069767615|1334
08/23/2010 19:29:34|6597069767638|975
07/28/2010 01:50:13|6597069767653|331
08/16/2010 12:09:41|6597069767674|208
08/25/2010 23:50:06|6597069767675|424
08/01/2010 09:57:33|6597069767700|730
07/22/2010 09:20:35|6597069767706|510
07/12/2010 18:44:21|6597069767713|1432
08/18/2010 19:20:17|6597069767722|696
08/23/2010 01:21:27|6597069767723|689
08/19/2010 13:32:35|6597069767744|930
07/28/2010 06:20:41|6597069767767|765
08/26/2010 17:34:13|6597069767781|952
07/04/2010 18:30:24|6597069767811|502
07/08/2010 09:58:51|6597069767816|927
09/01/2010 06:23:40|6597069767834|278
07/06/2010 22:57:34|6597069767839|1242
07/12/2010 04:14:44|6597069767849|844
08/26/2010 14:11:43|6597069767969|820
07/27/2010 15:23:03|6597069767970|669
08/15/2010 19:40:38|6597069767971|1226
08/12/2010 15:22:41|6597069767996|588
07/21/2010 12:46:50|6597069768004|721
07/04/2010 04:58:39|6597069768040|1201
08/31/2010 13:36:05|6597069768067|591
07/04/2010 07:08:02|6597069768129|732
07/24/2010 08:22:44|6597069768144|266
08/01/2010 09:11:47|6597069768148|1068
08/06/2010 22:04:49|6597069768167|1095
07/26/2010 01:32:19|6597069768193|1422
08/28/2010 16:55:33|6597069768234|191
08/13/2010 08:51:04|6597069768249|1131
08/21/2010 17:08:25|6597069768281|968
08/31/2010 14:23:32|6597069768323|1318
08/22/2010 23:43:15|6597069768352|354
10/28/2010 05:49:29|8796093022238|1369
09/17/2010 13:53:30|8796093022260|678
10/25/2010 02:26:51|8796093022282|235
09/22/2010 11:49:26|8796093022283|771
10/09/2010 04:45:29|8796093022302|135
09/29/2010 20:39:56|8796093022362|1314
09/29/2010 18:11:09|8796093022402|1204
09/25/2010 10:40:15|8796093022442|535
09/08/2010 23:45:32|8796093022449|606
11/01/2010 09:06:49|8796093022491|521
10/06/2010 18:20:22|8796093022501|865
10/08/2010 04:36:04|8796093022532|1039
10/07/2010 21:40:59|8796093022572|1326
10/17/2010 00:49:04|8796093022579|119
09/25/2010 13:26:44|8796093022582|570
10/04/2010 20:02:10|8796093022589|268
10/10/2010 12:29:18|8796093022606|968
10/04/2010 17:18:54|8796093022619|537
10/02/2010 21:27:56|8796093022629|1430
09/25/2010 11:04:27|8796093022680|240
09/20/2010 18:17:36|8796093022685|713
10/22/2010 04:48:03|8796093022697|1189
09/09/2010 06:56:56|8796093022715|968
10/30/2010 02:38:15|8796093022726|1084
10/18/2010 18:37:02|8796093022736|716
09/28/2010 21:01:41|8796093022784|992
10/14/2010 08:42:50|8796093022823|405
09/10/2010 10:24:14|8796093022865|591
09/14/2010 19:35:36|8796093022884|720
10/21/2010 13:46:44|8796093022904|112
09/03/2010 15:01:00|8796093022910|751
10/03/2010 09:15:45|8796093022915|395
10/09/2010 01:23:29|8796093022932|192
10/25/2010 12:05:27|8796093022945|216
09/09/2010 17:28:46|8796093022948|651
09/28/2010 09:38:13|8796093022967|1011
10/15/2010 05:22:44|8796093022968|643
10/11/2010 14:27:23|8796093022976|1011
09/23/2010 06:07:38|8796093022986|1095
10/13/2010 17:24:11|8796093022996|923
10/24/2010 11:46:10|8796093023070|1006
10/09/2010 06:29:20|8796093023077|647
09/08/2010 21:20:39|8796093023085|888
10/19/2010 08:07:29|8796093023087|388
09/23/2010 18:01:32|8796093023099|1383
10/19/2010 23:00:29|8796093023100|267
10/07/2010 11:53:23|8796093023117|597
09/04/2010 16:56:53|8796093023143|1377
09/14/2010 22:25:10|8796093023144|1203
10/24/2010 02:09:46|8796093023183|956
09/28/2010 17:47:30|8796093023194|941
09/29/2010 01:53:10|8796093023209|948
10/11/2010 07:42:27|8796093023282|501
10/22/2010 16:18:22|8796093023288|1014
09/06/2010 15:56:07|8796093023289|686
10/04/2010 10:36:31|8796093023290|1407
09/11/2010 03:44:09|8796093023321|716
09/19/2010 20:56:27|8796093023330|696
09/12/2010 21:30:35|8796093023364|1028
10/01/2010 10:23:20|8796093023371|1014
10/13/2010 19:28:02|8796093023387|611
09/08/2010 20:50:05|8796093023402|637
10/25/2010 14:11:27|8796093023425|478
09/10/2010 07:32:55|8796093023477|133
09/25/2010 04:52:34|8796093023500|985
10/05/2010 20:26:51|8796093023518|692
09/30/2010 08:19:08|8796093023536|488
10/12/2010 01:40:55|8796093023537|1393
09/09/2010 17:35:55|8796093023573|1041
09/11/2010 13:19:49|8796093023613|1331
09/27/2010 09:50:03|8796093023614|830
10/03/2010 15:49:11|8796093023616|969
10/16/2010 07:19:36|8796093023625|961
10/13/2010 13:08:20|8796093023653|1153
09/15/2010 17:08:54|8796093023658|401
10/09/2010 06:38:24|8796093023715|172
10/10/2010 13:52:59|8796093023740|582
09/15/2010 05:36:53|8796093023758|1140
10/04/2010 21:41:25|8796093023782|1147
09/21/2010 13:17:15|8796093023802|1014
09/06/2010 13:08:10|8796093023809|1413
09/08/2010 16:32:38|8796093023824|767
11/03/2010 05:35:52|8796093023835|1055
10/07/2010 00:36:12|8796093023851|1141
10/19/2010 00:37:10|8796093023864|1397
09/05/2010 13:59:38|8796093023876|1266
10/27/2010 11:49:33|8796093023891|590
10/17/2010 01:14:03|8796093023892|211
10/23/2010 03:57:57|8796093023895|862
09/22/2010 01:36:46|8796093023896|1386
11/13/2010 15:50:09|10995116277761|1147
12/24/2010 05:25:34|10995116277782|699
11/21/2010 16:16:26|10995116277783|877
11/13/2010 01:22:27|10995116277805|1264
01/01/2011 05:30:08|10995116277819|227
12/22/2010 06:54:53|10995116277851|126
11/09/2010 18:23:53|10995116277889|447
11/22/2010 00:50:41|10995116277892|1122
12/13/2010 08:59:37|10995116277916|1416
12/06/2010 10:22:58|10995116277934|1327
12/31/2010 09:26:24|10995116278006|1020
12/21/2010 00:27:55|10995116278031|618
12/06/2010 21:51:47|10995116278066|426
11/30/2010 13:37:07|10995116278083|1205
12/09/2010 05:20:50|10995116278091|1107
11/09/2010 18:27:17|10995116278104|867
11/14/2010 09:57:19|10995116278132|1222
12/27/2010 01:39:10|10995116278182|677
12/12/2010 11:45:12|10995116278196|1304
12/18/2010 04:30:29|10995116278204|333
12/09/2010 03:23:07|10995116278230|544
12/24/2010 18:17:53|10995116278235|857
11/14/2010 06:15:31|10995116278262|1055
12/28/2010 12:58:21|10995116278271|328
12/12/2010 00:54:32|10995116278274|1395
12/27/2010 07:56:38|10995116278275|767
12/06/2010 00:04:13|10995116278314|1327
12/19/2010 13:28:36|10995116278322|1004
12/01/2010 00:12:38|10995116278326|1444
12/24/2010 20:50:56|10995116278328|547
12/04/2010 23:56:23|10995116278352|1393
11/21/2010 06:20:11|10995116278358|927
11/16/2010 00:20:53|10995116278390|559
11/06/2010 07:50:28|10995116278397|652
11/12/2010 19:30:21|10995116278400|972
11/04/2010 21:15:41|10995116278408|679
12/09/2010 21:17:38|10995116278421|1316
11/16/2010 15:32:42|10995116278434|1379
12/09/2010 22:34:07|10995116278447|252
11/20/2010 00:59:00|10995116278449|876
12/27/2010 01:30:25|10995116278482|229
12/15/2010 08:19:19|10995116278498|916
11/25/2010 01:38:13|10995116278524|564
12/01/2010 14:48:36|10995116278554|410
11/16/2010 04:55:15|10995116278578|483
11/20/2010 11:44:21|10995116278599|824
11/16/2010 16:05:30|10995116278610|205
01/01/2011 17:45:14|10995116278611|130
12/31/2010 04:35:59|10995116278624|1413
11/19/2010 00:29:39|10995116278634|1425
12/27/2010 19:16:42|10995116278656|913
12/28/2010 03:30:09|10995116278691|504
11/30/2010 15:31:52|10995116278710|1328
11/19/2010 10:20:25|10995116278727|824
11/24/2010 16:33:39|10995116278729|929
01/02/2011 00:02:15|10995116278753|413
11/22/2010 21:01:26|10995116278767|543
12/19/2010 12:24:48|10995116278774|635
12/22/2010 03:14:04|10995116278785|1414
12/19/2010 12:44:04|10995116278803|631
12/05/2010 15:34:18|10995116278836|872
12/30/2010 23:57:05|10995116278859|1093
12/06/2010 01:10:19|10995116278912|846
11/17/2010 06:42:45|10995116278952|1182
01/02/2011 07:29:07|10995116278970|357
12/07/2010 04:56:39|10995116278995|855
11/28/2010 09:15:13|10995116278996|477
12/31/2010 20:41:17|10995116279002|1363
11/04/2010 00:45:34|10995116279024|111
12/27/2010 18:32:15|10995116279035|1423
11/13/2010 05:13:19|10995116279037|363
12/14/2010 03:43:50|10995116279045|188
12/27/2010 04:22:14|10995116279084|296
11/28/2010 13:57:16|10995116279093|949
12/09/2010 11:41:21|10995116279130|494
12/03/2010 06:35:41|10995116279153|668
11/08/2010 20:59:40|10995116279162|1310
12/13/2010 01:59:51|10995116279182|1260
11/07/2010 23:24:00|10995116279197|611
12/04/2010 14:00:14|10995116279201|1282
12/16/2010 07:18:26|10995116279215|1062
11/24/2010 22:23:41|10995116279261|1134
12/11/2010 19:24:19|10995116279270|238
12/20/2010 07:28:30|10995116279272|712
12/01/2010 16:49:24|10995116279273|944
11/30/2010 10:30:13|10995116279335|1191
11/26/2010 16:54:43|10995116279339|806
12/23/2010 03:42:44|10995116279358|157
12/28/2010 22:19:17|10995116279363|311
12/29/2010 08:46:47|10995116279364|1421
11/26/2010 13:17:34|10995116279375|684
12/03/2010 09:00:10|10995116279452|1158
02/28/2011 08:13:29|13194139533343|605
01/19/2011 01:26:05|13194139533367|1075
03/02/2011 17:04:21|13194139533372|634
03/03/2011 08:19:36|13194139533439|681
02/27/2011 10:00:17|13194139533448|847
02/22/2011 11:03:00|13194139533457|906
03/04/2011 22:28:31|13194139533467|1321
02/22/2011 08:37:02|13194139533474|965
01/20/2011 00:50:11|13194139533488|1177
03/03/2011 18:30:13|13194139533496|945
02/25/2011 05:17:41|13194139533501|484
01/26/2011 13:21:31|13194139533520|1438
01/20/2011 00:02:57|13194139533545|1385
01/04/2011 17:14:30|13194139533548|971
01/15/2011 11:02:06|13194139533562|273
02/21/2011 06:25:09|13194139533577|1385
01/26/2011 11:57:02|13194139533620|605
01/27/2011 08:09:38|13194139533641|1381
02/22/2011 13:46:39|13194139533645|1145
03/04/2011 14:38:15|13194139533646|922
01/30/2011 02:46:04|13194139533664|178
01/16/2011 17:04:35|13194139533675|1101
01/28/2011 17:06:37|13194139533712|1147
01/16/2011 03:21:25|13194139533714|276
02/25/2011 21:50:40|13194139533721|167
02/03/2011 06:00:52|13194139533727|811
02/13/2011 15:39:45|13194139533732|391
01/12/2011 14:54:31|13194139533740|801
01/11/2011 15:00:38|13194139533743|1258
01/24/2011 12:42:59|13194139533753|403
03/05/2011 18:09:10|13194139533758|1194
01/13/2011 07:45:18|13194139533818|939
02/04/2011 05:25:08|13194139533820|1440
03/02/2011 04:35:11|13194139533839|977
01/07/2011 08:28:18|13194139533901|541
01/25/2011 15:38:23|13194139533919|324
02/11/2011 18:03:25|13194139533931|595
03/01/2011 03:22:56|13194139533940|669
03/01/2011 03:44:55|13194139533965|1017
03/05/2011 19:13:17|13194139533966|984
01/20/2011 09:14:45|13194139534003|264
01/17/2011 04:04:19|13194139534026|257
01/24/2011 01:09:31|13194139534051|782
02/22/2011 17:25:11|13194139534060|1033
02/08/2011 03:30:35|13194139534129|1396
02/09/2011 02:29:39|13194139534169|773
01/30/2011 01:19:47|13194139534173|1122
03/06/2011 09:03:02|13194139534212|986
02/07/2011 13:48:11|13194139534219|1050
02/14/2011 09:51:28|13194139534223|276
02/15/2011 19:41:04|13194139534224|1011
02/28/2011 21:33:07|13194139534228|788
02/18/2011 18:34:29|13194139534238|436
01/27/2011 06:26:19|13194139534261|947
03/05/2011 08:05:57|13194139534284|840
01/20/2011 11:22:24|13194139534338|919
01/05/2011 18:10:03|13194139534340|1080
03/04/2011 11:03:22|13194139534412|759
01/20/2011 04:49:44|13194139534424|711
01/25/2011 05:35:43|13194139534431|475
02/23/2011 05:54:54|13194139534432|667
02/07/2011 11:45:11|13194139534447|772
02/22/2011 22:44:39|13194139534454|187
01/20/2011 02:30:46|13194139534456|724
03/02/2011 23:22:59|13194139534460|1076
01/31/2011 17:21:02|13194139534474|642
01/19/2011 21:10:52|13194139534507|1071
02/10/2011 19:56:34|13194139534509|919
01/13/2011 07:57:53|13194139534524|1069
02/06/2011 11:39:45|13194139534533|262
01/20/2011 17:57:05|13194139534574|1055
02/27/2011 23:55:36|13194139534588|1029
02/09/2011 13:52:30|13194139534592|708
01/09/2011 23:16:24|13194139534610|787
01/15/2011 03:26:33|13194139534651|1383
02/04/2011 14:53:17|13194139534658|835
01/15/2011 02:57:12|13194139534659|661
01/15/2011 07:57:05|13194139534663|1425
01/05/2011 16:55:47|13194139534671|1367
02/05/2011 13:50:28|13194139534699|1307
02/24/2011 15:37:27|13194139534730|1051
01/26/2011 22:00:03|13194139534777|493
02/13/2011 18:20:10|13194139534789|1204
01/13/2011 02:34:44|13194139534792|633
02/22/2011 06:18:32|13194139534868|1158
01/10/2011 15:49:47|13194139534869|411
02/26/2011 14:08:32|13194139534879|991
02/24/2011 13:26:13|13194139534898|567
02/27/2011 19:19:25|13194139534923|888
01/15/2011 12:47:02|13194139534926|687
01/05/2011 03:35:19|13194139534936|1280
01/10/2011 04:36:12|13194139534942|150
