creationDate|PersonId|CompanyId|workFrom
2010-03-21T23:37:42|2199023255898|1144|2009
2010-03-21T23:37:42|2199023255898|1146|2008
2010-04-20T09:26:18|2199023255949|7|2005
2010-04-20T09:26:18|2199023255949|8|2006
2010-04-20T09:26:18|2199023255949|9|2005
2010-04-20T09:26:18|2199023255949|1129|2006
2010-04-20T09:26:18|2199023255949|10|2006
2010-04-22T16:55:39|2199023255978|966|2008
2010-04-28T14:03:11|2199023255989|1018|2004
2010-04-28T14:03:11|2199023255989|1021|2009
2010-03-28T18:32:31|2199023255994|1001|2007
2010-03-15T05:55:42|2199023256031|256|2010
2010-03-15T05:55:42|2199023256031|259|2009
2010-03-15T05:55:42|2199023256031|253|2009
2010-03-31T21:51:21|2199023256055|1281|2002
2010-03-31T21:51:21|2199023256055|342|2003
2010-03-31T21:51:21|2199023256055|280|2003
2010-03-31T21:51:21|2199023256055|1117|2003
2010-03-04T12:59:14|2199023256083|478|2007
2010-03-12T15:59:54|2199023256183|266|2005
2010-03-12T15:59:54|2199023256183|1245|2005
2010-03-25T14:51:11|2199023256187|928|2004
2010-03-25T14:51:11|2199023256187|911|2004
2010-04-05T13:12:17|2199023256230|960|2006
2010-04-05T13:12:17|2199023256230|949|2007
2010-04-05T13:12:17|2199023256230|774|2008
2010-04-05T13:12:17|2199023256230|968|2007
2010-04-05T13:12:17|2199023256230|957|2007
2010-03-31T23:42:56|2199023256287|688|2009
2010-03-31T23:42:56|2199023256287|689|2010
2010-04-05T19:32:44|2199023256293|920|2003
2010-04-30T07:21:46|2199023256294|198|2009
2010-04-22T15:40:25|2199023256302|614|2009
2010-04-03T04:52:48|2199023256303|930|2008
2010-04-03T04:52:48|2199023256303|915|2007
2010-04-03T04:52:48|2199023256303|935|2007
2010-04-03T04:52:48|2199023256303|926|2007
2010-04-03T04:52:48|2199023256303|927|2008
2010-04-07T05:26:31|2199023256304|117|2001
2010-04-07T05:26:31|2199023256304|110|2002
2010-04-07T05:26:31|2199023256304|111|2003
2010-04-25T15:49:34|2199023256313|548|2003
2010-04-25T15:49:34|2199023256313|549|2003
2010-04-25T15:49:34|2199023256313|550|2002
2010-04-25T15:49:34|2199023256313|541|2004
2010-03-15T21:11:08|2199023256317|913|2000
2010-03-15T21:11:08|2199023256317|935|2002
2010-03-15T21:11:08|2199023256317|920|2000
2010-03-20T14:44:29|2199023256361|480|2012
2010-03-20T14:44:29|2199023256361|483|2011
2010-03-20T14:44:29|2199023256361|455|2011
2010-03-20T14:44:29|2199023256361|488|2005
2010-03-20T14:44:29|2199023256361|585|2007
2010-04-03T12:37:15|2199023256363|955|2003
2010-04-03T12:37:15|2199023256363|956|2011
2010-04-16T13:44:31|2199023256377|594|2007
2010-04-16T13:44:31|2199023256377|1557|2007
2010-04-16T13:44:31|2199023256377|1558|2009
2010-03-31T23:44:35|2199023256383|546|2008
2010-03-31T23:44:35|2199023256383|549|2008
2010-03-31T23:44:35|2199023256383|539|2008
2010-04-02T10:46:27|2199023256425|401|2005
2010-04-02T10:46:27|2199023256425|402|2006
2010-04-02T10:46:27|2199023256425|409|2006
2010-03-10T12:13:02|2199023256440|552|2002
2010-03-10T12:13:02|2199023256440|553|2002
2010-03-10T12:13:02|2199023256440|541|2002
2010-04-15T16:34:53|2199023256446|1366|2008
2010-04-15T16:34:53|2199023256446|1368|2007
2010-04-15T16:34:53|2199023256446|1370|2007
2010-04-15T16:34:53|2199023256446|1371|2008
2010-04-15T16:34:53|2199023256446|1357|2008
2010-04-03T00:08:45|2199023256458|758|2002
2010-04-19T22:50:49|2199023256472|1266|2003
2010-04-19T22:50:49|2199023256472|23|2004
2010-04-19T22:50:49|2199023256472|24|2003
2010-04-19T22:50:49|2199023256472|31|2004
2010-04-19T07:30:16|2199023256479|540|2004
2010-04-19T07:30:16|2199023256479|541|2004
2010-04-19T07:30:16|2199023256479|542|2004
2010-03-04T15:00:34|2199023256532|961|2009
2010-03-04T15:00:34|2199023256532|953|2011
2010-03-04T15:00:34|2199023256532|954|2010
2010-03-04T15:00:34|2199023256532|958|2011
2010-03-11T07:34:38|2199023256557|1442|2001
2010-03-11T07:34:38|2199023256557|1529|2001
2010-03-11T07:34:38|2199023256557|1482|2000
2010-05-02T11:15:54|2199023256562|917|2007
2010-05-02T11:15:54|2199023256562|907|2009
2010-03-29T20:53:22|2199023256567|551|2008
2010-03-29T20:53:22|2199023256567|552|2006
2010-03-29T20:53:22|2199023256567|541|2011
2010-03-29T20:53:22|2199023256567|543|2008
2010-03-30T11:07:03|2199023256573|1557|2003
2010-03-30T11:07:03|2199023256573|1561|2003
2010-04-11T13:00:23|2199023256576|548|2011
2010-04-11T13:00:23|2199023256576|540|2011
2010-04-09T17:10:30|2199023256599|1459|2002
2010-04-09T17:10:30|2199023256599|1483|2002
2010-04-09T17:10:30|2199023256599|1503|2002
2010-03-13T05:20:36|2199023256608|935|2003
2010-03-13T05:20:36|2199023256608|921|2003
2010-03-13T05:20:36|2199023256608|910|2003
2010-04-06T02:27:53|2199023256616|937|2009
2010-04-03T00:42:39|2199023256657|1175|2009
2010-04-03T00:42:39|2199023256657|1179|2010
2010-04-08T04:15:35|2199023256666|546|2005
2010-04-08T04:15:35|2199023256666|549|2005
2010-04-08T04:15:35|2199023256666|551|2003
2010-03-16T17:45:16|2199023256738|325|2009
2010-03-16T17:45:16|2199023256738|326|2012
2010-03-16T17:45:16|2199023256738|328|2006
2010-03-16T17:45:16|2199023256738|316|2009
2010-03-27T18:21:51|2199023256752|1015|2008
2010-03-27T18:21:51|2199023256752|1018|2009
2010-03-27T18:21:51|2199023256752|1021|2008
2010-04-13T03:35:22|2199023256791|0|2000
2010-04-13T03:35:22|2199023256791|5|2001
2010-04-13T03:35:22|2199023256791|6|2001
2010-04-13T03:35:22|2199023256791|619|2001
2010-04-27T04:53:03|2199023256810|920|2005
2010-04-15T06:45:16|2199023256818|545|2010
2010-04-15T06:45:16|2199023256818|546|2008
2010-04-15T06:45:16|2199023256818|551|2010
2010-04-15T06:45:16|2199023256818|539|2008
2010-05-02T22:41:54|2199023256835|544|2005
2010-05-02T22:41:54|2199023256835|545|2004
2010-05-02T22:41:54|2199023256835|538|2004
2010-03-21T16:23:30|2199023256868|1363|2011
2010-03-06T20:38:41|2199023256889|175|2009
2010-03-09T00:54:20|2199023256904|547|2002
2010-03-09T00:54:20|2199023256904|549|2001
2010-03-09T00:54:20|2199023256904|552|2002
2010-03-09T00:54:20|2199023256904|553|2002
2010-04-06T02:23:38|2199023256905|1090|2004
2010-04-06T02:23:38|2199023256905|1095|2004
2010-04-06T02:23:38|2199023256905|1023|2004
2010-03-27T07:55:56|2199023256914|544|2009
2010-03-27T07:55:56|2199023256914|545|2011
2010-03-27T07:55:56|2199023256914|541|2009
2010-05-03T00:47:06|2199023256946|912|2008
2010-05-03T00:47:06|2199023256946|930|2009
2010-05-03T00:47:06|2199023256946|915|2008
2010-05-03T00:47:06|2199023256946|916|2009
2010-05-03T00:47:06|2199023256946|917|2009
2010-04-04T11:51:19|2199023256965|3|2011
2010-04-04T11:51:19|2199023256965|6|2011
2010-04-17T12:23:48|2199023257001|549|2007
2010-04-17T12:23:48|2199023257001|550|2007
2010-04-17T12:23:48|2199023257001|552|2007
2010-03-20T12:17:17|2199023257003|937|2009
2010-04-30T21:22:52|2199023257005|937|2004
2010-04-30T21:22:52|2199023257005|938|2002
2010-04-30T21:22:52|2199023257005|926|2004
2010-04-30T21:22:52|2199023257005|927|2003
2010-03-19T12:39:12|2199023257024|538|2006
2010-03-19T12:39:12|2199023257024|541|2005
2010-03-25T16:21:36|2199023257093|887|2000
2010-03-25T16:21:36|2199023257093|891|2001
2010-03-25T16:21:36|2199023257093|892|2000
2010-03-25T16:21:36|2199023257093|894|2002
2010-04-27T14:43:04|2199023257136|544|2007
2010-03-22T01:23:46|2199023257140|548|2011
2010-03-22T01:23:46|2199023257140|549|2011
2010-03-22T01:23:46|2199023257140|538|2011
2010-04-12T05:32:46|2199023257181|550|2009
2010-04-12T05:32:46|2199023257181|551|2009
2010-04-12T05:32:46|2199023257181|543|2009
2010-03-06T08:10:33|2199023257197|933|2009
2010-03-06T08:10:33|2199023257197|937|2008
2010-03-06T08:10:33|2199023257197|925|2010
2010-03-07T12:29:26|2199023257212|602|2010
2010-03-31T11:44:45|2199023257247|891|1999
2010-03-31T11:44:45|2199023257247|894|2000
2010-06-17T07:12:54|4398046511147|544|2009
2010-06-17T07:12:54|4398046511147|546|2008
2010-06-17T07:12:54|4398046511147|553|2008
2010-06-17T07:12:54|4398046511147|540|2008
2010-05-23T10:03:28|4398046511151|1227|2004
2010-05-23T10:03:28|4398046511151|1228|2004
2010-05-23T10:03:28|4398046511151|1229|2004
2010-05-23T10:03:28|4398046511151|1230|2005
2010-05-08T15:53:44|4398046511168|1012|2002
2010-05-08T15:53:44|4398046511168|263|2002
2010-05-08T15:53:44|4398046511168|285|2002
2010-05-08T15:53:44|4398046511168|286|2001
2010-05-08T15:53:44|4398046511168|271|2001
2010-05-10T08:03:59|4398046511169|132|2007
2010-05-10T08:03:59|4398046511169|758|2008
2010-05-30T03:58:20|4398046511172|890|2008
2010-05-30T03:58:20|4398046511172|892|2009
2010-06-22T02:02:36|4398046511176|997|2009
2010-06-22T02:02:36|4398046511176|982|2009
2010-06-22T02:02:36|4398046511176|986|2009
2010-06-22T02:02:36|4398046511176|987|2010
2010-06-06T11:51:48|4398046511219|936|2006
2010-06-06T11:51:48|4398046511219|920|2005
2010-06-06T11:51:48|4398046511219|923|2005
2010-06-06T11:51:48|4398046511219|927|2006
2010-06-06T11:51:48|4398046511219|911|2006
2010-06-08T04:06:31|4398046511230|809|2008
2010-06-08T04:06:31|4398046511230|810|2009
2010-06-08T04:06:31|4398046511230|811|2008
2010-06-08T04:06:31|4398046511230|812|2008
2010-06-14T14:09:58|4398046511247|499|2012
2010-06-14T14:09:58|4398046511247|1047|2010
2010-06-14T14:09:58|4398046511247|505|2006
2010-06-14T14:09:58|4398046511247|494|2011
2010-06-09T19:11:38|4398046511255|3|2010
2010-06-09T19:11:38|4398046511255|5|2010
2010-06-09T19:11:38|4398046511255|6|2009
2010-05-12T06:09:35|4398046511273|549|2012
2010-06-03T21:55:46|4398046511357|448|2008
2010-06-03T21:55:46|4398046511357|450|2010
2010-06-03T21:55:46|4398046511357|443|2011
2010-05-25T11:03:09|4398046511377|7|1999
2010-05-25T11:03:09|4398046511377|9|1999
2010-05-30T15:27:59|4398046511407|201|2008
2010-05-04T23:46:39|4398046511440|544|2007
2010-05-04T23:46:39|4398046511440|546|2012
2010-05-04T23:46:39|4398046511440|547|2005
2010-05-04T23:46:39|4398046511440|553|2008
2010-05-15T11:40:42|4398046511453|205|2005
2010-05-15T11:40:42|4398046511453|207|2004
2010-05-20T01:52:44|4398046511458|38|2002
2010-05-20T01:52:44|4398046511458|71|2002
2010-05-20T01:52:44|4398046511458|42|2003
2010-05-20T01:52:44|4398046511458|63|2003
2010-06-29T05:46:25|4398046511484|1365|2009
2010-06-29T05:46:25|4398046511484|1385|2010
2010-05-13T08:33:29|4398046511549|593|2004
2010-05-13T08:33:29|4398046511549|597|2004
2010-05-13T08:33:29|4398046511549|599|2004
2010-05-13T08:33:29|4398046511549|604|2004
2010-05-13T08:33:29|4398046511549|591|2005
2010-05-19T08:21:33|4398046511568|946|2004
2010-05-04T09:32:39|4398046511577|1154|2010
2010-05-04T09:32:39|4398046511577|1160|2011
2010-05-04T09:32:39|4398046511577|1144|2010
2010-05-04T09:32:39|4398046511577|1165|2010
2010-05-11T01:53:17|4398046511591|481|2001
2010-05-11T01:53:17|4398046511591|485|2001
2010-05-11T01:53:17|4398046511591|476|2001
2010-06-10T07:34:29|4398046511595|177|2009
2010-06-10T07:34:29|4398046511595|145|2009
2010-06-10T07:34:29|4398046511595|149|2009
2010-06-10T07:34:29|4398046511595|152|2009
2010-06-10T07:34:29|4398046511595|156|2010
2010-06-29T16:05:47|4398046511602|547|2008
2010-06-29T16:05:47|4398046511602|550|2009
2010-05-13T19:20:49|4398046511608|548|2003
2010-05-13T19:20:49|4398046511608|553|2002
2010-05-13T19:20:49|4398046511608|543|2003
2010-05-09T20:28:39|4398046511652|1172|2002
2010-05-09T20:28:39|4398046511652|1150|2002
2010-06-17T08:49:50|4398046511689|930|2005
2010-06-17T08:49:50|4398046511689|919|2005
2010-06-17T08:49:50|4398046511689|920|2005
2010-06-17T08:49:50|4398046511689|938|2005
2010-06-17T08:49:50|4398046511689|908|2006
2010-05-04T05:26:22|4398046511802|1091|2011
2010-05-04T05:26:22|4398046511802|1108|2010
2010-06-16T14:26:12|4398046511851|1297|2012
2010-06-16T14:26:12|4398046511851|549|2009
2010-06-16T14:26:12|4398046511851|554|2007
2010-06-16T14:26:12|4398046511851|541|2009
2010-06-24T07:54:27|4398046511867|1121|2006
2010-06-24T07:54:27|4398046511867|402|2007
2010-06-24T07:54:27|4398046511867|115|2006
2010-06-24T07:54:27|4398046511867|840|2006
2010-06-24T07:54:27|4398046511867|764|2007
2010-05-12T12:36:59|4398046511870|921|2007
2010-05-12T12:36:59|4398046511870|924|2007
2010-05-12T12:36:59|4398046511870|908|2008
2010-06-28T11:14:01|4398046511908|1505|2005
2010-06-28T11:14:01|4398046511908|1459|2009
2010-06-28T11:14:01|4398046511908|1492|2009
2010-06-28T11:14:01|4398046511908|1509|2005
2010-06-28T11:14:01|4398046511908|1486|2007
2010-05-19T13:16:43|4398046511926|1018|2007
2010-06-01T14:41:55|4398046511930|147|2010
2010-06-01T14:41:55|4398046511930|167|2010
2010-06-01T14:41:55|4398046511930|143|2011
2010-05-26T11:05:36|4398046511934|545|1999
2010-05-26T11:05:36|4398046511934|550|2000
2010-07-03T21:17:56|4398046511938|565|2007
2010-07-03T21:17:56|4398046511938|571|2007
2010-07-03T21:17:56|4398046511938|587|2006
2010-06-18T19:37:27|4398046511989|489|2002
2010-06-18T19:37:27|4398046511989|446|2001
2010-06-18T19:37:27|4398046511989|463|2002
2010-06-19T09:33:22|4398046511997|915|2008
2010-06-19T09:33:22|4398046511997|935|2005
2010-06-19T09:33:22|4398046511997|919|2007
2010-05-18T09:54:44|4398046512103|400|2004
2010-05-18T09:54:44|4398046512103|399|2006
2010-05-09T18:51:40|4398046512138|804|2009
2010-05-09T18:51:40|4398046512138|789|2009
2010-05-09T18:51:40|4398046512138|807|2008
2010-05-09T18:51:40|4398046512138|798|2009
2010-05-09T18:51:40|4398046512138|799|2009
2010-05-12T11:38:40|4398046512139|887|2008
2010-05-12T11:38:40|4398046512139|888|2006
2010-05-12T11:38:40|4398046512139|894|2006
2010-05-18T23:57:45|4398046512158|996|2007
2010-05-18T23:57:45|4398046512158|989|2007
2010-06-16T20:53:47|4398046512162|5|2002
2010-06-05T23:50:42|4398046512163|106|2010
2010-06-05T23:50:42|4398046512163|107|2012
2010-06-05T23:50:42|4398046512163|108|2008
2010-05-09T00:06:56|4398046512189|544|2004
2010-05-09T00:06:56|4398046512189|553|2012
2010-05-13T07:38:58|4398046512197|1560|2000
2010-05-15T11:48:18|4398046512233|394|2005
2010-05-13T00:09:46|4398046512238|1001|2003
2010-05-13T00:09:46|4398046512238|1002|2003
2010-06-25T17:18:43|4398046512254|787|2003
2010-06-25T17:18:43|4398046512254|789|2003
2010-06-25T17:18:43|4398046512254|794|2002
2010-06-25T17:18:43|4398046512254|783|2002
2010-05-04T13:09:48|4398046512269|678|2001
2010-05-04T13:09:48|4398046512269|1560|2003
2010-05-04T13:09:48|4398046512269|682|2001
2010-05-04T13:09:48|4398046512269|667|2002
2010-05-04T13:09:48|4398046512269|668|2001
2010-06-29T20:01:29|4398046512273|1557|2005
2010-06-29T20:01:29|4398046512273|1560|2005
2010-06-29T20:01:29|4398046512273|1561|2005
2010-06-13T22:28:57|4398046512286|544|2000
2010-06-13T22:28:57|4398046512286|553|2002
2010-06-13T22:28:57|4398046512286|554|2001
2010-05-26T05:20:18|4398046512328|544|2010
2010-05-26T05:20:18|4398046512328|551|2011
2010-05-26T05:20:18|4398046512328|553|2010
2010-05-26T05:20:18|4398046512328|542|2010
2010-06-24T06:51:20|4398046512336|1456|2005
2010-06-24T06:51:20|4398046512336|1463|2006
2010-06-24T06:51:20|4398046512336|1481|2004
2010-05-07T04:28:06|4398046512338|554|2007
2010-05-23T02:53:31|4398046512342|591|2009
2010-06-29T06:39:04|4398046512345|929|2002
2010-06-29T06:39:04|4398046512345|913|2001
2010-05-03T20:36:03|4398046512349|723|2006
2010-05-03T20:36:03|4398046512349|725|2007
