creationDate|Person1Id|Person2Id
2012-01-11T09:21:07|42|10995116278274
2012-10-22T12:03:10|42|10995116278326
2011-12-30T19:04:28|42|10995116278710
2012-01-01T00:35:24|42|10995116278767
2011-04-17T23:51:33|42|10995116279335
2012-10-03T06:28:47|42|10995116279452
2011-04-15T03:35:36|42|13194139533966
2012-03-04T04:26:56|42|15393162788957
2012-01-28T18:31:41|42|15393162789023
2012-01-17T12:00:50|42|15393162789151
2011-12-09T20:00:45|42|15393162789781
2012-10-30T20:44:20|42|15393162790071
2011-12-04T05:07:40|42|15393162790399
2011-07-19T22:11:00|42|17592186044645
2011-11-20T21:37:39|42|17592186044794
2012-07-09T01:22:28|42|17592186045488
2012-09-13T13:32:22|42|17592186045813
2012-03-30T22:55:02|42|19791209300224
2012-10-23T18:00:53|42|19791209300501
2012-11-11T08:59:41|42|19791209300502
2012-05-06T09:22:16|42|21990232555880
2011-11-03T02:55:38|42|21990232556531
2012-08-25T21:16:23|42|21990232556892
2012-08-14T02:09:01|42|24189255811142
2011-12-23T10:01:19|42|24189255811723
2012-05-03T00:49:50|42|24189255812554
2012-10-01T15:33:10|42|24189255812761
2012-04-02T16:37:19|42|26388279066876
2012-02-24T21:09:29|42|26388279067353
2012-11-12T05:39:49|42|26388279067496
2012-10-17T14:31:11|42|26388279068153
2012-09-05T16:52:07|42|28587302322210
2012-11-25T05:04:49|42|28587302322534
2012-04-27T05:13:47|42|28587302322838
2012-09-20T21:45:27|42|28587302323263
2012-05-09T13:43:58|42|28587302323557
2012-10-22T15:52:44|42|30786325578070
2012-06-12T08:08:10|42|30786325579231
2012-08-17T16:38:53|42|32985348833375
2012-11-27T07:43:59|42|32985348833450
2012-07-22T03:39:26|42|32985348833673
2012-11-25T23:36:53|42|32985348833719
2012-10-28T02:32:21|42|32985348833732
2012-07-31T22:28:25|42|32985348834257
2012-10-02T10:48:48|42|32985348834955
2012-11-14T03:51:54|42|35184372089633
2012-09-29T10:57:06|42|35184372090415
2012-11-19T21:21:10|42|37383395344931
2010-03-07T03:07:24|46|1204
2011-06-07T21:26:34|46|13194139534730
2012-07-19T10:55:09|46|24189255812167
2012-06-30T03:04:07|46|28587302322210
2012-08-16T19:12:17|46|30786325578726
2012-11-05T03:51:50|46|35184372089722
2010-07-21T18:56:41|66|910
2012-04-05T21:37:24|66|2199023255824
2011-02-16T07:38:45|66|2199023256383
2011-11-17T13:18:55|66|4398046511304
2010-06-10T18:17:00|66|4398046511661
2012-08-13T17:01:51|66|4398046512405
2011-05-09T18:55:45|66|10995116277851
2011-10-13T08:46:34|66|13194139534949
2011-04-08T00:36:13|66|15393162789106
2012-03-24T10:24:08|66|17592186045284
2012-09-12T08:05:46|66|19791209300224
2011-09-01T14:02:08|66|19791209300814
2012-06-27T13:33:04|66|19791209301454
2011-09-20T00:50:46|66|19791209301531
2011-10-29T14:54:28|66|19791209301580
2012-08-13T18:12:11|66|21990232556019
2012-08-06T06:37:10|66|21990232556083
2012-11-20T14:07:34|66|21990232556130
2012-11-05T14:09:38|66|24189255811914
2012-07-24T08:49:23|66|24189255812037
2012-08-22T03:49:42|66|28587302322311
2012-08-03T09:38:01|66|30786325578120
2012-07-10T00:24:36|66|30786325578829
2012-10-06T04:46:25|66|30786325578929
2012-11-04T12:07:08|66|32985348833584
2012-09-27T09:30:07|66|32985348833938
2012-10-16T12:41:38|66|35184372090482
2011-09-29T16:53:14|71|773
2011-05-03T14:12:55|71|8796093023077
2012-03-29T10:37:35|100|2199023256031
2012-04-06T17:29:45|100|6597069766793
2010-08-24T21:29:31|100|6597069767706
2012-10-22T16:58:14|100|13194139534730
2012-08-01T21:52:12|100|15393162788957
2012-08-26T05:04:42|100|17592186045577
2011-11-07T09:49:59|100|21990232556445
2012-10-23T22:53:20|100|28587302322668
2012-05-04T13:33:43|100|28587302323340
2012-07-05T20:17:06|100|28587302323557
2012-08-24T23:44:34|100|30786325578726
2012-11-21T07:02:20|100|35184372089942
2010-10-02T08:01:03|107|1204
2010-07-29T09:39:06|107|4398046511181
2011-05-14T08:25:26|107|13194139534447
2012-10-23T23:10:35|107|13194139534610
2012-05-20T01:28:45|107|26388279066773
2011-09-23T21:31:09|166|910
2010-12-13T23:36:21|166|2199023255851
2012-06-12T01:04:40|166|2199023256031
2010-07-16T11:41:14|166|2199023256183
2011-02-20T20:24:39|166|2199023256361
2011-09-30T01:21:47|166|6597069767597
2012-06-10T13:45:03|166|6597069768129
2011-01-02T13:25:38|181|910
2011-09-03T23:43:04|181|6597069767484
2011-12-16T20:12:28|181|6597069768129
2012-05-24T15:55:10|181|6597069768167
2011-08-25T08:22:29|181|10995116278230
2011-04-13T18:04:11|181|10995116279024
2012-04-05T12:25:06|181|13194139534447
2011-12-24T21:18:16|181|17592186044648
2012-01-22T11:17:09|181|17592186044850
2012-02-27T03:36:45|181|21990232556623
2012-04-22T11:49:19|181|24189255811723
2012-07-14T14:40:40|181|28587302323389
2012-08-09T19:38:53|181|28587302323659
2012-09-16T05:01:15|181|30786325579250
2011-10-10T20:25:09|325|6597069767706
2011-01-05T08:11:08|325|8796093023851
2012-05-30T06:36:39|325|28587302322180
2012-10-24T05:29:14|325|32985348833485
2012-11-07T21:36:03|325|35184372089942
2012-06-23T08:08:36|347|26388279067210
2012-02-11T20:58:07|375|24189255811433
2012-06-11T05:08:10|375|24189255812167
2012-11-03T20:57:17|375|26388279067210
2012-08-05T00:38:59|375|32985348834072
2010-06-27T14:56:00|394|4398046511181
2010-08-22T14:49:30|394|4398046512195
2012-10-16T03:56:29|394|6597069766769
2011-02-03T04:31:50|394|10995116278230
2012-03-29T05:14:09|394|17592186045071
2011-12-15T22:43:10|394|17592186045627
2011-11-19T12:27:09|394|21990232557010
2012-08-25T06:49:02|394|32985348834955
2012-05-13T16:38:37|412|21990232556617
2012-08-16T01:22:30|417|26388279067210
2012-06-15T09:17:42|417|30786325578980
2010-12-27T19:31:01|435|1204
2011-05-27T18:10:22|435|1555
2010-12-07T13:01:27|435|4398046512351
2012-10-22T17:25:07|435|4398046512388
2010-08-04T02:38:08|435|4398046512582
2010-11-01T20:41:40|435|8796093023087
2012-10-30T23:21:24|435|8796093023851
2011-10-31T23:14:39|435|10995116278066
2011-02-06T18:41:09|435|13194139533919
2012-05-26T05:22:22|435|13194139534169
2011-06-11T09:02:34|435|17592186045627
2011-10-17T02:31:44|435|19791209300778
2012-04-27T22:53:08|435|19791209300812
2011-10-11T14:39:00|435|21990232555639
2012-03-18T14:31:19|435|21990232556121
2012-07-08T06:37:45|435|24189255811148
2012-04-13T14:42:45|435|24189255811441
2012-05-24T01:54:49|435|26388279066936
2012-08-15T12:18:47|435|26388279067210
2012-09-19T19:30:06|435|28587302322216
2012-10-24T18:31:19|435|28587302323330
2012-11-13T13:33:38|435|30786325578612
2012-11-25T20:33:40|435|35184372089798
2011-11-19T14:51:58|448|4398046512388
2011-06-30T09:00:34|448|8796093023209
2012-10-13T09:03:54|448|13194139534936
2012-04-18T09:19:52|448|17592186045284
2012-07-03T16:56:47|448|24189255811433
2012-10-06T22:26:13|448|28587302322180
2012-05-07T03:34:34|448|28587302322668
2012-07-24T21:02:07|448|30786325578527
2012-11-08T15:02:13|448|32985348833732
2010-03-30T01:55:11|455|705
2012-06-18T07:58:46|455|910
2011-03-29T16:53:13|455|1204
2011-04-02T10:06:55|455|2199023256031
2010-08-22T15:03:06|455|2199023256503
2012-05-02T23:47:24|455|2199023256657
2010-09-02T04:49:25|455|4398046511608
2012-05-04T13:30:41|455|8796093022572
2011-07-27T19:08:10|455|13194139533727
2012-03-07T15:53:02|455|13194139534447
2012-04-20T11:43:10|455|13194139534663
2012-03-05T10:49:51|455|15393162789420
2012-10-05T14:44:00|455|17592186044645
2012-10-26T22:53:56|455|17592186045707
2011-11-18T04:14:34|455|21990232555855
2012-07-02T21:20:35|455|21990232557028
2012-11-08T02:12:06|455|24189255812726
2012-11-12T03:01:48|455|26388279066773
2012-03-14T15:41:21|455|26388279067202
2012-04-18T09:44:38|455|28587302322180
2012-09-18T00:18:08|455|32985348834665
2012-11-28T00:32:50|455|35184372089633
2010-08-25T21:19:46|460|4398046511181
2012-01-25T02:52:33|460|15393162789420
2012-05-02T12:08:51|460|17592186044648
2011-12-23T19:41:34|460|24189255812167
2012-10-23T20:35:04|460|24189255812726
2010-12-21T18:09:44|478|2199023256361
2011-01-30T21:27:20|478|13194139534936
2011-11-29T15:48:17|478|21990232556183
2012-08-28T18:11:10|478|24189255812726
2012-06-15T14:36:46|478|30786325579250
2011-05-03T05:42:43|483|772
2012-04-19T10:47:34|483|1355
2010-09-19T16:13:16|483|2199023256657
2012-05-06T06:47:20|483|4398046511247
2011-02-24T19:27:45|483|4398046511458
2012-09-26T16:36:58|483|4398046512405
2011-02-14T16:22:51|483|4398046512669
2012-07-22T22:36:53|483|6597069767834
2011-05-29T20:29:59|483|8796093022260
2012-10-19T20:59:26|483|8796093023087
2010-12-05T23:16:30|483|8796093023876
2011-04-30T01:49:16|483|10995116277782
2011-06-03T01:07:08|483|10995116278996
2011-10-14T12:05:16|483|10995116279037
2011-12-07T15:38:51|483|13194139533966
2012-06-10T12:18:23|483|13194139534610
2011-06-26T11:11:12|483|13194139534942
2012-08-12T06:55:00|483|15393162789466
2012-04-10T12:20:12|483|17592186044525
2011-10-27T03:51:10|483|17592186045408
2012-06-28T15:13:07|483|19791209300224
2012-04-21T05:55:16|483|19791209301104
2012-08-27T14:28:00|483|21990232556064
2012-11-23T12:38:16|483|21990232556524
2012-08-08T10:32:37|483|24189255811148
2012-06-03T12:20:43|483|24189255811175
2012-07-17T00:51:37|483|24189255811441
2012-06-18T05:08:23|483|24189255812167
2012-11-27T23:39:56|483|26388279067202
2012-11-15T07:51:56|483|30786325577795
2012-10-13T11:12:55|483|30786325578931
2012-09-18T19:00:03|483|30786325578980
2012-05-30T14:22:27|483|30786325579250
2012-08-13T15:01:13|483|32985348834257
2011-01-11T20:04:24|490|4398046511181
2011-07-26T22:19:54|490|4398046512405
2011-08-01T10:10:35|490|8796093022948
2011-04-26T03:31:54|490|13194139534949
2012-07-31T16:10:25|490|17592186045284
2012-07-10T23:41:45|490|17592186045627
2012-05-25T12:29:04|490|19791209300227
2012-08-26T18:23:24|490|21990232556083
2012-06-13T08:19:58|490|26388279067210
2012-07-25T12:04:48|490|28587302322311
2012-08-28T19:46:14|490|28587302322698
2012-08-05T21:54:02|529|910
2012-03-13T19:00:21|529|2199023256904
2010-07-01T00:14:37|529|4398046511926
2011-05-16T16:35:49|529|4398046512405
2011-01-08T04:33:33|529|6597069767115
2012-08-11T23:08:59|529|8796093022726
2011-03-14T01:12:19|529|8796093023077
2011-07-05T17:23:29|529|13194139533919
2011-11-21T10:09:00|529|15393162789912
2012-06-12T17:49:06|529|19791209300778
2012-01-21T17:07:31|529|21990232556205
2012-04-30T11:59:25|529|24189255811441
2012-09-21T05:09:59|529|28587302322767
2012-04-25T00:13:05|529|28587302323163
2012-09-08T15:41:28|529|30786325578528
2012-08-09T10:15:41|529|32985348834072
2012-11-27T15:12:13|529|35184372090106
2012-07-23T10:19:33|555|1425
2011-04-11T18:42:24|555|2199023255851
2011-10-17T19:05:07|555|2199023255905
2010-05-21T00:18:04|555|2199023256294
2010-06-27T03:05:02|555|2199023256303
2010-07-29T04:30:00|555|2199023256377
2012-07-10T12:16:42|555|2199023257197
2012-08-10T23:01:03|555|4398046512008
2010-07-09T14:22:56|555|4398046512336
2010-07-30T07:27:56|555|4398046512770
2011-12-24T09:06:20|555|6597069767675
2010-11-11T15:22:29|555|8796093023077
2012-08-23T19:56:14|555|8796093023209
2011-06-08T21:29:42|555|10995116278066
2012-07-22T20:14:39|555|10995116279002
2012-08-21T04:50:02|555|10995116279024
2011-11-25T12:51:26|555|13194139533966
2011-06-05T11:36:52|555|15393162789718
2011-09-26T13:16:04|555|15393162789912
2011-08-01T10:45:59|555|15393162789916
2012-05-20T10:41:27|555|17592186045041
2011-12-14T18:53:12|555|17592186045408
2011-07-30T04:26:00|555|17592186045813
2012-02-04T21:46:58|555|19791209300224
2012-02-10T10:53:17|555|21990232556036
2011-10-23T06:18:55|555|21990232556317
2012-05-16T13:06:08|555|21990232556610
2012-10-16T01:20:04|555|24189255812253
2012-11-13T09:52:21|555|28587302322307
2012-05-21T13:20:58|555|28587302322491
2012-07-10T17:04:20|555|28587302322767
2012-10-29T05:47:51|555|30786325578526
2012-06-23T07:17:20|555|30786325578931
2012-11-03T07:41:20|555|30786325579197
2012-08-02T17:06:00|555|32985348834355
2012-11-11T14:19:50|555|35184372088856
2012-11-12T12:55:53|555|35184372089942
2010-04-06T06:43:30|599|690
2011-02-28T05:41:40|599|4398046511247
2011-01-31T03:24:22|599|8796093022402
2011-06-28T09:45:36|599|17592186045284
2011-12-30T03:45:19|599|21990232556641
2012-04-04T05:40:22|599|24189255811081
2012-05-06T23:26:44|599|28587302323389
2012-09-28T16:25:32|599|30786325578980
2012-11-09T19:57:35|599|35184372089362
2011-05-05T09:16:24|604|8796093023371
2012-05-07T13:49:25|604|17592186045284
2012-01-04T13:00:01|604|24189255811433
2012-08-30T00:46:23|604|30786325578980
2010-04-05T14:18:03|659|756
2010-06-24T14:07:02|659|4398046511181
2011-11-15T16:33:52|659|4398046511357
2012-10-23T08:25:59|659|4398046512103
2011-05-21T08:33:33|659|10995116277851
2012-05-24T17:56:01|659|10995116279024
2012-08-08T12:19:59|659|17592186045408
2012-07-26T01:37:18|659|19791209300150
2012-10-29T15:55:15|659|19791209300164
2012-04-29T04:08:01|659|19791209301265
2012-02-05T14:08:00|659|24189255812726
2012-07-19T12:13:35|659|28587302322307
2012-11-13T17:18:43|659|28587302322491
2012-11-11T14:30:54|659|30786325578073
2012-08-11T21:52:59|659|30786325578576
2012-09-13T02:00:24|659|32985348834072
2012-11-18T20:30:57|673|28587302323659
2010-05-11T10:36:45|690|2199023256294
2011-03-12T02:04:58|690|2199023256303
2011-03-27T13:44:49|690|2199023256573
2010-10-27T21:30:07|690|2199023257149
2011-12-09T10:55:53|690|4398046511407
2011-08-18T06:49:09|690|6597069766769
2012-05-17T20:11:26|690|8796093023077
2012-11-03T00:27:40|690|10995116277889
2012-03-14T23:10:42|690|10995116278066
2011-06-30T07:22:06|690|10995116278449
2011-05-02T13:48:06|690|10995116279024
2012-06-10T07:17:28|690|13194139534060
2012-10-27T13:08:18|690|13194139534284
2011-09-10T07:41:34|690|13194139534651
2011-12-02T20:29:03|690|15393162789912
2012-03-21T16:22:20|690|17592186044525
2012-08-09T10:48:20|690|17592186044609
2012-04-27T10:20:52|690|17592186044826
2012-09-21T22:52:53|690|17592186045364
2012-03-29T06:23:57|690|17592186045408
2012-02-21T23:24:36|690|17592186045627
2011-08-01T20:40:36|690|17592186045996
2012-08-08T12:19:51|690|19791209300177
2012-05-13T17:56:12|690|19791209300191
2012-05-06T22:47:36|690|19791209300358
2011-10-06T09:11:15|690|19791209300650
2012-05-11T22:42:33|690|19791209300778
2012-11-17T08:13:39|690|19791209300925
2012-10-18T03:17:50|690|21990232556073
2012-08-04T03:56:28|690|21990232556610
2011-11-04T22:16:13|690|21990232556641
2012-02-20T03:17:34|690|24189255811081
2012-02-09T23:49:45|690|24189255811433
2012-11-17T03:35:21|690|24189255812167
2012-10-04T15:24:25|690|26388279067426
2012-10-10T06:32:29|690|28587302322840
2012-07-21T14:46:11|690|28587302323557
2012-10-04T06:44:03|690|30786325578706
2012-07-22T10:43:16|690|30786325578980
2012-11-09T06:24:04|690|32985348833559
2012-11-25T04:53:06|690|32985348834574
2012-10-23T08:39:32|690|35184372088917
2012-10-21T11:59:24|690|35184372089511
2012-11-25T00:09:03|690|35184372089942
2012-11-24T00:42:01|690|35184372090391
2010-02-19T00:31:33|699|1204
2012-09-18T14:35:48|699|2199023257093
2010-06-03T23:39:12|699|4398046511181
2010-12-19T23:38:34|699|4398046512103
2012-07-02T12:56:58|699|4398046512195
2012-08-17T08:37:28|699|13194139534507
2012-01-11T13:07:35|699|13194139534942
2011-04-10T23:56:21|699|15393162790399
2012-05-12T08:20:22|699|17592186045364
2012-09-28T20:10:14|699|19791209300150
2011-08-24T00:40:47|699|19791209300225
2012-03-29T01:11:11|699|21990232556052
2012-04-03T06:01:33|699|21990232556666
2012-01-21T09:42:15|699|24189255811917
2012-01-19T01:01:59|699|24189255812099
2012-03-02T00:47:37|699|26388279068275
2012-06-25T13:03:06|699|28587302323003
2012-04-08T22:44:37|699|28587302323389
2012-03-14T22:36:24|699|28587302323557
2012-06-04T01:50:26|699|30786325578300
2012-11-18T14:47:07|699|35184372089798
2012-09-29T16:01:02|699|35184372090060
2011-04-08T11:40:36|701|1204
2011-11-15T11:17:17|701|4398046511989
2010-09-08T09:58:06|701|4398046512405
2012-02-18T12:42:12|701|10995116279024
2012-08-21T00:44:15|701|28587302322311
2011-03-03T08:26:39|705|756
2010-09-17T18:37:34|705|773
2011-10-05T09:50:22|705|983
2010-09-15T10:48:21|705|1223
2012-02-26T14:12:04|705|1355
2012-01-12T03:40:53|705|2199023255851
2011-05-06T00:11:35|705|2199023256183
2011-01-21T02:54:17|705|4398046511181
2012-05-16T02:19:18|705|4398046511689
2011-06-13T19:23:52|705|4398046512388
2012-11-10T16:11:15|705|6597069767216
2012-04-01T23:39:30|705|8796093022619
2011-02-05T08:44:16|705|8796093023518
2011-05-13T21:06:52|705|8796093023537
2011-12-31T14:41:45|705|8796093023864
2011-09-26T10:18:53|705|10995116278132
2011-10-07T01:16:56|705|10995116278352
2011-07-09T15:31:03|705|10995116278767
2011-12-28T16:47:04|705|13194139533758
2012-09-19T02:35:11|705|13194139533839
2012-02-14T02:09:50|705|13194139534169
2012-09-01T05:27:45|705|13194139534574
2012-03-29T11:21:00|705|13194139534663
2012-09-04T15:11:59|705|13194139534671
2011-06-30T20:31:12|705|15393162789466
2012-01-03T01:34:07|705|15393162789811
2012-01-22T21:13:26|705|15393162790214
2012-07-13T13:55:53|705|15393162790355
2011-11-16T08:55:46|705|17592186044645
2012-07-07T15:47:39|705|17592186044744
2012-10-18T13:04:24|705|17592186044850
2012-06-12T08:34:00|705|17592186045707
2012-06-05T21:42:36|705|19791209300926
2012-09-13T02:25:54|705|21990232555781
2012-11-10T00:45:38|705|21990232556466
2012-08-01T03:51:20|705|21990232557010
2012-02-01T20:55:02|705|24189255812726
2012-09-05T13:18:21|705|26388279067204
2012-06-07T05:39:46|705|28587302322552
2012-06-16T05:44:09|705|28587302323330
2012-06-30T10:43:01|705|30786325578867
2012-10-18T02:40:24|705|32985348833576
2012-11-09T19:45:52|705|32985348834507
2012-11-18T21:24:50|705|35184372089116
2012-09-29T20:07:55|705|35184372089367
2012-11-19T16:33:06|705|37383395345264
2012-11-27T03:47:52|705|37383395346041
2011-08-13T10:22:49|756|1223
2012-08-09T00:56:21|756|1425
2012-07-11T00:13:30|756|2199023255672
2010-07-09T05:22:12|756|2199023255686
2012-04-23T11:59:17|756|8796093023614
2012-07-19T16:59:13|756|17592186045408
2011-11-29T02:18:40|756|17592186045748
2012-07-15T04:44:50|756|30786325577990
2010-04-09T19:38:15|772|910
2011-11-30T09:19:11|772|983
2011-08-13T06:01:25|772|1251
2010-09-08T13:27:33|772|2199023256083
2011-11-14T12:37:15|772|2199023256293
2010-04-16T08:44:01|772|2199023256503
2012-03-02T00:59:12|772|4398046511577
2012-01-04T14:57:09|772|4398046512621
2012-09-04T14:57:03|772|6597069767381
2011-01-13T03:11:46|772|6597069767446
2012-06-05T19:33:57|772|6597069767834
2010-10-19T05:42:32|772|6597069768167
2012-01-06T02:17:43|772|8796093023087
2012-11-03T05:36:02|772|8796093023573
2011-07-15T22:13:21|772|8796093023876
2012-01-30T09:09:44|772|10995116277934
2011-01-27T10:41:46|772|10995116278421
2012-06-23T10:58:50|772|13194139534610
2011-10-28T22:59:14|772|15393162789655
2011-09-23T07:51:54|772|19791209300224
2012-07-13T17:50:39|772|19791209300358
2012-04-15T06:45:02|772|26388279066773
2012-02-28T04:56:56|772|26388279067353
2012-10-27T00:47:40|772|30786325578931
2012-09-04T07:36:47|772|32985348834574
2012-11-10T00:30:47|772|35184372088850
2011-03-15T03:51:04|773|910
2011-03-11T16:40:30|773|1223
2012-07-20T17:25:32|773|1230
2011-01-15T03:54:11|773|1382
2012-07-09T06:51:08|773|1435
2012-07-27T23:47:49|773|2199023255724
2011-08-26T05:46:18|773|2199023256599
2010-05-29T09:37:49|773|4398046511348
2012-05-22T20:02:12|773|4398046511458
2010-09-18T00:18:09|773|4398046511577
2012-05-29T00:41:02|773|4398046511930
2012-09-17T05:29:08|773|4398046512247
2012-08-27T14:39:58|773|4398046512445
2011-12-21T08:47:08|773|6597069766853
2012-10-28T18:18:11|773|6597069767006
2011-04-03T07:25:15|773|6597069767484
2012-11-22T06:36:53|773|6597069768323
2012-04-05T21:09:42|773|8796093023077
2012-10-14T14:58:33|773|8796093023477
2011-01-13T14:51:01|773|8796093023782
2012-04-06T10:17:18|773|8796093023876
2012-07-18T06:28:01|773|10995116278274
2012-02-12T10:36:48|773|10995116278322
2012-06-19T07:24:34|773|10995116278326
2011-11-04T13:40:28|773|10995116278421
2011-03-30T04:45:25|773|10995116278449
2011-01-11T22:05:23|773|10995116278767
2012-04-02T00:13:29|773|10995116278836
2012-08-08T17:36:12|773|10995116279035
2011-09-15T09:08:42|773|13194139533439
2012-08-09T09:12:39|773|13194139533743
2012-10-16T08:46:43|773|13194139534507
2012-11-05T21:42:31|773|13194139534923
2012-01-08T21:47:43|773|15393162789322
2012-11-25T22:38:37|773|17592186044648
2011-11-09T13:47:02|773|17592186044846
2011-07-16T05:42:04|773|17592186045004
2012-11-13T13:15:24|773|17592186045248
2012-11-08T00:30:31|773|17592186045748
2011-12-10T01:18:45|773|21990232556302
2012-06-27T19:50:48|773|21990232556367
2012-03-11T21:34:01|773|21990232556858
2011-11-11T12:57:54|773|21990232556892
2012-09-01T21:21:40|773|21990232557010
2012-07-27T15:55:57|773|24189255811178
2012-10-30T12:10:07|773|24189255811236
2012-03-15T05:07:43|773|24189255812134
2012-07-25T22:42:56|773|24189255812167
2012-02-16T11:07:29|773|24189255812380
2012-07-02T13:11:01|773|26388279066876
2012-09-02T19:38:34|773|26388279066944
2012-11-04T21:52:08|773|26388279067210
2012-11-13T19:47:51|773|26388279067353
2012-10-17T10:50:57|773|26388279067997
2012-09-02T19:21:04|773|26388279068318
2012-10-25T07:35:18|773|28587302323163
2012-08-25T13:42:00|773|32985348834358
2012-10-27T00:22:35|773|32985348834826
2012-08-01T13:18:11|773|32985348834928
2012-11-12T03:58:21|773|35184372088985
2012-11-03T13:56:51|773|35184372089100
2012-10-30T10:48:46|773|35184372089116
2012-11-23T05:19:04|773|37383395346041
2012-03-09T14:14:56|783|4398046511926
2012-03-14T04:16:30|783|4398046512103
2011-03-08T17:05:52|783|4398046512803
2011-11-28T01:49:29|783|6597069767381
2010-11-13T13:00:31|783|8796093023143
2010-11-22T01:02:59|783|8796093023144
2012-04-13T11:44:46|783|10995116278326
2011-03-10T03:10:36|783|13194139534424
2012-11-18T07:31:19|783|13194139534651
2012-07-05T03:52:07|783|17592186044645
2012-05-17T14:48:38|783|17592186045071
2012-11-21T04:53:38|783|17592186045211
2011-11-04T21:27:27|783|17592186045371
2011-10-18T08:18:44|783|19791209300502
2012-11-01T14:48:47|783|19791209301084
2012-05-14T00:24:29|783|21990232555748
2012-04-11T13:34:25|783|21990232555802
2012-05-30T15:18:37|783|21990232556892
2012-10-09T02:37:27|783|24189255811917
2012-05-25T22:25:52|783|24189255811993
2012-11-07T18:16:52|783|26388279067210
2012-04-18T13:48:14|783|26388279067332
2012-08-30T11:40:34|783|26388279067496
2012-11-02T04:57:04|783|28587302322838
2012-07-31T21:50:15|783|28587302322876
2012-11-07T01:27:42|783|28587302323795
2012-10-23T09:48:38|783|30786325578528
2012-11-06T10:11:26|783|32985348833576
2012-10-06T14:20:33|783|35184372089362
2012-11-04T00:17:55|783|35184372090106
2012-11-08T08:27:31|783|35184372090502
2011-05-11T19:50:03|786|10995116278066
2010-08-14T14:50:04|796|2199023256479
2010-07-29T07:13:55|796|4398046511181
2010-09-13T19:39:36|808|4398046511181
2012-02-13T09:06:14|808|6597069768249
2011-04-04T08:13:20|808|13194139534936
2012-07-13T10:02:28|808|13194139534942
2011-10-07T17:21:04|808|17592186044574
2012-04-03T09:09:07|808|17592186045408
2012-03-25T15:51:19|808|19791209301580
2012-07-25T01:33:15|808|24189255812574
2012-08-26T16:14:38|808|30786325578612
2012-10-13T06:43:07|808|30786325578931
2011-10-27T23:03:09|859|1130
2012-10-11T21:41:13|859|1428
2012-02-15T22:53:15|859|1582
2010-10-17T10:18:02|859|2199023255851
2010-11-03T22:35:35|859|2199023256183
2011-05-29T03:32:52|859|2199023256361
2010-07-22T03:45:05|859|4398046511181
