creationDate|CommentId|PostId
2012-03-25T11:59:48|893353198077|412316860914
2012-03-11T01:59:44|893353198078|412316860914
2012-03-18T11:28:15|893353198083|412316860930
2011-11-29T19:58:32|755914244612|412316860930
2011-02-15T22:47:46|412316860933|412316860930
2012-10-06T16:22:30|1099511628294|412316860930
2012-11-03T00:03:03|1099511628296|412316860930
2011-11-04T07:29:11|687194767882|412316860930
2012-03-25T14:23:00|893353198094|412316860930
2012-11-02T10:37:34|1099511628303|412316860930
2012-03-24T19:52:55|893353198099|687194767890
2012-11-02T19:03:42|1099511628308|687194767890
2012-11-02T10:49:04|1099511628309|687194767890
2012-03-25T14:51:47|893353198102|687194767890
2011-11-29T23:40:42|755914244631|687194767890
2012-11-02T14:32:51|1099511628312|687194767890
2012-11-03T05:43:45|1099511628313|687194767890
2012-03-11T00:37:26|893353198107|687194767890
2012-03-10T21:40:41|893353198115|546
2012-11-02T15:04:53|1099511628324|546
2012-06-05T11:36:52|962072674855|546
2012-06-05T14:19:06|962072674858|546
2012-10-06T12:51:45|1099511628335|546
2012-06-05T19:58:19|962072674865|412316860976
2011-02-16T09:17:00|412316860978|412316860976
2012-11-02T11:51:28|1099511628339|412316860976
2011-02-15T23:12:34|412316860980|412316860976
2012-06-05T12:02:29|962072674869|412316860976
2011-02-16T15:59:52|412316860982|412316860976
2012-11-02T10:55:50|1099511628343|412316860976
2012-03-18T07:33:01|893353198136|412316860976
2012-03-24T19:33:53|893353198137|412316860976
2012-03-11T00:09:38|893353198138|412316860976
2012-03-17T13:23:18|893353198139|412316860976
2011-11-04T11:44:40|687194767932|412316860976
2012-03-18T02:48:02|893353198144|412316860991
2012-03-10T23:03:21|893353198145|412316860991
2012-03-17T13:20:49|893353198146|412316860991
2012-03-17T10:30:47|893353198147|412316860991
2012-10-06T18:55:42|1099511628356|412316860991
2012-03-17T13:19:41|893353198149|412316860991
2012-10-06T22:11:57|1099511628359|412316860998
2011-11-30T05:04:48|755914244680|412316860998
2012-03-17T13:22:47|893353198153|412316860998
2012-11-02T21:38:17|1099511628362|412316860998
2012-03-17T14:15:03|893353198155|412316860998
2011-11-04T06:41:03|687194767948|412316860998
2012-10-06T14:34:50|1099511628366|412316860998
2012-10-06T13:05:43|1099511628367|412316860998
2012-03-18T01:20:08|893353198160|412316860998
2012-03-25T09:50:25|893353198161|412316860998
2012-06-05T19:44:06|962072674898|412316860998
2012-03-17T18:01:30|893353198163|412316860998
2012-03-17T16:32:25|893353198164|412316860998
2011-11-29T22:21:06|755914244695|598
2011-11-04T23:04:34|687194767960|598
2012-03-17T13:31:48|893353198170|598
2012-06-05T18:17:43|962072674907|598
2012-03-24T19:49:12|893353198174|598
2012-01-04T00:46:55|755914244711|755914244710
2012-01-03T17:08:22|755914244712|755914244710
2012-01-03T17:40:44|755914244716|755914244710
2012-01-03T17:09:39|755914244721|755914244710
2012-10-04T00:24:57|1099511628406|1030792151669
2012-09-04T17:44:50|1030792151671|1030792151669
2012-09-04T14:37:12|1030792151672|1030792151669
2012-10-28T05:17:04|1099511628409|1030792151669
2012-11-15T03:42:28|1168231105146|1030792151669
2012-09-04T17:11:05|1030792151678|1030792151669
2012-01-28T20:41:32|824633721488|824633721487
2012-05-03T00:52:30|893353198228|824633721487
2012-06-24T04:32:38|962072674973|618475291292
2012-07-19T11:43:42|1030792151710|618475291292
2011-07-27T20:17:27|618475291296|618475291292
2011-07-28T16:01:15|618475291297|618475291292
2012-10-09T00:22:04|1099511628450|618475291292
2012-11-26T13:29:12|1168231105187|618475291292
2011-07-28T05:20:29|618475291300|618475291292
2012-10-18T12:13:49|1099511628454|618475291292
2012-06-24T04:06:49|962072674986|618475291305
2011-08-07T20:16:58|618475291307|618475291305
2012-10-30T20:56:12|1099511628460|618475291305
2011-08-08T15:32:05|618475291309|618475291305
2012-11-28T02:03:27|1168231105198|618475291305
2012-08-10T04:58:18|1030792151727|618475291305
2012-11-25T06:30:33|1168231105203|618475291305
2012-10-31T18:34:31|1099511628471|755914244790
2012-11-14T10:15:35|1168231105208|755914244790
2012-06-13T00:26:09|962072675001|755914244790
2012-08-01T07:49:04|1030792151742|755914244790
2012-01-28T19:21:12|824633721535|755914244790
2012-10-02T03:40:14|1099511628480|755914244790
2011-01-14T06:07:43|412316861124|206158430915
2012-01-28T18:39:51|824633721541|206158430915
2012-01-18T04:34:25|824633721543|206158430915
2012-10-29T02:20:50|1099511628488|206158430915
2012-11-25T23:40:13|1168231105225|206158430915
2011-11-21T03:39:25|755914244810|206158430915
2011-11-03T22:18:52|687194768075|206158430915
2011-09-08T07:21:41|687194768077|206158430915
2011-05-29T14:48:13|549755814609|481036337872
2011-03-12T03:28:40|481036337874|481036337872
2012-05-10T12:36:37|962072675027|481036337872
2012-08-01T00:46:13|1030792151765|481036337872
2012-07-19T09:00:30|1030792151767|481036337872
2012-11-11T09:13:58|1168231105240|481036337872
2012-08-01T02:54:25|1030792151774|68719477469
2012-10-24T03:24:45|1099511628513|68719477469
2011-07-19T22:53:04|618475291371|274877907690
2012-01-11T13:35:09|824633721580|274877907690
2012-10-11T15:32:01|1099511628525|274877907690
2012-11-25T12:52:06|1168231105265|618475291376
2012-10-23T23:20:55|1099511628530|618475291376
2011-12-09T20:53:14|755914244851|618475291376
2012-01-11T10:50:03|824633721588|618475291376
2012-10-28T08:43:18|1099511628534|618475291376
2011-07-12T03:55:26|618475291383|618475291376
2012-09-05T18:01:25|1030792151802|618475291376
2011-07-11T22:40:35|618475291387|618475291376
2012-01-18T07:11:08|824633721598|137438954237
2012-09-21T16:10:25|1099511628543|137438954237
2011-07-03T16:55:33|549755814657|137438954237
2012-11-12T10:45:06|1168231105282|137438954237
2012-01-28T18:35:46|824633721604|137438954237
2010-11-07T13:39:24|343597384456|137438954237
2011-06-14T09:16:15|549755814665|137438954237
2012-10-23T01:30:48|1099511628555|481036337930
2012-09-13T19:49:46|1099511628556|481036337930
2012-09-05T17:02:41|1030792151821|481036337930
2012-01-29T08:30:13|824633721614|481036337930
2011-08-07T19:17:57|618475291429|206158431012
2012-06-24T02:58:56|962072675110|206158431012
2011-01-14T17:27:15|412316861223|206158431012
2012-05-10T01:00:53|962072675112|206158431012
2012-05-02T18:40:52|893353198381|206158431012
2012-04-27T07:54:16|893353198384|206158431012
2012-06-16T22:02:17|962072675122|962072675121
2012-09-21T07:41:37|1099511628595|962072675121
2012-06-16T21:26:59|962072675124|962072675121
2012-06-16T17:56:04|962072675125|962072675121
2012-08-25T21:42:55|1030792151871|830
2012-05-02T21:08:04|893353198400|830
2012-03-04T06:35:24|824633721665|830
2011-07-04T04:20:26|549755814724|830
2012-07-31T23:09:40|1030792151877|830
2011-07-19T22:55:28|618475291462|830
2012-05-06T17:08:12|893353198407|830
2012-10-02T12:45:36|1099511628621|412316861259
2011-07-19T22:11:21|618475291470|412316861259
2011-09-08T16:29:42|687194768207|412316861259
2012-10-11T23:43:31|1099511628629|412316861259
2011-02-10T20:32:16|412316861270|412316861259
2012-06-12T11:16:47|962072675159|412316861259
2012-02-24T22:15:40|824633721689|549755814744
2012-10-18T08:40:49|1099511628634|549755814744
2012-08-01T03:54:56|1030792151899|549755814744
2012-11-20T04:00:02|1168231105372|549755814744
2012-04-03T00:44:51|893353198438|68719477605
2012-10-28T23:23:57|1099511628647|68719477605
2012-09-21T01:41:16|1099511628648|68719477605
2011-02-28T20:24:34|412316861290|68719477605
2012-05-02T16:20:34|893353198443|68719477605
2010-11-19T03:25:09|343597384556|68719477605
2012-10-08T10:56:41|1099511628654|68719477605
2012-11-02T03:38:14|1099511628659|1099511628658
2012-11-02T15:04:00|1099511628660|1099511628658
2012-11-14T03:54:35|1168231105397|1099511628658
2012-11-02T06:59:05|1099511628664|1099511628658
2012-11-02T22:12:57|1099511628666|1099511628658
2012-10-11T13:57:20|1099511628672|824633721727
2012-02-16T12:24:07|824633721729|824633721727
2012-05-03T08:44:27|893353198468|824633721727
2012-02-16T04:45:55|824633721738|824633721727
2012-10-25T11:25:34|1099511628685|1099511628684
2012-10-24T17:45:27|1099511628686|1099511628684
2012-10-25T08:01:42|1099511628687|1099511628684
2012-10-25T03:41:25|1099511628688|1099511628684
2012-10-24T17:23:14|1099511628690|1099511628684
2012-10-24T20:22:17|1099511628693|1099511628684
2012-10-25T03:37:52|1099511628694|1099511628684
2012-10-25T06:29:49|1099511628695|1099511628684
2012-10-25T02:46:06|1099511628696|1099511628684
2012-11-25T23:40:35|1168231105434|137438954393
2011-12-30T22:42:17|755914245019|137438954393
2010-06-25T14:03:54|137438954397|137438954393
2012-03-04T08:50:10|824633721761|137438954393
2011-12-09T20:38:56|755914245031|343597384614
2010-11-18T16:36:20|343597384616|343597384614
2011-12-30T19:05:59|755914245033|343597384614
2012-08-09T22:41:00|1030792151980|343597384614
2012-09-27T00:39:48|1099511628719|343597384614
2012-10-23T18:31:18|1099511628721|343597384614
2012-08-31T09:28:09|1030792151988|1030792151987
2012-08-31T11:55:58|1030792151989|1030792151987
2012-11-28T05:07:24|1168231105462|1030792151987
2012-08-31T17:53:08|1030792151991|1030792151987
2012-10-02T19:45:09|1099511628729|1030792151987
2012-08-31T13:50:27|1030792151999|1030792151987
2011-09-11T21:14:18|687194768321|687194768320
2012-11-12T19:51:25|1168231105475|687194768320
2012-07-19T23:37:10|1030792152004|687194768320
2012-02-24T21:10:01|824633721797|687194768320
2012-11-20T04:24:34|1168231105478|687194768320
2011-09-11T20:50:32|687194768330|687194768320
2012-07-19T13:26:15|1030792152014|68719477709
2012-11-28T10:35:02|1168231105487|68719477709
2010-11-18T13:51:03|343597384656|68719477709
2012-05-09T14:19:02|962072675281|68719477709
2012-04-25T21:18:18|893353198546|68719477709
2011-09-09T06:44:55|687194768339|68719477709
2012-10-03T17:27:56|1099511628757|68719477709
2012-02-22T15:10:08|824633721814|68719477709
2011-08-21T01:48:59|618475291609|68719477709
2011-10-25T15:33:32|687194768347|687194768346
2012-04-27T07:32:24|893353198557|687194768346
2012-11-11T09:16:20|1168231105503|687194768346
2012-10-18T05:21:47|1099511628768|687194768346
2011-10-25T16:57:41|687194768355|687194768346
2012-08-17T18:02:15|1030792152037|687194768346
2012-03-31T01:32:56|893353198566|687194768346
2012-01-17T12:03:46|824633721832|618475291623
2012-10-23T20:24:40|1099511628777|618475291623
2012-10-03T06:30:16|1099511628778|618475291623
2011-08-14T17:20:31|618475291627|618475291623
2011-08-14T12:10:23|618475291631|618475291623
2012-08-01T20:07:29|1030792152053|412316861428
2012-03-30T22:56:04|893353198582|412316861428
2011-01-16T10:38:38|412316861431|412316861428
2012-11-14T07:36:11|1168231105538|274877907969
2012-07-22T08:34:56|1030792152067|274877907969
2012-07-19T08:59:54|1030792152068|274877907969
2011-04-15T19:07:40|481036338182|274877907969
2011-12-31T17:56:15|755914245128|274877907969
2012-09-21T09:10:15|1099511628811|274877907969
2012-05-02T17:47:16|893353198610|343597384718
2012-01-11T19:54:04|824633721880|343597384718
2012-10-12T03:59:41|1099511628828|824633721883
2012-06-24T13:21:20|962072675357|824633721883
2012-01-09T14:24:23|824633721886|824633721883
2012-01-09T06:36:42|824633721887|824633721883
2012-06-12T14:44:40|962072675360|824633721883
2012-01-09T10:56:32|824633721889|824633721883
2012-08-01T22:43:17|1030792152098|824633721883
2012-11-25T10:20:15|1168231105571|824633721883
2012-11-26T07:25:49|1168231105574|824633721883
2012-10-21T02:27:08|1099511628842|1099511628840
2012-10-21T08:39:55|1099511628845|1099511628840
2012-10-21T17:17:28|1099511628848|1099511628840
2012-04-28T17:07:21|893353198646|893353198645
2012-10-31T12:22:15|1099511628855|893353198645
2011-12-31T06:49:38|755914245187|274877908034
2011-12-04T05:37:51|755914245190|274877908034
2010-12-19T11:23:17|343597384779|274877908034
2011-04-11T08:50:56|481036338256|481036338255
2012-10-30T22:07:00|1099511628881|481036338255
2011-11-21T13:27:50|755914245202|481036338255
2012-10-28T03:20:46|1099511628883|481036338255
2011-04-10T16:54:48|481036338260|481036338255
2012-03-31T22:01:05|893353198681|481036338255
2011-08-20T21:25:40|618475291739|481036338255
2012-10-08T10:46:12|1099511628893|549755815004
2012-10-01T19:01:41|1099511628896|549755815004
2012-10-17T18:55:48|1099511628899|549755815004
2012-07-17T14:45:50|1030792152164|549755815004
2011-08-08T16:45:53|618475291750|549755815004
2011-05-25T02:03:58|549755815015|549755815004
2012-10-30T20:44:54|1099511628906|274877908073
2012-10-24T04:36:43|1099511628907|274877908073
2012-10-30T23:56:04|1099511628909|687194768492
2011-10-22T10:42:37|687194768494|687194768492
2012-11-26T07:05:44|1168231105648|68719477871
2011-06-14T03:52:20|549755815025|68719477871
2012-04-25T12:11:23|893353198708|343597384818
2011-11-03T03:06:33|687194768502|687194768501
2012-10-17T14:37:25|1099511628919|687194768501
2011-09-22T22:36:40|687194768505|68719477880
2011-05-30T10:38:03|549755815034|68719477880
2011-07-19T22:39:10|618475291772|343597384827
2012-10-01T16:09:38|1099511628925|343597384827
2012-10-04T01:56:05|1099511628927|893353198718
2012-03-21T12:43:05|893353198720|893353198718
2012-10-28T17:58:07|1099511628930|274877908097
2012-08-10T03:18:57|1030792152195|274877908097
2012-11-26T00:35:36|1168231105670|343597384837
2012-10-17T14:39:09|1099511628935|343597384837
2012-11-14T09:21:43|1168231105673|274877908104
2012-01-17T12:02:55|824633721994|274877908104
2011-11-20T22:21:30|755914245261|274877908108
2010-11-19T04:32:37|343597384846|274877908108
2012-10-30T22:09:43|1099511628944|343597384847
2011-04-16T01:26:48|481036338321|343597384847
2012-03-04T17:24:56|824633722003|343597384850
2012-10-31T18:41:40|1099511628948|343597384850
2012-03-21T18:22:14|893353198742|893353198741
2012-03-21T20:53:08|893353198743|893353198741
2012-03-21T16:10:54|893353198745|893353198744
2012-03-21T16:49:37|893353198746|893353198744
2010-11-18T10:33:35|343597384861|274877908123
2012-10-02T07:54:26|1099511628959|687194768542
2011-12-25T12:04:08|755914245280|687194768542
2012-01-12T08:37:11|824633722018|274877908129
2012-07-19T08:40:27|1030792152227|274877908129
2012-11-27T17:48:09|1168231105701|343597384868
2012-05-06T09:22:37|893353198761|687194768552
2012-10-08T06:39:42|1099511628972|68719477931
2012-07-09T03:12:45|962072675501|68719477931
2010-04-25T22:37:00|68719477935|68719477934
2012-08-01T22:51:51|1030792152240|68719477934
2012-05-02T21:03:27|893353198770|343597384881
2011-02-04T06:22:54|412316861619|343597384881
2012-10-28T04:32:06|1099511628981|687194768564
2012-10-23T05:57:12|1099511628982|687194768564
2012-05-10T03:35:59|962072675513|274877908152
2011-06-14T11:37:00|549755815098|274877908152
2011-12-25T07:37:24|755914245309|687194768572
2011-10-23T03:01:56|687194768574|687194768572
2012-05-06T09:22:49|893353198784|343597384895
2012-05-03T09:11:38|893353198785|343597384895
2012-07-22T03:47:38|1030792152261|343597384899
2012-09-26T18:01:08|1099511628999|893353198790
2012-07-17T14:35:30|1030792152264|893353198790
2012-10-08T13:16:47|1099511629002|343597384905
2012-06-24T14:56:22|962072675533|343597384908
2012-10-17T14:33:33|1099511629008|687194768591
2012-11-27T19:23:43|1168231105745|687194768591
2012-06-24T06:56:09|962072675540|893353198803
2012-03-21T15:49:01|893353198805|893353198803
2012-02-25T16:22:01|824633722071|274877908182
2011-12-30T19:26:01|755914245336|274877908182
2012-05-02T17:31:53|893353198810|687194768601
2012-05-06T09:25:17|893353198811|687194768601
2012-01-11T09:39:11|824633722077|343597384924
2012-08-18T12:57:54|1030792152286|343597384924
2010-11-22T16:06:35|343597384928|343597384927
2012-01-17T13:05:49|824633722081|343597384927
2011-10-22T14:39:03|687194768611|687194768610
2012-07-18T02:00:37|1030792152292|687194768610
2012-01-01T06:47:27|755914245350|687194768613
2012-10-01T19:36:58|1099511629031|687194768613
2012-11-19T21:31:19|1168231105769|343597384936
2011-09-22T22:34:19|687194768618|343597384936
2012-11-12T21:51:39|1168231105772|687194768619
2012-03-30T23:52:06|893353198829|687194768619
2011-10-22T13:15:20|687194768623|687194768622
2012-10-09T02:58:07|1099511629040|687194768622
2012-10-01T16:57:30|1099511629042|343597384945
2011-09-08T21:01:07|687194768627|343597384945
2012-01-17T15:00:14|824633722101|68719478004
2012-01-17T17:10:08|824633722102|68719478004
2011-12-25T11:17:20|755914245368|343597384951
2012-11-12T05:40:12|1168231105785|343597384951
2012-05-09T13:56:37|962072675581|343597384956
2012-06-30T22:40:20|962072675975|687194769030
2012-06-30T19:37:53|962072675976|687194769030
2012-07-19T23:37:49|1030792152713|687194769030
2012-11-05T03:54:55|1099511629451|687194769030
2012-07-19T14:14:32|1030792152720|687194769030
2012-07-19T19:28:17|1030792152723|687194769030
2012-06-30T12:28:09|962072675989|687194769030
2012-08-16T19:33:48|1030792152728|343597385367
2012-06-30T03:21:03|962072675994|343597385367
2012-06-30T06:51:53|962072675995|343597385367
2012-07-20T00:39:13|1030792152732|343597385367
2012-06-30T07:00:47|962072675997|343597385367
2012-07-20T05:29:02|1030792152734|343597385367
2012-06-30T06:40:34|962072676000|343597385367
2012-07-19T10:57:32|1030792152737|343597385367
2012-06-30T15:30:30|962072676004|343597385367
2012-08-17T17:27:00|1030792152743|343597385367
2011-06-07T22:18:48|549755815593|343597385384
2012-11-05T12:41:45|1099511629482|343597385384
2012-06-30T03:07:51|962072676011|343597385384
2012-08-16T23:38:08|1030792152748|343597385384
2012-08-16T20:42:41|1030792152749|343597385384
2011-06-08T03:09:50|549755815609|343597385384
2012-06-30T17:25:26|962072676027|1722
2012-07-19T14:19:12|1030792152766|1722
2012-08-16T21:44:10|1030792152768|1722
2010-03-07T14:30:36|68719478470|1722
2012-06-30T06:53:45|962072676045|1740
2012-07-19T11:13:39|1030792152782|1740
2011-06-08T08:03:56|549755815631|1740
2012-08-17T01:54:59|1030792152785|1740
2012-08-16T22:26:51|1030792152786|1740
2011-06-08T13:21:17|549755815635|1740
2011-06-07T21:55:41|549755815636|1740
2012-06-30T09:30:46|962072676063|343597385438
2012-07-19T14:52:47|1030792152800|343597385438
2012-07-19T11:29:12|1030792152801|343597385438
2012-08-16T19:57:05|1030792152802|343597385438
2012-08-16T22:05:48|1030792152803|343597385438
2012-07-19T10:55:30|1030792152807|343597385438
2012-06-30T13:49:51|962072676073|343597385438
2012-06-30T09:11:32|962072676074|343597385438
2012-11-06T01:34:04|1099511629547|343597385438
2012-09-12T08:06:09|1099511629885|206158432316
2012-04-06T09:00:39|893353199678|206158432316
2012-05-01T00:16:45|893353199681|893353199680
2012-08-03T15:20:48|1030792153154|893353199680
2012-10-07T02:40:19|1099511629891|893353199680
2012-05-05T18:14:30|893353199685|893353199684
2012-05-05T18:34:18|893353199686|893353199684
2012-05-04T21:52:02|893353199687|893353199684
2012-06-28T11:24:21|962072676425|206158432328
2012-11-04T12:44:41|1099511629898|206158432328
2012-06-28T00:24:47|962072676429|618475292748
2012-08-06T06:44:13|1030792153166|618475292748
2011-07-20T15:15:41|618475292751|618475292748
2012-08-13T19:58:38|1030792153169|206158432336
2011-10-30T02:18:49|687194769490|206158432336
2012-08-06T08:19:54|1030792153171|206158432336
2012-10-14T03:55:10|1099511629909|1099511629908
2012-10-14T03:24:49|1099511629911|1099511629908
2012-11-20T19:22:54|1168231106649|412316862552
2011-04-08T00:37:07|481036339290|412316862552
2011-10-13T08:47:30|687194769499|412316862552
2011-05-02T16:58:17|481036339294|481036339292
2011-05-02T16:54:11|481036339295|481036339292
2012-08-14T10:07:19|1030792153193|618475292776
2012-11-20T22:06:23|1168231106666|618475292776
2012-09-27T17:41:51|1099511629931|618475292776
2011-09-20T14:57:17|687194769517|481036339308
2011-04-22T21:07:58|481036339310|481036339308
2011-04-23T06:31:31|481036339311|481036339308
2012-08-13T19:26:06|1030792153205|824633722996
2012-09-13T07:51:18|1099511629942|824633722996
2012-09-12T08:07:48|1099511629943|824633722996
2012-09-27T10:08:06|1099511629945|206158432376
2012-09-27T10:35:27|1099511629946|206158432376
2012-09-28T07:54:26|1099511629947|206158432376
2012-08-14T12:28:32|1030792153213|137438955644
2012-08-22T04:32:26|1030792153215|137438955644
2012-09-27T07:51:36|1099511629954|1099511629952
2012-08-14T02:13:41|1030792153221|962072676484
2012-06-29T22:47:19|962072676486|962072676484
2011-10-14T07:19:17|687194769545|274877909128
2011-10-13T11:46:33|687194769546|274877909128
2012-09-12T17:12:01|1099511629965|274877909132
2012-08-13T20:44:04|1030792153230|274877909132
2012-08-22T15:10:46|1030792153231|274877909132
2012-10-06T08:44:35|1099511629968|274877909132
2012-11-20T17:14:41|1168231106707|274877909132
2012-10-06T05:04:52|1099511629972|274877909132
2012-09-12T10:34:18|1099511629973|274877909132
2011-02-17T05:34:53|412316862617|274877909144
2011-02-16T11:37:21|412316862618|274877909144
2011-10-29T14:54:53|687194769563|274877909144
2010-09-30T14:23:18|274877909149|274877909144
2011-04-08T03:04:53|481036339358|274877909144
2011-04-08T04:25:57|481036339362|274877909144
2011-11-07T20:48:51|755914247019|618475293546
2012-07-06T01:50:34|962072677228|618475293546
2012-11-21T10:48:13|1168231107438|549755816813
2012-08-27T04:24:30|1030792153967|549755816813
2011-06-16T05:38:15|549755816816|549755816813
2012-08-02T12:45:44|1030792153971|549755816813
2011-11-07T19:36:15|755914247028|549755816813
2011-11-07T19:04:59|755914247030|549755816821
2012-08-26T05:13:50|1030792153975|549755816821
2012-10-23T22:56:27|1099511630718|549755816829
2011-06-15T11:33:47|549755816832|549755816829
2012-08-02T00:04:10|1030792153985|549755816829
2011-11-08T02:58:33|755914247043|549755816829
2012-03-29T19:49:54|893353200516|549755816829
2012-08-24T23:55:13|1030792153990|549755816837
2011-06-16T01:37:26|549755816839|549755816837
2012-10-24T15:21:23|1099511630730|549755816837
2012-05-04T13:43:27|893353200523|549755816837
2012-11-22T03:34:10|1168231107468|549755816837
2012-10-24T05:58:09|1099511630734|549755816845
2012-11-21T17:15:16|1168231107475|549755816845
2012-08-25T00:04:39|1030792154006|549755816853
2012-07-05T20:24:40|962072677272|549755816853
2012-03-29T13:20:00|893353200537|549755816853
2012-11-21T12:13:34|1168231107482|549755816853
2012-08-25T08:35:58|1030792154015|549755816861
2012-07-06T01:59:06|962072677280|549755816861
2011-06-15T11:23:21|549755816866|549755816861
2012-04-07T09:08:41|893353200547|549755816861
2012-04-06T19:33:11|893353200548|549755816861
2012-08-25T09:42:07|1030792154022|549755816869
2011-06-15T19:34:22|549755816872|549755816869
2012-10-23T00:11:55|1099511630761|549755816869
2012-11-21T07:03:19|1168231107498|549755816869
2011-06-15T16:50:57|549755816875|549755816869
2012-07-06T00:55:41|962072677294|549755816877
2011-06-15T10:42:09|549755816879|549755816877
2012-05-05T03:06:07|893353200563|549755816877
2012-10-22T17:02:01|1099511630772|549755816877
2011-06-14T19:58:30|549755816886|549755816885
2012-11-21T07:12:11|1168231107512|549755816885
2012-08-25T23:24:47|1030792154044|549755816885
2012-10-23T23:26:52|1099511630782|549755816893
2011-11-07T15:01:17|755914247103|549755816893
2012-03-29T20:32:20|893353200577|549755816893
2012-10-22T18:50:35|1099511630786|549755816893
2012-08-26T05:07:41|1030792154054|549755816901
2011-06-15T06:32:31|549755816903|549755816901
2011-06-15T01:30:23|549755816904|549755816901
2011-06-14T22:36:10|549755816905|549755816901
2012-10-22T17:45:31|1099511630803|549755816909
2012-10-24T06:11:04|1099511630804|549755816909
2012-08-25T09:10:52|1030792154070|549755816917
2012-10-23T16:28:58|1099511630807|549755816917
2011-11-07T19:57:38|755914247128|549755816917
2012-03-30T05:01:58|893353200601|549755816917
2012-03-29T17:02:40|893353200603|549755816917
2012-10-23T23:13:18|1099511630812|549755816917
2012-11-21T18:23:34|1168231107550|549755816925
2012-11-21T08:23:00|1168231107551|549755816925
2012-11-22T00:54:07|1168231107553|549755816925
2012-02-20T13:15:27|824633723878|824633723877
2012-10-23T23:11:06|1099511630823|824633723877
2012-02-20T14:13:19|824633723880|824633723877
2012-02-20T14:45:34|824633723884|824633723877
2012-10-24T11:01:21|1099511630831|824633723877
2012-02-19T23:53:25|824633723894|824633723877
2012-10-23T23:13:28|1099511630843|137438956538
2011-05-14T08:33:59|549755816956|137438956538
2012-10-24T04:41:13|1099511630845|137438956538
2012-10-24T00:34:37|1099511630848|137438956538
2012-10-24T03:04:46|1099511630849|137438956538
2012-10-24T12:18:37|1099511630851|137438956538
2012-10-24T05:16:10|1099511630855|137438956538
2010-10-02T08:42:08|274877910026|137438956538
2012-10-24T03:33:25|1099511630864|1030792154127
2012-09-05T23:09:27|1030792154132|1030792154127
