creationDate|PersonId|UniversityId|classYear
2010-04-30T16:00:03|2199023255691|5164|2003
2010-04-28T03:05:54|2199023255694|3823|2002
2010-04-11T11:01:27|2199023255724|1855|1998
2010-03-30T11:54:07|2199023255767|5168|2007
2010-03-13T05:17:24|2199023255778|7896|2009
2010-03-25T00:31:44|2199023255782|7899|2001
2010-04-18T15:20:55|2199023255783|5266|2009
2010-04-01T23:23:59|2199023255790|6554|2004
2010-03-21T19:34:14|2199023255827|2210|2006
2010-04-11T10:00:08|2199023255851|2831|2009
2010-04-08T08:08:07|2199023255869|5236|2003
2010-04-17T07:16:53|2199023255905|2209|2008
2010-05-01T23:52:56|2199023255937|3498|1998
2010-04-20T09:26:18|2199023255949|1596|2005
2010-04-22T16:55:39|2199023255978|5607|2008
2010-03-28T18:32:31|2199023255994|6438|2007
2010-03-15T05:55:42|2199023256031|2176|2008
2010-03-21T17:01:57|2199023256048|6801|2002
2010-03-31T21:51:21|2199023256055|1955|2002
2010-03-12T15:59:54|2199023256183|6417|2004
2010-03-25T14:51:11|2199023256187|2284|2003
2010-03-19T22:00:30|2199023256198|3011|2008
2010-04-05T13:12:17|2199023256230|5526|2006
2010-03-31T23:42:56|2199023256287|4934|2009
2010-04-05T19:32:44|2199023256293|2208|2002
2010-04-30T07:21:46|2199023256294|1975|2009
2010-04-22T15:40:25|2199023256302|4665|2007
2010-04-03T04:52:48|2199023256303|2210|2007
2010-04-07T05:26:31|2199023256304|1816|2001
2010-04-25T15:49:34|2199023256313|3010|2002
2010-03-15T21:11:08|2199023256317|2206|2000
2010-03-31T23:44:35|2199023256383|3007|2007
2010-04-02T10:46:27|2199023256425|2674|2005
2010-03-10T12:13:02|2199023256440|3007|2001
2010-04-15T16:34:53|2199023256446|6620|2007
2010-04-03T00:08:45|2199023256458|4991|2000
2010-04-19T22:50:49|2199023256472|1608|2002
2010-04-19T07:30:16|2199023256479|3010|2003
2010-03-21T04:33:08|2199023256515|2454|2001
2010-03-04T15:00:34|2199023256532|5523|2009
2010-03-11T07:34:38|2199023256557|6803|2000
2010-05-02T11:15:54|2199023256562|2289|2007
2010-03-30T11:07:03|2199023256573|7928|2003
2010-04-11T13:00:23|2199023256576|3014|2010
2010-04-09T17:10:30|2199023256599|6798|2002
2010-03-13T05:20:36|2199023256608|2213|2002
2010-04-06T02:27:53|2199023256616|2360|2007
2010-04-03T00:42:39|2199023256657|6205|2009
2010-04-08T04:15:35|2199023256666|3012|2003
2010-03-21T20:09:23|2199023256697|3013|2009
2010-04-14T16:11:36|2199023256720|2206|2004
2010-03-27T18:21:51|2199023256752|5943|2007
2010-04-13T03:35:22|2199023256791|1577|2000
2010-04-27T04:53:03|2199023256810|2212|2005
2010-04-15T06:45:16|2199023256818|3008|2008
2010-05-02T22:41:54|2199023256835|3011|2003
2010-04-12T04:32:46|2199023256858|2209|2000
2010-03-09T00:54:20|2199023256904|3207|2000
2010-04-06T02:23:38|2199023256905|6002|2002
2010-03-27T07:55:56|2199023256914|3029|2009
2010-05-03T00:47:06|2199023256946|2207|2007
2010-04-04T11:51:19|2199023256965|1581|2009
2010-04-28T19:49:17|2199023256978|4668|2003
2010-04-30T12:20:54|2199023256981|1851|2003
2010-04-04T13:29:17|2199023256990|3014|2001
2010-05-03T02:34:44|2199023256999|6802|2006
2010-04-17T12:23:48|2199023257001|3008|2006
2010-03-20T12:17:17|2199023257003|2210|2008
2010-04-30T21:22:52|2199023257005|2210|2002
2010-03-19T12:39:12|2199023257024|3014|2005
2010-03-25T16:21:36|2199023257093|5272|2000
2010-03-22T00:04:22|2199023257100|5047|2001
2010-03-11T09:41:54|2199023257110|1813|2002
2010-03-22T01:23:46|2199023257140|3008|2010
2010-03-24T23:20:15|2199023257149|5265|2000
2010-04-12T05:32:46|2199023257181|3008|2009
2010-03-06T08:10:33|2199023257197|2206|2008
2010-03-31T11:44:45|2199023257247|5268|1999
2010-06-17T07:12:54|4398046511147|3014|2007
2010-05-23T10:03:28|4398046511151|6346|2003
2010-06-05T09:51:36|4398046511152|5189|2007
2010-06-13T23:01:21|4398046511158|3012|2005
2010-05-08T15:53:44|4398046511168|2387|2000
2010-05-10T08:03:59|4398046511169|4991|2007
2010-06-22T02:02:36|4398046511176|5866|2008
2010-05-29T23:42:58|4398046511181|2827|2007
2010-06-06T11:51:48|4398046511219|2210|2005
2010-06-08T04:06:31|4398046511230|5143|2007
2010-06-09T19:11:38|4398046511255|1583|2009
2010-05-12T06:09:35|4398046511273|3012|2011
2010-05-23T20:26:46|4398046511290|1810|2002
2010-05-22T18:03:59|4398046511302|5668|2009
2010-07-02T15:06:54|4398046511304|4151|2000
2010-05-07T07:17:33|4398046511348|7870|2000
2010-05-25T11:03:09|4398046511377|1599|1999
2010-05-15T11:40:42|4398046511453|1980|2003
2010-05-20T01:52:44|4398046511458|1639|2001
2010-05-13T08:33:29|4398046511549|4591|2003
2010-05-19T08:21:33|4398046511568|5497|2003
2010-05-04T09:32:39|4398046511577|6169|2009
2010-05-11T01:53:17|4398046511591|2830|2000
2010-06-10T07:34:29|4398046511595|1856|2008
2010-06-29T16:05:47|4398046511602|3865|2008
2010-05-13T19:20:49|4398046511608|3015|2002
2010-05-08T09:37:09|4398046511613|2175|2005
2010-05-09T20:28:39|4398046511652|6172|2002
2010-06-17T08:49:50|4398046511689|2271|2004
2010-06-07T08:06:36|4398046511727|3643|2004
2010-05-11T16:13:31|4398046511748|5526|2005
2010-06-24T07:54:27|4398046511867|1961|2006
2010-05-12T12:36:59|4398046511870|2359|2006
2010-05-19T13:16:43|4398046511926|5942|2006
2010-06-01T14:41:55|4398046511930|1854|2009
2010-05-26T11:05:36|4398046511934|3014|1999
2010-07-03T21:17:56|4398046511938|4519|2005
2010-06-18T19:37:27|4398046511989|2829|2001
2010-05-27T14:50:45|4398046512008|3123|2009
2010-06-09T16:59:48|4398046512057|5186|1999
2010-06-22T13:25:00|4398046512107|4998|2009
2010-05-11T00:33:50|4398046512126|2213|2006
2010-05-09T18:51:40|4398046512138|5038|2008
2010-05-12T11:38:40|4398046512139|5272|2006
2010-05-18T23:57:45|4398046512158|5873|2005
2010-06-16T20:53:47|4398046512162|1578|2002
2010-05-16T02:25:25|4398046512175|5945|2004
2010-05-06T02:18:16|4398046512195|1953|2004
2010-05-13T07:38:58|4398046512197|7892|1998
2010-05-15T11:48:18|4398046512233|2636|2004
2010-05-13T00:09:46|4398046512238|6432|2002
2010-05-18T04:02:37|4398046512247|1858|2003
2010-06-25T17:18:43|4398046512254|5044|2001
2010-05-04T13:09:48|4398046512269|4751|2001
2010-06-29T20:01:29|4398046512273|7897|2003
2010-06-13T22:28:57|4398046512286|4378|2000
2010-05-26T05:20:18|4398046512328|3015|2010
2010-06-24T06:51:20|4398046512336|6855|2004
2010-05-07T04:28:06|4398046512338|4239|2007
2010-06-29T06:39:04|4398046512345|2213|2000
2010-05-03T20:36:03|4398046512349|4948|2006
2010-05-06T11:10:31|4398046512359|4517|2005
2010-06-08T04:50:44|4398046512360|2206|2003
2010-05-13T12:52:10|4398046512371|2835|2003
2010-06-07T06:10:47|4398046512388|6489|2009
2010-05-16T09:01:47|4398046512392|6493|2007
2010-05-14T05:10:26|4398046512406|1980|2004
2010-06-01T07:16:46|4398046512422|5950|2005
2010-06-13T19:18:02|4398046512445|5271|2004
2010-05-05T10:16:53|4398046512447|6805|2007
2010-06-25T00:50:34|4398046512495|1972|2003
2010-06-24T12:49:24|4398046512502|2213|2000
2010-06-06T02:58:42|4398046512570|3008|2008
2010-05-12T17:41:47|4398046512582|2211|2008
2010-05-24T01:52:53|4398046512621|1980|2000
2010-06-01T16:00:22|4398046512629|5522|2005
2010-06-19T22:32:33|4398046512651|4751|2007
2010-06-22T11:28:46|4398046512669|4965|2003
2010-05-20T13:58:28|4398046512677|4982|2003
2010-05-31T18:50:44|4398046512700|2210|2007
2010-05-07T18:05:43|4398046512769|5529|2009
2010-05-13T12:10:37|4398046512770|5271|2005
2010-05-08T10:55:24|4398046512778|6391|2008
2010-08-12T11:46:56|6597069766697|3010|2008
2010-07-20T10:17:42|6597069766709|5268|2005
2010-07-19T16:04:54|6597069766712|2452|2005
2010-08-08T13:58:06|6597069766725|4762|2002
2010-08-22T10:03:31|6597069766769|3308|2004
2010-07-31T23:29:14|6597069766793|2180|1999
2010-07-21T01:12:13|6597069766802|4996|2007
2010-07-13T10:53:14|6597069766819|2535|2006
2010-08-24T09:41:38|6597069766835|2205|2001
2010-08-22T05:33:04|6597069766839|4746|2009
2010-08-05T04:05:09|6597069766895|7886|2003
2010-08-26T03:17:57|6597069766925|4518|2004
2010-07-14T01:09:39|6597069766942|5266|2000
2010-07-22T17:25:44|6597069766967|2691|2006
2010-08-10T10:23:27|6597069766972|7900|1999
2010-07-10T14:17:25|6597069766982|2407|2006
2010-07-26T06:03:13|6597069767006|5236|2008
2010-07-27T13:40:07|6597069767011|4956|2005
2010-07-21T00:17:59|6597069767047|2832|2005
2010-08-31T14:33:11|6597069767080|3010|2006
2010-07-14T16:52:35|6597069767085|5984|2005
2010-08-16T09:03:32|6597069767115|5169|2004
2010-07-08T20:50:06|6597069767176|5187|2002
2010-07-04T10:47:07|6597069767179|4590|2007
2010-07-21T07:57:31|6597069767182|2292|2007
2010-08-04T05:43:19|6597069767205|7893|2000
2010-07-29T12:53:18|6597069767221|1857|2001
2010-08-10T04:07:53|6597069767262|4670|2010
2010-07-21T05:50:16|6597069767337|2432|2005
2010-07-18T00:55:17|6597069767351|3007|2005
2010-08-06T06:19:27|6597069767362|3013|2009
2010-08-03T05:08:54|6597069767372|5494|2002
2010-08-30T20:12:04|6597069767381|6388|2009
2010-08-14T22:17:56|6597069767390|2249|2002
2010-07-27T15:24:17|6597069767446|2486|2009
2010-08-16T11:50:46|6597069767449|5942|1999
2010-07-28T16:07:13|6597069767462|5154|2008
2010-07-31T21:52:20|6597069767468|5947|2006
2010-08-01T01:38:40|6597069767484|1858|2002
2010-07-21T03:38:48|6597069767597|4516|2002
2010-08-17T04:52:33|6597069767598|5735|2009
2010-08-29T17:11:10|6597069767615|6197|2006
2010-08-23T19:29:34|6597069767638|1608|2002
2010-08-16T12:09:41|6597069767674|3012|2005
2010-08-25T23:50:06|6597069767675|2210|2000
2010-07-12T18:44:21|6597069767713|7877|2005
2010-08-23T01:21:27|6597069767723|4742|2003
2010-08-19T13:32:35|6597069767744|7901|2003
2010-07-28T06:20:41|6597069767767|5266|2007
2010-08-26T17:34:13|6597069767781|1580|2003
2010-07-08T09:58:51|6597069767816|7894|2003
2010-07-06T22:57:34|6597069767839|5182|2000
2010-07-12T04:14:44|6597069767849|5980|2003
2010-08-26T14:11:43|6597069767969|5529|2008
2010-08-15T19:40:38|6597069767971|5146|2004
2010-07-04T04:58:39|6597069768040|4991|2006
2010-08-31T13:36:05|6597069768067|1851|2004
2010-07-04T07:08:02|6597069768129|5042|2004
2010-07-24T08:22:44|6597069768144|3014|2005
2010-08-01T09:11:47|6597069768148|2387|2005
2010-08-06T22:04:49|6597069768167|2486|2004
2010-08-28T16:55:33|6597069768234|3006|2007
2010-08-13T08:51:04|6597069768249|2694|2003
2010-08-21T17:08:25|6597069768281|1597|2001
2010-08-22T23:43:15|6597069768352|2207|2005
2010-10-09T04:45:29|8796093022302|3015|1998
2010-09-29T20:39:56|8796093022362|5950|1999
2010-09-29T18:11:09|8796093022402|4991|2000
2010-09-25T10:40:15|8796093022442|5229|2006
2010-09-08T23:45:32|8796093022449|2827|2005
2010-11-01T09:06:49|8796093022491|2977|1999
2010-10-06T18:20:22|8796093022501|5984|2004
2010-10-08T04:36:04|8796093022532|1969|2005
2010-10-07T21:40:59|8796093022572|6164|2010
2010-10-17T00:49:04|8796093022579|3010|2004
2010-10-04T20:02:10|8796093022589|3010|1999
2010-10-10T12:29:18|8796093022606|1601|2000
2010-10-04T17:18:54|8796093022619|5238|2009
2010-10-02T21:27:56|8796093022629|7878|2003
2010-09-20T18:17:36|8796093022685|4743|2006
2010-10-22T04:48:03|8796093022697|4952|2005
2010-09-09T06:56:56|8796093022715|1596|2010
2010-10-30T02:38:15|8796093022726|2449|2004
2010-10-18T18:37:02|8796093022736|5046|2011
2010-09-28T21:01:41|8796093022784|1804|2000
2010-10-14T08:42:50|8796093022823|2208|2001
2010-09-14T19:35:36|8796093022884|5063|2010
2010-10-21T13:46:44|8796093022904|3011|2010
2010-09-03T15:01:00|8796093022910|5046|2005
2010-10-09T01:23:29|8796093022932|3006|2008
2010-10-25T12:05:27|8796093022945|3012|2008
2010-09-09T17:28:46|8796093022948|4517|2008
2010-09-28T09:38:13|8796093022967|1958|2006
2010-10-15T05:22:44|8796093022968|4516|2003
2010-10-11T14:27:23|8796093022976|1955|2007
2010-09-23T06:07:38|8796093022986|2487|2006
2010-10-13T17:24:11|8796093022996|7901|2010
2010-10-24T11:46:10|8796093023070|1813|2003
2010-10-09T06:29:20|8796093023077|4511|2002
2010-09-08T21:20:39|8796093023085|6796|2006
2010-10-19T08:07:29|8796093023087|2213|2002
2010-09-23T18:01:32|8796093023099|6493|2005
2010-10-07T11:53:23|8796093023117|2834|2007
2010-09-04T16:56:53|8796093023143|6483|2009
2010-10-24T02:09:46|8796093023183|1575|2000
2010-09-28T17:47:30|8796093023194|2644|2005
2010-10-11T07:42:27|8796093023282|2210|2008
2010-10-04T10:36:31|8796093023290|6557|2002
2010-09-11T03:44:09|8796093023321|5040|2004
2010-09-19T20:56:27|8796093023330|4746|2006
2010-09-12T21:30:35|8796093023364|1989|2006
2010-10-01T10:23:20|8796093023371|1959|2004
2010-09-08T20:50:05|8796093023402|4512|2001
2010-09-10T07:32:55|8796093023477|3008|2006
2010-09-25T04:52:34|8796093023500|1639|2009
2010-10-05T20:26:51|8796093023518|4845|2003
2010-09-30T08:19:08|8796093023536|2205|2002
2010-10-12T01:40:55|8796093023537|6540|2009
2010-09-09T17:35:55|8796093023573|1980|2009
2010-10-03T15:49:11|8796093023616|1602|2007
2010-10-13T13:08:20|8796093023653|2987|2000
2010-09-15T17:08:54|8796093023658|2205|2009
2010-10-10T13:52:59|8796093023740|1853|2002
2010-09-15T05:36:53|8796093023758|2943|2008
2010-10-04T21:41:25|8796093023782|2943|2007
2010-09-21T13:17:15|8796093023802|1957|1998
2010-09-06T13:08:10|8796093023809|6654|2003
2010-09-08T16:32:38|8796093023824|5264|2005
2010-11-03T05:35:52|8796093023835|2175|2007
2010-10-07T00:36:12|8796093023851|2944|2002
2010-10-19T00:37:10|8796093023864|6545|2002
2010-09-05T13:59:38|8796093023876|5235|2002
2010-10-27T11:49:33|8796093023891|1849|2002
2010-10-17T01:14:03|8796093023892|3011|2007
2010-10-23T03:57:57|8796093023895|5984|2004
2010-09-22T01:36:46|8796093023896|6487|2006
2010-11-13T15:50:09|10995116277761|2945|2004
2010-12-24T05:25:34|10995116277782|4742|2007
2010-11-21T16:16:26|10995116277783|6797|2008
2010-11-13T01:22:27|10995116277805|5236|2006
2011-01-01T05:30:08|10995116277819|3007|2001
2010-12-06T10:22:58|10995116277934|6173|2003
2010-12-31T09:26:24|10995116278006|1982|2006
2010-12-21T00:27:55|10995116278031|2834|2005
2010-12-06T21:51:47|10995116278066|2209|2001
2010-11-30T13:37:07|10995116278083|4991|2004
2010-12-09T05:20:50|10995116278091|2521|2006
2010-11-09T18:27:17|10995116278104|5986|2003
2010-11-14T09:57:19|10995116278132|5141|2006
2010-12-27T01:39:10|10995116278182|4748|2008
2010-12-18T04:30:29|10995116278204|2205|2006
2010-12-09T03:23:07|10995116278230|5937|2010
2010-12-24T18:17:53|10995116278235|5986|2004
2010-11-14T06:15:31|10995116278262|2173|2008
2010-12-12T00:54:32|10995116278274|6545|2000
2010-12-06T00:04:13|10995116278314|6171|2008
2010-12-19T13:28:36|10995116278322|1813|2006
2010-12-01T00:12:38|10995116278326|7951|2001
2010-12-24T20:50:56|10995116278328|6151|2005
2010-12-04T23:56:23|10995116278352|6541|2002
2010-11-21T06:20:11|10995116278358|7899|2003
2010-11-16T00:20:53|10995116278390|1852|2007
2010-11-06T07:50:28|10995116278397|4511|2009
2010-11-12T19:30:21|10995116278400|1633|2005
2010-11-04T21:15:41|10995116278408|4743|2011
2010-12-09T21:17:38|10995116278421|6149|2002
2010-11-16T15:32:42|10995116278434|6479|2000
2010-12-09T22:34:07|10995116278447|3006|2008
2010-11-20T00:59:00|10995116278449|6803|2008
2010-12-27T01:30:25|10995116278482|3017|2003
2010-12-15T08:19:19|10995116278498|7899|1999
2010-12-01T14:48:36|10995116278554|2211|2007
2010-11-16T04:55:15|10995116278578|2205|2002
2010-11-16T16:05:30|10995116278610|3007|2007
2011-01-01T17:45:14|10995116278611|3011|2004
2010-12-31T04:35:59|10995116278624|6623|2005
2010-11-19T00:29:39|10995116278634|6673|2004
2010-12-28T03:30:09|10995116278691|2206|2002
2010-11-30T15:31:52|10995116278710|6166|2010
2010-11-19T10:20:25|10995116278727|5522|2006
2010-11-24T16:33:39|10995116278729|7893|2000
2010-12-19T12:24:48|10995116278774|4516|2001
2010-12-22T03:14:04|10995116278785|6624|2008
2010-12-19T12:44:04|10995116278803|2833|2004
2010-12-05T15:34:18|10995116278836|6798|2003
2010-12-30T23:57:05|10995116278859|2483|1999
2010-12-06T01:10:19|10995116278912|5983|2008
2010-11-17T06:42:45|10995116278952|4944|2008
2011-01-02T07:29:07|10995116278970|2209|1998
2010-12-07T04:56:39|10995116278995|6038|2010
2010-11-28T09:15:13|10995116278996|2214|2000
2010-12-31T20:41:17|10995116279002|6398|2007
2010-11-04T00:45:34|10995116279024|3014|2001
2010-12-27T18:32:15|10995116279035|6667|2010
2010-11-13T05:13:19|10995116279037|2212|2002
2010-12-14T03:43:50|10995116279045|3010|2002
2010-12-27T04:22:14|10995116279084|3013|2001
2010-11-28T13:57:16|10995116279093|7897|2004
2010-12-09T11:41:21|10995116279130|2205|2001
2010-12-03T06:35:41|10995116279153|4517|1998
2010-11-08T20:59:40|10995116279162|5948|1999
2010-12-13T01:59:51|10995116279182|5236|2005
2010-11-07T23:24:00|10995116279197|2831|1999
2010-12-04T14:00:14|10995116279201|5808|2004
2010-12-16T07:18:26|10995116279215|2381|1998
2010-12-11T19:24:19|10995116279270|3007|2001
2010-12-20T07:28:30|10995116279272|3007|2003
2010-11-30T10:30:13|10995116279335|4950|2002
2010-11-26T16:54:43|10995116279339|5523|2002
2010-12-23T03:42:44|10995116279358|4176|2008
2010-12-28T22:19:17|10995116279363|2205|2006
2010-12-29T08:46:47|10995116279364|6616|1999
2010-12-03T09:00:10|10995116279452|4595|2007
2011-02-28T08:13:29|13194139533343|2832|2000
2011-01-19T01:26:05|13194139533367|2439|2002
2011-03-02T17:04:21|13194139533372|2836|2010
2011-03-03T08:19:36|13194139533439|4747|2007
2011-02-27T10:00:17|13194139533448|5987|2000
2011-02-22T11:03:00|13194139533457|6801|2006
2011-03-04T22:28:31|13194139533467|6150|2009
2011-02-22T08:37:02|13194139533474|1599|2005
2011-01-20T00:50:11|13194139533488|4669|2003
2011-03-03T18:30:13|13194139533496|7900|2000
2011-02-25T05:17:41|13194139533501|2206|2006
2011-01-26T13:21:31|13194139533520|7945|2002
2011-01-20T00:02:57|13194139533545|6509|2002
2011-01-15T11:02:06|13194139533562|3012|2001
2011-02-21T06:25:09|13194139533577|6488|2000
2011-01-26T11:57:02|13194139533620|2835|2002
2011-01-27T08:09:38|13194139533641|6479|2002
2011-02-22T13:46:39|13194139533645|2942|2006
2011-01-30T02:46:04|13194139533664|3009|2005
2011-01-16T17:04:35|13194139533675|2523|2007
2011-01-28T17:06:37|13194139533712|2945|2011
2011-01-16T03:21:25|13194139533714|3013|2004
2011-02-25T21:50:40|13194139533721|3014|2009
2011-01-12T14:54:31|13194139533740|5523|2010
2011-01-24T12:42:59|13194139533753|2212|2005
2011-01-13T07:45:18|13194139533818|7892|2004
2011-03-02T04:35:11|13194139533839|1607|2003
2011-01-25T15:38:23|13194139533919|2212|2006
2011-02-11T18:03:25|13194139533931|2831|2002
2011-03-01T03:22:56|13194139533940|4529|2003
2011-03-01T03:44:55|13194139533965|1955|2000
2011-03-05T19:13:17|13194139533966|1636|2002
2011-01-20T09:14:45|13194139534003|4209|2010
2011-01-17T04:04:19|13194139534026|3007|2001
2011-01-24T01:09:31|13194139534051|5264|2009
2011-02-22T17:25:11|13194139534060|1971|1999
2011-02-08T03:30:35|13194139534129|6546|2005
2011-02-09T02:29:39|13194139534169|5267|2004
2011-01-30T01:19:47|13194139534173|2652|2004
2011-03-06T09:03:02|13194139534212|1641|2002
2011-02-07T13:48:11|13194139534219|2178|2005
2011-02-14T09:51:28|13194139534223|3008|2006
2011-02-15T19:41:04|13194139534224|1958|2003
2011-02-28T21:33:07|13194139534228|5455|2006
2011-02-18T18:34:29|13194139534238|2210|1999
2011-01-27T06:26:19|13194139534261|7896|2004
2011-03-05T08:05:57|13194139534284|5986|2005
2011-01-20T11:22:24|13194139534338|7894|2005
2011-01-05T18:10:03|13194139534340|2449|2000
2011-03-04T11:03:22|13194139534412|5266|2001
2011-01-20T04:49:44|13194139534424|4750|2004
2011-02-23T05:54:54|13194139534432|4515|2001
2011-02-07T11:45:11|13194139534447|5271|2006
2011-02-22T22:44:39|13194139534454|3006|2000
2011-01-20T02:30:46|13194139534456|5038|2007
2011-03-02T23:22:59|13194139534460|2440|2006
2011-01-31T17:21:02|13194139534474|4569|1999
2011-01-19T21:10:52|13194139534507|2432|2001
2011-01-13T07:57:53|13194139534524|2386|2002
2011-02-06T11:39:45|13194139534533|4172|2003
2011-01-20T17:57:05|13194139534574|2180|2002
2011-02-27T23:55:36|13194139534588|1984|2006
2011-01-09T23:16:24|13194139534610|5461|2002
2011-01-15T03:26:33|13194139534651|6490|2009
2011-02-04T14:53:17|13194139534658|5984|2009
2011-01-15T02:57:12|13194139534659|4518|2007
2011-01-15T07:57:05|13194139534663|6671|2004
2011-02-24T15:37:27|13194139534730|2181|2008
2011-01-26T22:00:03|13194139534777|2214|2006
2011-02-13T18:20:10|13194139534789|4991|2001
2011-01-13T02:34:44|13194139534792|2832|2004
2011-02-22T06:18:32|13194139534868|4596|2004
2011-02-26T14:08:32|13194139534879|1805|2000
2011-02-24T13:26:13|13194139534898|1854|2005
2011-02-27T19:19:25|13194139534923|6801|2008
2011-01-15T12:47:02|13194139534926|4750|2001
2011-01-05T03:35:19|13194139534936|5805|2002
2011-01-09T23:05:39|13194139534949|4511|2007
2011-01-22T10:21:05|13194139534951|3013|2009
2011-02-01T09:27:32|13194139534967|3099|2005
2011-01-27T22:09:32|13194139535005|2989|2006
2011-03-12T15:40:42|15393162788877|6612|2008
2011-04-14T16:09:20|15393162788899|4929|2006
2011-03-28T19:13:05|15393162788944|5265|2002
2011-05-05T06:13:15|15393162788951|3011|1998
2011-04-15T19:48:04|15393162788952|2212|2001
2011-05-06T19:12:02|15393162788957|1605|2004
2011-03-14T08:01:25|15393162788962|3015|2007
2011-04-12T10:12:44|15393162789008|2213|2009
2011-05-01T17:12:52|15393162789023|6303|2007
2011-04-23T01:34:58|15393162789041|5040|2003
2011-04-29T15:02:16|15393162789051|4575|2008
2011-03-29T07:47:54|15393162789066|6202|2002
2011-03-07T07:37:07|15393162789088|3011|2001
2011-03-31T21:48:52|15393162789104|5270|2003
2011-03-19T12:57:41|15393162789106|3008|1999
2011-03-28T18:58:28|15393162789134|2528|1999
2011-04-22T01:41:15|15393162789145|2310|2000
2011-03-19T22:59:37|15393162789151|2554|2003
2011-03-14T12:31:09|15393162789178|5521|2004
2011-04-28T18:40:16|15393162789253|5043|2004
2011-03-10T10:56:27|15393162789263|6200|2010
2011-04-22T19:36:53|15393162789271|5522|2003
